~~~~~~~~~~~~~~~
Text File : itemname_jpn_kanji.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	なし
ZKN_X_010_000	頭の　触角から 強烈な　においを　出して 敵を　追い払い　身を守る。
ZKN_X_011_000	鋼鉄のように　硬い　殻で やわらかい　中身を　守っている。 進化するまで　じっと　耐えている。
ZKN_X_012_000	花の　ミツが　大好物。 わずかな　花粉で　花畑の 場所を　探し出すことが　できる。
ZKN_X_013_000	森や　草地に　多く　生息。 頭の　先に　５センチぐらいの 小さく　鋭い　毒針を持つ。
ZKN_X_014_000	自分では　ほとんど　動けないが 危ないときは　硬くなって 身を守っているようだ。
ZKN_X_015_000	両手と　お尻にある　３本の　毒針で 相手を　刺して　刺して 刺しまくって　攻撃する。
ZKN_X_016_000	森や　林に　多く　分布。 地上でも　激しく　はばたいて 砂を　かけたりする。
ZKN_X_017_000	足の　ツメが　発達している。 エサの　タマタマを　つかんで １００キロ先の　巣まで　運ぶ。
ZKN_X_018_000	エサを　探すとき　水面　すれすれを 滑るように　飛んで コイキングなどを　わしづかみにする。
ZKN_X_019_000	食べるものが　あるところなら どこにだって　生息する。 １日中　エサを　探している。
ZKN_X_020_000	伸び続ける　前歯を　削るため 硬い　ものを　かじる　習性。 ブロック塀も　かじって　壊す。
ZKN_X_021_000	自分の　テリトリーを　守るため 短い　羽を　はばたかせて 忙しく　飛び回っている。
ZKN_X_022_000	大きな　翼で　大空を 飛び続けることが　できる。 １回も　降りなくても　平気だ。
ZKN_X_023_000	育つほどに　どんどん　長くなる。 そして　夜中は　木の枝に グルグルと　絡まって　休む。
ZKN_X_024_000	お腹の　模様が　怖い　顔に　見える。 弱い　敵は　その模様を 見ただけで　逃げ出してしまう。
ZKN_X_025_000	尻尾を　立てて　まわりの　様子を 探っていると　ときどき 雷が　尻尾に　落ちてくる。
ZKN_X_026_000	電気が　たまってくると 筋肉が　刺激され いつもより　攻撃的に　なってしまう。
ZKN_X_027_000	地面に　穴を　掘って　住む。 自分に　危険が　迫ると まるくなって　身を　守る。
ZKN_X_028_000	すごい　勢いで　地面を掘ると トゲや　ツメが　折れてしまうが 次の日には　生えそろっている。
ZKN_X_029_000	体は　小さくても　毒針を 持つため　注意が　必要だ。 メスのほうが　ツノが　小さい。
ZKN_X_030_000	メスなので　性格は　温厚。 口から　出す　超音波は 相手を　まどわす　力がある。
ZKN_X_031_000	ウロコで　覆われた　頑丈な　体で 巣穴の　入り口を　ふさぎ 敵から　子供たちを　守る。
ZKN_X_032_000	草むらの　上に　耳だけ　出して まわりの　気配を　探る。 猛毒の　ツノで　身を　守る。
ZKN_X_033_000	発達した　耳を　立てて まわりの　気配を　探る。 なにかあると　すぐに　飛びかかる。
ZKN_X_034_000	石のように　硬い　皮膚と 長く　伸びた　ツノが　特徴。 ツノには　毒も　あるので　注意。
ZKN_X_035_000	満月の夜　ピッピが　集まって ダンスを　踊る様子を　見ると 幸せに　なれると　言われている。
ZKN_X_036_000	１キロ先で　落ちた　針の　音も 聞き分ける　優れた　耳を　持つ。 静かな　山奥に　住んでいる。
ZKN_X_037_000	生まれたとき　尻尾は　真っ白で １本しかない。育つと　やがて 先が　分かれて　尻尾が　増える。
ZKN_X_038_000	黄金に　輝く　体毛と ９本の　長い　尻尾を　持つ。 １０００年は　生きると　言われる。
ZKN_X_039_000	まるくて　大きい　瞳で　誘いこみ 心地よい　歌を　歌い 相手を　眠らせる。
ZKN_X_040_000	２匹　寄り添いあうと　お互いの 毛皮が　気持ち良すぎて 離れられなく　なってしまう。
ZKN_X_041_000	口から　出す　超音波で 両目が　なくても まわりの　障害物を　察知できる。
ZKN_X_042_000	かみついたら　最後。死ぬほど 血を　吸いまくるので　重たくなって 自分で　飛べなくなることもある。
ZKN_X_043_000	昼間は　太陽を　避けるため 冷たい　地面に　潜っている。 月の　光を　浴びて　育つ。
ZKN_X_044_000	猛烈な　クサさ！　それなのに １０００人に　１人ぐらい これを　好んで　かぐ　人がいる。
ZKN_X_045_000	花びらが　大きいほど たくさん　花粉を　出すが 頭が　重たくて　疲れてしまうという。
ZKN_X_046_000	虫の　背中に　生えているのは 冬虫夏草　という　キノコ。 育つと　キノコも　大きくなる。
ZKN_X_047_000	体よりも　大きな　キノコが パラセクトを　操っている。 毒の　胞子を　ばらまく。
ZKN_X_048_000	小さな　目が　たくさん　集まって 大きな　目に　なっている。 夜になると　明かりに　集まる。
ZKN_X_049_000	ばらまかれた　りんぷんに　触れると 体の　感覚が　おかしくなって まっすぐ　立っていられなくなる。
ZKN_X_050_000	地下１メートルくらいを　掘りすすみ 木の根っこなどを　かじって　生きる。 たまに　地上に　顔を出す。
ZKN_X_051_000	地中を　掘りすすんで 相手が　油断しているところを 別の　場所から　攻撃する。
ZKN_X_052_000	夜中に　行動する　習性。 キラキラ　光るものを　見つけると 負けないくらい　瞳が　輝く。
ZKN_X_053_000	毛並みが　美しく ペットにしたがる　人も　多いが　すぐ ひっかいたり　するので　手強いぞ。
ZKN_X_054_000	いつも　頭痛に　悩まされている。 この　頭痛が　激しくなると 不思議な　力を　使いはじめる。
ZKN_X_055_000	夕暮れ　水辺に　姿をみせる。 額が　あやしく　光るとき 神通力を　使いこなすという。
ZKN_X_056_000	意味もなく　怒って　暴れ出すと 仲間の　区別も　つかなくなるので 近寄るのは　非常に　危険だ。
ZKN_X_057_000	まわりに　だれも　いないときだけは 怒るのを　やめている。しかし それを　見るのは　難しい。
ZKN_X_058_000	人懐こく　誠実な　性格。 敵には　ほえて　かみつき 追い払おうとする。
ZKN_X_059_000	昔から　多くの　人を 虜にした　美しい　ポケモン。 飛ぶように　軽やかに　走る。
ZKN_X_060_000	スベスベした　黒い皮膚は　薄く 湿っている。内臓の　一部が 透けて　渦巻状に　見える。
ZKN_X_061_000	陸でも　水中でも　暮らせる。 地上では　いつも　汗をかき 皮膚を　ぬめぬめ　させている。
ZKN_X_062_000	強靭な　筋肉を　持つ。 太平洋を　休むことなく 泳ぎ続けることが　できるのだ。
ZKN_X_063_000	１日　１８時間は　寝ている。 眠ってる　あいだでも さまざまな　超能力を　使う。
ZKN_X_064_000	超能力を　発揮すると 強い　アルファ波を　出して 精密機械を　壊してしまう。
ZKN_X_065_000	脳細胞は　いつも　分裂して 死ぬまで　増え続けるので あらゆることを　覚えておける。
ZKN_X_066_000	ゴローンを　何度も　上げ下ろしして 全身の　筋肉を　鍛える。 あらゆる　格闘技を　使う。
ZKN_X_067_000	すごく　強靭な　肉体なので パワーセーブ　ベルトを　つけて 強さを　制御している。
ZKN_X_068_000	発達した　４本の　腕は ２秒間に　１０００発の　パンチを 繰り出すことができる。
ZKN_X_069_000	ひょろっとした　体つきだが 獲物を　捕らえるときの　動きは 目にも　とまらないほど　素早い。
ZKN_X_070_000	葉っぱの　部分は　カッターになって 相手を　切り裂く。口からは なんでも　溶かす　液体を　吐く。
ZKN_X_071_000	ジャングルの　奥地に　ウツボット ばかり　いる　地帯が　あって 行ったら　２度と　帰ってこれない。
ZKN_X_072_000	体の　ほとんどが　水分。 水晶のような　目玉から 不思議な　ビームを　発射する。
ZKN_X_073_000	触手は　普段　短くて 獲物を　刺すときに 長く　伸びて　絡みつくのだ。
ZKN_X_074_000	草原や　山に　生息する。 石ころに　似ていて　気がつかず 踏んだり　つまずいたりしてしまう。
ZKN_X_075_000	山から　転がり　落ちるとき 体の　あちこちが　取れても 気にしない　豪快な　性格。
ZKN_X_076_000	山頂から　ふもとまで　続く　溝は ゴローニャが　転がり落ちる 通り道なので　要注意。
ZKN_X_077_000	生まれたばかりでは　立つのがやっと。 だが　走るほどに　足腰は 鍛えられて　速度が　増していく。
ZKN_X_078_000	速く　動く　物体を　見ると 競争したくなり　猛烈な スピードで　追いかけはじめる。
ZKN_X_079_000	いつも　ボーッとしていて　なにを 考えているか　わからない。 尻尾で　エサを　釣るのが　得意。
ZKN_X_080_000	くっついている　シェルダーは 尻尾から　にじみ出る　うま味が 欲しくて　ずっと　離れない。
ZKN_X_081_000	左右の　ユニットから 重力を　さえぎる　力を 出すので　空中に　浮かべる。
ZKN_X_082_000	複数の　コイルが　連結して 強力な　磁力線と 高電圧を　放射する。
ZKN_X_083_000	持っている　茎は　大切な 武器でもあり　刀を　振るように いろんな　ものを　切ることができる。
ZKN_X_084_000	突然変異で　見つかった ２つの　頭を　持つ　ポケモン。 時速１００キロで　走る。
ZKN_X_085_000	３つの　頭が　見ている前で わずかでも　すきを　見せると クチバシで　激しく　つつかれる。
ZKN_X_086_000	氷山で　暮らす　ポケモン。 頭の　とがった　でっぱりで 氷を　割って　海を　泳ぐ。
ZKN_X_087_000	全身が　真っ白な　毛で 覆われている。寒さに　強く むしろ　寒いほど　元気になる。
ZKN_X_088_000	月からの　エックス線を　浴びた ヘドロが　ベトベターに　変化した。 汚いものが　大好物。
ZKN_X_089_000	ヘドロが　たまる　くさい　場所を 好んで　集まってくるので あたりは　いっそう　くさくなる。
ZKN_X_090_000	硬い　殻は　どんな　攻撃も 跳ね返す。開いたときに 中を　攻撃されると　弱い。
ZKN_X_091_000	潮の　流れが　激しい　海に 生息している　パルシェンの 殻の　トゲは　大きく　鋭い。
ZKN_X_092_000	ガスでできた　薄い　体は どんな　大きさの　相手も 包みこみ　息の根を　止める。
ZKN_X_093_000	暗闇で　だれもいないのに 見られているような　気がしたら そこに　ゴーストが　いるのだ。
ZKN_X_094_000	物陰に　姿を　隠す。 ゲンガーの　潜んでいる　部屋は 温度が　５度　下がるといわれる。
ZKN_X_095_000	地中を　ものすごい　勢いで 掘りすすみ　エサを　探す。通った 跡は　ディグダの　住処になる。
ZKN_X_096_000	眠らせては　夢を　食べるが 悪い　夢ばかり　食べてると お腹を　壊すことが　あるらしい。
ZKN_X_097_000	振り子のようなものを　持ち歩く。 子供に　催眠術を　かけて どこかへ　連れ去る　事件があった。
ZKN_X_098_000	危険が　迫ると　口から　吐き出す 泡で　全身を　包んで 体を　大きく　みせようとする。
ZKN_X_099_000	硬い　ハサミは　１万馬力の パワーを　持っているが 大きすぎて　動きが　鈍い。
ZKN_X_100_000	モンスターボールが　売り出されたのと 同じ　時期に　発見された。 なにか　関係があると　いわれる。
ZKN_X_101_000	少しの　刺激に　反応して 爆発する。バクダンボールという あだ名で　怖がられている。
ZKN_X_102_000	テレパシーで　会話をしているため タマタマを　引き離そうとしても すぐに　集まって　６匹になる。
ZKN_X_103_000	３つの　頭は　考えることは 別々でも　仲良しなので ケンカしたり　しないらしい。
ZKN_X_104_000	死に別れた　母親の　骨を 頭に　被っている。寂しいとき 大声で　泣くという。
ZKN_X_105_000	体も　小さく　もともと　弱かった。 骨を　使うようになり 性格が　凶暴化した。
ZKN_X_106_000	脚が　自由に　伸び縮みして 遠く　離れている　場合でも 相手を　蹴り上げることができる。
ZKN_X_107_000	腕を　ねじりながら　繰り出す パンチは　コンクリートも　粉砕。 ３分　戦うと　ひとやすみする。
ZKN_X_108_000	長い　舌は　ねばねばした だえきで　べっとり。どんなものでも くっついて　とても　便利。
ZKN_X_109_000	薄い　バルーン状の　体に 猛毒の　ガスが　つまっている。 近くに　来ると　くさい。
ZKN_X_110_000	どちらかが　ふくらむと　片方は しぼむ　双子の　ドガース。いつも 体内の　毒ガスを　混ぜている。
ZKN_X_111_000	頭は　悪いが　力が　強く 高層ビルも　体当たりで コナゴナに　粉砕する。
ZKN_X_112_000	全身を　よろいのような　皮膚で 守っている。２０００度の マグマの　中でも　生きられる。
ZKN_X_113_000	幸せを　運ぶと　いわれている。 傷ついた　人に　タマゴを 分けてあげる　優しい　ポケモン。
ZKN_X_114_000	たくさんの　うごめく　ツルに 覆われて　正体不明。 青いツルは　一生　伸びる。
ZKN_X_115_000	お腹の　袋で　子育てをする。 安全な　ときだけ　子供を 袋から　出して　遊ばせる。
ZKN_X_116_000	水面から　勢いよく　墨を　発射して 飛んでいる　虫を 撃ち落とすことがあるという。
ZKN_X_117_000	うかつに　触ろうとすると 体中に　生える　トゲに　刺されて 気絶することもある。
ZKN_X_118_000	５ノットの　スピードで　泳ぐ。 身の　危険を　感じると 鋭い　ツノで　反撃する。
ZKN_X_119_000	秋が　くると　産卵のために 流れに　逆らって　力強く 川を　泳ぐ　姿が　みられる。
ZKN_X_120_000	体の　中心で　光る コアが　ある限り 体が　ちぎれても　再生できる。
ZKN_X_121_000	真ん中の　コアと呼ばれる　部分は 七色に　輝く。これを 宝石にする　人も　いるという。
ZKN_X_122_000	指先から　出す　波動が 空気を　固めて　壁を　作る。 激しい　攻撃も　跳ね返す。
ZKN_X_123_000	鋭い　カマで　獲物を　切り裂き 息の根を　止める。ごくまれに 羽を　使って　飛ぶ。
ZKN_X_124_000	腰を　振るように　歩いている。 油断をすると　思わず　釣られて 踊ってしまうという。
ZKN_X_125_000	体の　表面には　電気が 流れている。あたりが　暗いと 全身が　青白く　光るのだ。
ZKN_X_126_000	火山の　火口近くで　見つかった。 口から　炎を　吐く。 体温は　１２００度もある。
ZKN_X_127_000	２本の　ツノで　獲物を　挟んで ちぎれるまで　放さない。ちぎれない ときは　かなたまで　投げ飛ばすのだ。
ZKN_X_128_000	３本の　尻尾で　自分を　たたき 戦う　気持ちを　高めると 全速力で　突っこんでくる。
ZKN_X_129_000	力も　スピードも　ほとんど　ダメ。 世界で　一番　弱くて 情けない　ポケモンだ。
ZKN_X_130_000	争いの　起こった　村を 焼きつくしたという　記録が 古文書に　残されている。
ZKN_X_131_000	優しい　心の　持ち主。 めったに　争わないため　たくさん 捕まえられ　数が　減った。
ZKN_X_132_000	全身の　細胞を　組み替えて 見たものの　形　そっくりに 変身する　能力を　持つ。
ZKN_X_133_000	進化のとき　姿と　能力が 変わることで　きびしい　環境に 対応する　珍しい　ポケモン。
ZKN_X_134_000	きれいな　水辺を　好んでいる。 細胞が　水の　分子に　似ており 水に　溶けることもできる。
ZKN_X_135_000	体内に　電気が　たまると 全身の　体毛が　全部 鋭く　とがりはじめる。
ZKN_X_136_000	体内に　炎袋を　持つ。 戦いが　はじまる　直前には 体温が　９００度まで　上がる。
ZKN_X_137_000	研究の末　生み出された 人工の　ポケモン。基本的な 動作しか　プログラムされていない。
ZKN_X_138_000	大昔　海に　住んでいた 古代ポケモン。１０本の　脚を くねらせて　泳ぐ。
ZKN_X_139_000	触手が　手足のように 発達している。しがみつくと 同時に　かみついてくる。
ZKN_X_140_000	３億年前の　砂浜で 暮らしていたと　考えられている。 硬い　殻が　身を　守る。
ZKN_X_141_000	水中を　移動するとき 手足を　小さく　折りたたみ 甲羅を　くねらせ　速く　泳ぐ。
ZKN_X_142_000	こはくに　残された　恐竜の 遺伝子から　復活させた。 高い　声で　鳴きながら　飛ぶ。
ZKN_X_143_000	１日に　食べ物を　４００キロ 食べないと　気がすまない。 食べ終わると　眠ってしまう。
ZKN_X_144_000	伝説の　とりポケモン。 空気中の　水分を　凍らせ 吹雪を　作り出すことが　できる。
ZKN_X_145_000	雲の　上から　巨大な　稲妻を 落としながら　現れる 伝説の　とりポケモンである。
ZKN_X_146_000	昔から　火の鳥伝説として 知られる。羽ばたくたびに　羽が 明るく　燃え上がり　美しい。
ZKN_X_147_000	目撃者が　少ないために 幻のポケモンと　呼ばれていた。 脱皮した　皮が　見つかっている。
ZKN_X_148_000	水晶のような　玉には 天候を　自由に　操る 能力が　秘められているらしい。
ZKN_X_149_000	大きな　体格で　空を　飛ぶ。 地球を　約１６時間で １周してしまう。
ZKN_X_150_000	１人の　科学者が　何年も 恐ろしい　遺伝子　研究を 続けた　結果　誕生した。
ZKN_X_151_000	あらゆる　技を　使うため ポケモンの　先祖と　考える 学者が　たくさん　いる。
ZKN_X_152_000	頭の　葉っぱから　ほのかに　甘い 香りが　漂う。おとなしくて 日差しを　浴びるのが　大好き。
ZKN_X_153_000	首の　まわりから　発散する スパイスのような　香りには 元気を　出させる　効果がある。
ZKN_X_154_000	花びらから　発散される　においには 争う　気持ちを　静める 成分が　含まれる。
ZKN_X_155_000	臆病で　いつも　体を　まるめている。 襲われると　背中の　炎を 燃え上がらせて　身を守る。
ZKN_X_156_000	戦いの前　背中を　向けて 自分の　炎が　どれくらい すごいかを　相手に　見せつける。
ZKN_X_157_000	怒りが　最高潮のとき 触ったもの　すべて　一瞬で 燃え上がらせるほどに　熱い。
ZKN_X_158_000	小さいながらも　暴れん坊。 目の前で　動くものが　あれば とにかく　かみついてくる。
ZKN_X_159_000	キバは　抜けても　次から　次に 生えてくる。いつも　口の中には ４８本の　キバが　そろっている。
ZKN_X_160_000	普段は　ゆっくりとした　動きだが 獲物に　かみつくときは 目にも　止まらない　スピードだ。
ZKN_X_161_000	見張り役は　鋭く　鳴いたり 尻尾で　地面を　たたいたりして 仲間に　危険を　知らせる。
ZKN_X_162_000	母親は　細長い　体で 子供を　包みこみ　眠らせる。 速い　動きで　敵を　追いこむ。
ZKN_X_163_000	体内の　時間の　間隔は どんなときでも　正確で 決まった　リズムで　首をかしげる。
ZKN_X_164_000	両目は　特殊な　つくり。 わずかな　光を　集めては 暗闇でも　まわりを　見分ける。
ZKN_X_165_000	寒くなると　あちこちから レディバが　たくさん　集まって 寄り添いあい　温め合う。
ZKN_X_166_000	夜空に　星が　瞬くとき 輝く　粉を　振りまきながら ひらひらと　飛んでいく。
ZKN_X_167_000	細くて　丈夫な　糸を 張り巡らして　わなを　仕掛けると 獲物が　かかるのを　ひたすら待つ。
ZKN_X_168_000	お尻からだけでなく　口からも 糸を　出すので　見ただけでは どっちが　頭か　わからない。
ZKN_X_169_000	４枚に　増えた　翼で 暗闇を　静かに　飛んでいく。 となりを　通られても　気づかない。
ZKN_X_170_000	暗い　海底では　いつも 点滅している　触手の 明かり　だけが　通信手段。
ZKN_X_171_000	深海を　泳ぐ　ランターンの 明かりは　水面まで　届く。 深海の星　と　呼ばれている。
ZKN_X_172_000	仲間と　尻尾の　先を　あわせて 火花を　飛ばす　遊びをする。 度胸試しを　しているらしい。
ZKN_X_173_000	お星さまのような　シルエット。 その姿から　流れ星に乗って やって来ると　信じられている。
ZKN_X_174_000	短い　脚で　歩くより やわらかい　体を　使って 飛び跳ねながら　動き回る。
ZKN_X_175_000	殻の中に　幸せが　たくさん つまっているらしく　優しくされると 幸運を　分け与える　という。
ZKN_X_176_000	優しい人の　そばに　いないと 元気が　出なくなってしまう。 羽を動かさずに　空に浮かべる。
ZKN_X_177_000	羽が　育ちきって　おらず 飛び跳ねるようにして　移動する。 いつも　なにかを　見つめている。
ZKN_X_178_000	朝方　昇る　太陽を じっと　見つめ　祈りを　ささげると ほとんど　動かず　１日を終える。
ZKN_X_179_000	ふわふわの　体毛は　静電気が たまると　２倍に　ふくらむ。 触ると　感電してしまう。
ZKN_X_180_000	ふかふかの　体毛は　電気を ためやすいが　ゴムのような　皮膚の おかげで　自分は　しびれない。
ZKN_X_181_000	尻尾の先が　光り輝く。 光は　はるか　遠くまで　届き 迷った者の　道標となる。
ZKN_X_182_000	ときおり　キレイハナが　集まって 踊るような　仕草を　みせる。 太陽を呼ぶ　儀式と　いわれる。
ZKN_X_183_000	全身の　体毛は 水を　弾く　性質を　持ち 水浴び　しても　乾いている。
ZKN_X_184_000	長い　耳は　優れた　センサー。 川底で　動く　生き物の　音を 聞き分ける　ことが　できる。
ZKN_X_185_000	いつも　木のふりを　している。 体の　つくりは　植物より 石や　岩などに　近いようだ。
ZKN_X_186_000	３匹以上　ニョロトノが　集まると かならず　怒鳴るような　鳴き声で 合唱を　はじめる。
ZKN_X_187_000	とても　軽い　体。 吹き飛ばされないよう　しっかり 地面を　踏みしめている。
ZKN_X_188_000	頭の上に　咲いた　花は 気温に　よって　開いたり 閉じたりする　性質を　持つ。
ZKN_X_189_000	季節風に　流されて 世界を　１周してしまう。 途中で　綿胞子を　ばらまく。
ZKN_X_190_000	高い　木の上で　暮らしている。 枝から　枝へ　飛び移るとき 尻尾で　巧みに　バランスをとる。
ZKN_X_191_000	ある朝　突然　降ってくる。 オニスズメに　襲われると　葉っぱを 激しく　振って　追い払う。
ZKN_X_192_000	暑い　季節が　近づくと 顔の　花びらは　鮮やかになり 活発に　動くようになる。
ZKN_X_193_000	顔を　動かさずに　３６０度 すべてを　見渡す　目を　持つので 真後ろの　獲物も　見逃さない。
ZKN_X_194_000	冷たい　水の中で　生活。 あたりが　涼しくなると　エサを 探しに　地上にも　現れる。
ZKN_X_195_000	のんびりとした　性格。 川底で　口を　開けて　エサが 飛びこんでくるのを　ひたすら　待つ。
ZKN_X_196_000	相手の　動きを　予知するとき ふたまたに　なっている　尻尾の　先は 微妙に　揺れている。
ZKN_X_197_000	月の　光が　イーブイの 遺伝子を　変化させた。 闇に　潜み　獲物を　待つ。
ZKN_X_198_000	輝く　物を　拾っては 秘密の　場所に　隠しておく。 よく　ニャースと　奪い合いになる。
ZKN_X_199_000	すごい　知性と　ひらめきを 持っている。どんなときでも　あわてず 騒がず　のんびりとしている。
ZKN_X_200_000	怖がる　心を　赤い　玉で 吸収して　栄養にする。 昼間は　暗がりで　眠っている。
ZKN_X_201_000	体自体は　薄っぺらく いつも　壁に　張りついている。 形に　なにか　意味があるらしい。
ZKN_X_202_000	光や　ショックを　嫌う。 攻撃されると　体が　ふくらみ 反撃が　強力に　なる。
ZKN_X_203_000	眠っている　あいだ　尻尾の　頭が あたりを　見張っている。 尻尾は　眠らなくても　平気。
ZKN_X_204_000	木の　皮を　重ね合わせて 殻を　分厚くするのが　大好き。 重くなっても　気にしない。
ZKN_X_205_000	鋼鉄の　殻で　守られている。 すきまから　目玉が　のぞいているが 中身の　正体は　ナゾのまま。
ZKN_X_206_000	だれかに　見られると 尻尾で　地面を　掘って 後ろ向きに　逃げ出すのだ。
ZKN_X_207_000	いつもは　崖に　張りついている。 獲物を見つけると　羽を広げ 風に乗り　襲いかかってくる。
ZKN_X_208_000	地中の　高い　圧力と　熱で 鍛えられた　体は あらゆる　金属よりも　硬い。
ZKN_X_209_000	活発で　遊び好きな　性格。 懐いてくれるので　一緒に 遊びたがる　女性も　多い。
ZKN_X_210_000	顔に　似合わず　臆病。 しかし　ひとたび　怒りはじめると 大きな　キバで　反撃する。
ZKN_X_211_000	全身の　毒針を　飛ばすため １０リットルの　水を　一気に 飲みこみ　体を　ふくらませる。
ZKN_X_212_000	鋼鉄を　含んでいる　ハサミで 捕らえたものは　どんなに　硬くても コナゴナに　砕く。
ZKN_X_213_000	ツボのような　甲羅の　中に ためこんだ　木の実は　いつの間にか ドロドロの　ジュースに　変わる。
ZKN_X_214_000	自慢のツノを　相手の　お腹の 下に　ねじこみ　一気に　持ち上げ ぶん投げてしまう　力持ち。
ZKN_X_215_000	住処から　タマゴを　かすめ取り 食べてしまう。鋭い　カギヅメが 相手の　急所を　切り裂く。
ZKN_X_216_000	ミツを見つけると　三日月模様が 輝く。甘いミツが　染みこんだ 手のひらを　いつも　なめている。
ZKN_X_217_000	どんな　においも　かぎわける。 地面深くに　埋まっている 食べ物も　残らず　見つけ出す。
ZKN_X_218_000	火山地帯に　多く　発生。 暖かい　ところを　探して のろのろ　はいずり回っている。
ZKN_X_219_000	背中の　殻は　崩れやすいが ときどき　体内を　巡っている 高熱の　炎が　噴き出す。
ZKN_X_220_000	エサを　探すため　鼻を こすり合わせ　地面を　掘っている。 たまに　温泉を　掘り当てる。
ZKN_X_221_000	４本の　脚は　短いが ひづめは　広く　ギザギザ　なので 雪の上でも　滑らず　歩ける。
ZKN_X_222_000	どんどん　育っては　生えかわる 頭の　先は　きれいなので 宝物として　人気が高い。
ZKN_X_223_000	ねらいは　正確。噴き出す　水は １００メートル先で　動く　獲物に かならず　命中する。
ZKN_X_224_000	穴に　入りたがる　性質で 岩穴や　ツボを　好み　そこから 墨を　噴き出して　攻撃する。
ZKN_X_225_000	尻尾で　エサを　包んで　運ぶ。 山で　遭難した　人に エサを　分け与える　習性。
ZKN_X_226_000	泳いで　スピードが　のってくると 波の上に　飛びだし　そのまま １００メートルも　滑空　する。
ZKN_X_227_000	いばらの　中に　巣を作る。 トゲで　傷つきながら　育てられた ヒナの　羽は　硬くなる。
ZKN_X_228_000	夜明けごろ　あたり一帯に 響きわたる　不気味な　遠ぼえで 自分たちの　縄張りを　アピール。
ZKN_X_229_000	ヘルガーの　不気味な　遠ぼえは 地獄から　死神が　呼ぶ　声と 昔の　人は　想像していた。
ZKN_X_230_000	普段は　海底洞窟に 身を　潜めているらしい。 あくびで　渦潮を　発生させる。
ZKN_X_231_000	愛情表現で　鼻を　ぶつけてくるが 力が　あるので 気をつけないと　吹っ飛ばされる。
ZKN_X_232_000	鋭く　硬い　キバと さらに　頑丈な　皮膚で 体当たりは　家をも　壊すほど。
ZKN_X_233_000	さらに　研究が　進められ 能力が　高まった。ときどき プログラムにない　仕草を　見せる。
ZKN_X_234_000	ツノを　見つめていると　輪っかの 中心に　吸いこまれそうな 不思議な　気分に　なってしまう。
ZKN_X_235_000	尻尾を　筆のように　使って 縄張りを　マークで　描く。 その　種類は　５０００以上。
ZKN_X_236_000	いつでも　元気いっぱい。 強くなるため　負けても　負けても 相手に　立ち向かっていく。
ZKN_X_237_000	コマのように　回転しながら　戦う。 遠心力の　パワーで 破壊力は　１０倍だ。
ZKN_X_238_000	唇が　一番　敏感。 なんでも　まず　唇で　触れて どんなものか　確認する。
ZKN_X_239_000	両腕を　ぐるぐる　振り回して 電気を　発生させる。しかし 作った　電気は　ためておけない。
ZKN_X_240_000	小柄だが　体温は　６００度。 息を　吸ったり　吐いたりするたび　 口と　鼻から　火の粉が　漏れる。
ZKN_X_241_000	子供が　生まれたときに しぼられた　ミルクには　いつもより 栄養が　たっぷり　つまっている。
ZKN_X_242_000	ハピナスの　産む　タマゴには 幸せが　つまっていて　ひとくち 食べると　だれでも　笑顔になれる。
ZKN_X_243_000	雨雲を　背負っているので どんなときでも　雷を　出せる。 雷とともに　落ちてきたという。
ZKN_X_244_000	新しい　火山が　できるたび 生まれてくると　伝えられる 大地を　駆け巡る　ポケモン。
ZKN_X_245_000	世界中を　駆け巡り 汚れた　水を　清めている。 北風と　ともに　走り去る。
ZKN_X_246_000	土を　食べて　生きている。 大きな　山ひとつ　食べ終わると 成長のため　眠りはじめる。
ZKN_X_247_000	岩盤のような　硬い　体。 圧縮した　ガスを　噴射して まるで　ロケットのように　飛び出す。
ZKN_X_248_000	片腕を　動かしただけで 山を崩し　地響きを　起こす とてつもない　パワーを　秘める。
ZKN_X_249_000	深い　海溝の　底で　眠る。 ルギアが　羽ばたくと　４０日 嵐が　続くと　言われている。
ZKN_X_250_000	体は　七色に　輝き 飛んだあとは　虹が　できると 神話に　残されている　ポケモン。
ZKN_X_251_000	時間を超えて　あちこち　さまよう。 セレビィが　姿を　現した　森は 草木が　生い茂るという。
ZKN_X_252_000	垂直の　壁も　すいすい　登る。 尻尾で　空気の　湿度を　感じ 明日の　天気を　当てる。
ZKN_X_253_000	発達した　太ももの　筋肉が 驚異的な　瞬発力と 跳躍力を　生み出すぞ。
ZKN_X_254_000	腕に　生えた　葉っぱは　大木も スッパリ　切り倒す　切れ味。 密林の　戦いでは　無敵。
ZKN_X_255_000	お腹に　炎袋を　持つ。 抱きしめると　ぽかぽか　温かい。 命ある　限り　燃え続ける。
ZKN_X_256_000	１秒間に　キックを　１０発 繰り出す　足技の　持ち主。 鋭い　鳴き声で　威嚇する。
ZKN_X_257_000	３０階建ての　ビルを　ジャンプで 跳び越す　跳躍力。炎の　パンチが 相手を　焼きつくす。
ZKN_X_258_000	大きな　尾びれで　水を　かけば ぐんぐん　スピードが　上がる。 小さい　体でも　力持ち。
ZKN_X_259_000	ぬかるんだ　足場でも　しっかり 歩ける　丈夫な　足腰。 泥に　体を　埋めて　眠る。
ZKN_X_260_000	岩の　ように　硬い　腕を 一振り　するだけで　巨大な　岩を コナゴナに　砕くぞ。
