~~~~~~~~~~~~~~~
Text File : monsname_deu.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	Ei
ZKN_ULSUN_480_000	
ZKN_ULSUN_481_000	
ZKN_ULSUN_482_000	
ZKN_ULSUN_483_000	
ZKN_ULSUN_484_000	
ZKN_ULSUN_485_000	
ZKN_ULSUN_486_000	
ZKN_ULSUN_487_000	
ZKN_ULSUN_488_000	
ZKN_ULSUN_489_000	
ZKN_ULSUN_490_000	
ZKN_ULSUN_491_000	
ZKN_ULSUN_492_000	
ZKN_ULSUN_493_000	
ZKN_ULSUN_494_000	
ZKN_ULSUN_495_000	
ZKN_ULSUN_496_000	
ZKN_ULSUN_497_000	
ZKN_ULSUN_498_000	
ZKN_ULSUN_499_000	
ZKN_ULSUN_500_000	
ZKN_ULSUN_501_000	
ZKN_ULSUN_502_000	
ZKN_ULSUN_503_000	
ZKN_ULSUN_504_000	
ZKN_ULSUN_505_000	
ZKN_ULSUN_506_000	Ein Pokémon mit ausgeprägtem Urteilsvermögen. Befindet es seinen Gegner für zu stark, zieht es den Schwanz ein und sucht sofort das Weite.
ZKN_ULSUN_507_000	Mit zunehmendem Alter wird sein dunkles Fell immer widerstandsfähiger, sodass selbst Klauen und Fangzähne es kaum durchdringen können.
ZKN_ULSUN_508_000	Dank seines langen, warmen Fells kann ihm die Kälte nichts anhaben. In Alola hat es daher leider mit dem schwülen Klima zu kämpfen.
ZKN_ULSUN_509_000	
ZKN_ULSUN_510_000	
ZKN_ULSUN_511_000	
ZKN_ULSUN_512_000	
ZKN_ULSUN_513_000	
ZKN_ULSUN_514_000	
ZKN_ULSUN_515_000	
ZKN_ULSUN_516_000	
ZKN_ULSUN_517_000	
ZKN_ULSUN_518_000	
ZKN_ULSUN_519_000	
ZKN_ULSUN_520_000	
ZKN_ULSUN_521_000	
ZKN_ULSUN_522_000	
ZKN_ULSUN_523_000	
ZKN_ULSUN_524_000	Das sechseckige Loch dient ihm als Ohr. Tief darin liegt sein Energiekern versteckt. Wenn jemand hineingreift, wird es wütend.
ZKN_ULSUN_525_000	Energie, die aus seinem Körper austrat, hat sich zu orangefarbenen, harten Kristallen verfestigt. Sie können sogar Diamanten zersplittern.
ZKN_ULSUN_526_000	Wenn es mit geballter Kraft seine gesamte Energie entlädt, führt das dazu, dass sich auf seinem Körper unzählige Risse auftun.
ZKN_ULSUN_527_000	
ZKN_ULSUN_528_000	
ZKN_ULSUN_529_000	
ZKN_ULSUN_530_000	
ZKN_ULSUN_531_000	
ZKN_ULSUN_532_000	
ZKN_ULSUN_533_000	
ZKN_ULSUN_534_000	
ZKN_ULSUN_535_000	
ZKN_ULSUN_536_000	
ZKN_ULSUN_537_000	
ZKN_ULSUN_538_000	
ZKN_ULSUN_539_000	
ZKN_ULSUN_540_000	
ZKN_ULSUN_541_000	
ZKN_ULSUN_542_000	
ZKN_ULSUN_543_000	
ZKN_ULSUN_544_000	
ZKN_ULSUN_545_000	
ZKN_ULSUN_546_000	Es schützt sich, indem es Watte verstreut. Wird es Regen ausgesetzt, saugt es sich voll und wird zu schwer, um sich zu bewegen.
ZKN_ULSUN_547_000	Ein Störenfried, der heimlich in Wohnhäuser eindringt und dann wichtige Dinge versteckt sowie in allen Zimmern Watte verstreut.
ZKN_ULSUN_548_000	Sehr beliebt bei Senioren, da ein Tee aus den sonnengetrockneten Blättern seines Kopfes wie ein Schluck aus dem Jungbrunnen wirkt.
ZKN_ULSUN_549_000	Sein Blumenduft wird von der Beschaffenheit der Erde, auf der es aufwächst, beeinflusst. Daran zu riechen ist eine Wohltat für die Seele.
ZKN_ULSUN_550_000	Ein wildes und brutales Pokémon. Rot gestreifte und blau gestreifte Barschuft tragen ständig Kämpfe um ihr Territorium aus.
ZKN_ULSUN_551_000	Das ganzjährig warme Klima der Alola-Region bietet ihm günstige Lebensbedingungen. Ab und an trifft man es sogar außerhalb von Wüsten an.
ZKN_ULSUN_552_000	Rokkaiman verträgt es nicht gut, wenn sein Körper auskühlt. Deshalb vergräbt es sich an besonders kalten Abenden tief im Wüstensand.
ZKN_ULSUN_553_000	Entdeckt es Beute in bis zu 50 km Entfernung, bewegt es sich schwimmend durch die Wüste, bis es hervorspringt und nach ihr schnappt.
ZKN_ULSUN_554_000	
ZKN_ULSUN_555_000	
ZKN_ULSUN_556_000	
ZKN_ULSUN_557_000	
ZKN_ULSUN_558_000	
ZKN_ULSUN_559_000	Zurrokex trotten in Gruppen von einigen Exemplaren durch die Gegend. Wer mit ihnen Augenkontakt herstellt, erhält Kopfnüsse.
ZKN_ULSUN_560_000	Diesem ungestümen Pokémon liegen Freunde, Familie und Revier sehr am Herzen.
ZKN_ULSUN_561_000	
ZKN_ULSUN_562_000	
ZKN_ULSUN_563_000	
ZKN_ULSUN_564_000	Es wurde aus einem urzeitlichen Fossil wieder zum Leben erweckt. Zwar lebte es im Meer, zur Futtersuche ging es jedoch auch an Land.
ZKN_ULSUN_565_000	Sein Kiefer wurde wegen dessen großer Kraft gefürchtet. Sogar Amoroso und Amonitas konnte es trotz ihrer Schalen problemlos verschlingen.
ZKN_ULSUN_566_000	Es wurde lange Zeit für den Urahn aller Vogel- Pokémon gehalten, doch jüngste Forschungen führen zu unterschiedlichen Theorien.
ZKN_ULSUN_567_000	Aufgrund seines feinen Gefieders glückt die Zurückverwandlung dieses urzeitlichen Pokémon nur Experten mit langjähriger Erfahrung.
ZKN_ULSUN_568_000	Mit jedem Atemzug entweicht ihm giftiges Gas. Bekommt ein Sleimok davon Wind, nimmt es gierig sabbernd die Fährte auf und verfolgt es.
ZKN_ULSUN_569_000	Mit dem linken Arm nagelt es seinen Gegner fest, um ihn dann mit einer toxischen Flüssigkeit zu besprühen und ihn so zu lähmen.
ZKN_ULSUN_570_000	Ein furchtsames Pokémon, das die Gestalt eines anderen annimmt, wenn es sich nicht in der Gesellschaft seiner Artgenossen befindet.
ZKN_ULSUN_571_000	Es kann nicht nur seine Gestalt verändern, sondern auch Illusionen erzeugen, um auf einen Schlag mehrere Hundert Menschen zu täuschen.
ZKN_ULSUN_572_000	Es hat einen Putzfimmel und duldet selbst das kleinste Staubkorn nicht. Seinen Schweif benutzt es als Mopp, mit dem es alles picobello putzt.
ZKN_ULSUN_573_000	Sein weißer Flaum ist von einem Film aus speziellem Öl überzogen, das aus seinem Körper austritt. Gegnerische Angriffe gleiten daran ab.
ZKN_ULSUN_574_000	
ZKN_ULSUN_575_000	
ZKN_ULSUN_576_000	
ZKN_ULSUN_577_000	
ZKN_ULSUN_578_000	
ZKN_ULSUN_579_000	
ZKN_ULSUN_580_000	
ZKN_ULSUN_581_000	
ZKN_ULSUN_582_000	Die Temperatur seines Atems liegt bei -50 ºC. Wenn es sich an warmen Orten aufhält, wird es nach und nach kleiner.
ZKN_ULSUN_583_000	Es friert seine Gegner ein, indem es ihre Körper mit einem Atem aus Eiskörnern bedeckt. In Alola findet man vergleichsweise kleine Exemplare.
ZKN_ULSUN_584_000	Aus seinen zwei Mündern stößt es Eisböen aus. Da es praktisch überall Schnee erzeugen kann, ist es bei Snowboardern und Skifahrern beliebt.
ZKN_ULSUN_585_000	
ZKN_ULSUN_586_000	
ZKN_ULSUN_587_000	Es speichert Strom, um damit durch die Lüfte zu segeln. Ein nächtliches Blitzgewitter stellt sich manchmal als ein Schwarm Emolga heraus.
ZKN_ULSUN_588_000	
ZKN_ULSUN_589_000	
ZKN_ULSUN_590_000	
ZKN_ULSUN_591_000	
ZKN_ULSUN_592_000	Durch das Meer schwimmende Beute umschlingt es mit seinen schleierartigen Armen und zieht sie in die Tiefe.
ZKN_ULSUN_593_000	Dieses Pokémon schwimmt Kreuzfahrtschiffen und Tankern hinterher. Bei Gelegenheit zieht es Beute zu sich ins Meer.
ZKN_ULSUN_594_000	Auf langen Seereisen lassen sich Fischer von Mamolida begleiten. So ersparen Sie sich nämlich einen Arzt und Medizin.
ZKN_ULSUN_595_000	
ZKN_ULSUN_596_000	
ZKN_ULSUN_597_000	
ZKN_ULSUN_598_000	
ZKN_ULSUN_599_000	
ZKN_ULSUN_600_000	
ZKN_ULSUN_601_000	
ZKN_ULSUN_602_000	
ZKN_ULSUN_603_000	
ZKN_ULSUN_604_000	
ZKN_ULSUN_605_000	Es besitzt unfassbare Psycho-Kräfte. Etliche Meldungen über Sichtungen von Außerirdischen entpuppten sich als Verwechslungen mit ihm.
ZKN_ULSUN_606_000	Mithilfe seiner Psycho-Kräfte gestaltet es die Erinnerungen anderer um. Man weiß nie, ob es einen selbst bereits erwischt hat.
ZKN_ULSUN_607_000	
ZKN_ULSUN_608_000	
ZKN_ULSUN_609_000	
ZKN_ULSUN_610_000	
ZKN_ULSUN_611_000	
ZKN_ULSUN_612_000	
ZKN_ULSUN_613_000	
ZKN_ULSUN_614_000	
ZKN_ULSUN_615_000	
ZKN_ULSUN_616_000	
ZKN_ULSUN_617_000	
ZKN_ULSUN_618_000	
ZKN_ULSUN_619_000	In den Morgenstunden kann man Gruppen dieses Pokémon dabei beobachten, wie sie mit grazilen Bewegungen diverse Posen einnehmen.
ZKN_ULSUN_620_000	Es überwältigt seine Gegner mit einer Serie aus Angriffen. Den finalen Stoß versetzt es ihnen erst, nachdem es seine Energie gebündelt hat.
ZKN_ULSUN_621_000	Seine rote Kopfhaut ist fester als Stein. Es jagt seine Gegner durch enge Höhlengänge und stürmt mit dem Kopf voran auf sie zu.
ZKN_ULSUN_622_000	Es wird seit uralten Zeiten durch eine Energie rätselhaften Ursprungs angetrieben. Manche gehen davon aus, dass diese bald erschöpft ist.
ZKN_ULSUN_623_000	Es heißt, Golgantes sei von einem alten Volk erschaffen worden, um diesem als Arbeiter zu dienen. Deshalb befolgt es ergeben Befehle.
ZKN_ULSUN_624_000	Erst schlitzt es seine Beute auf, dann schärft es seine Klingen an den Felsen eines Flussbetts. Jedes Gladiantri besitzt einen Lieblingsfelsen.
ZKN_ULSUN_625_000	Es heißt, dass ein Caesurio ungeachtet seiner Stärke seinen Rang als Anführer abtreten muss, wenn die Klinge an seinem Kopf schartig wird.
ZKN_ULSUN_626_000	
ZKN_ULSUN_627_000	Mit seinen kräftigen Beinen und robusten Krallen kann es selbst die harte Schale eines Muschas aufbrechen und das Innere herauspicken.
ZKN_ULSUN_628_000	Unter Washakwil gelten Narben an der Stirnseite als Beweis für Mut. Diejenigen, die viele Narben auf der Rückseite vorweisen, werden verhöhnt.
ZKN_ULSUN_629_000	Seine Schädelwindel erhält es von Grypheldis. Auch wenn seine Flügel noch zu klein dafür sind, träumt es vom Fliegen und hüpft wild herum.
ZKN_ULSUN_630_000	Nachdem es seine Beute verspeist hat, baut es aus deren Knochen mit viel Geschick sein Nest. Die meisten davon stammen von Tragosso.
ZKN_ULSUN_631_000	
ZKN_ULSUN_632_000	
ZKN_ULSUN_633_000	
ZKN_ULSUN_634_000	
ZKN_ULSUN_635_000	
ZKN_ULSUN_636_000	Es bekämpft seine Gegner mithilfe der Flammen, die es aus seinen fünf Hörnern auf sie abfeuert. Diese erreichen Temperaturen bis zu 3 000 ºC.
ZKN_ULSUN_637_000	Während es umherfliegt, verteilt es glühenden Flügelstaub. Einst wurde es von den Menschen gefürchtet und als „Zorn der Sonne“ bezeichnet.
ZKN_ULSUN_638_000	
ZKN_ULSUN_639_000	
ZKN_ULSUN_640_000	
ZKN_ULSUN_641_000	
ZKN_ULSUN_642_000	
ZKN_ULSUN_643_000	
ZKN_ULSUN_644_000	
ZKN_ULSUN_645_000	
ZKN_ULSUN_646_000	
ZKN_ULSUN_647_000	
ZKN_ULSUN_648_000	
ZKN_ULSUN_649_000	
ZKN_ULSUN_650_000	
ZKN_ULSUN_651_000	
ZKN_ULSUN_652_000	
ZKN_ULSUN_653_000	
ZKN_ULSUN_654_000	
ZKN_ULSUN_655_000	
ZKN_ULSUN_656_000	
ZKN_ULSUN_657_000	
ZKN_ULSUN_658_000	
ZKN_ULSUN_659_000	
ZKN_ULSUN_660_000	
ZKN_ULSUN_661_000	Es ist eigentlich sehr zutraulich. Berührt man es aber gegen seinen Willen, erhitzt es blitzartig seinen Körper, was zu Verbrennungen führt.
ZKN_ULSUN_662_000	Es versprüht Funken im hohen Gras und fängt die dadurch aufgescheuchten Käfer-Pokémon ab, indem es sie mit dem Schnabel aufpickt.
ZKN_ULSUN_663_000	Sein Gefieder ist robust und feuerfest. Früher fertigte man Feuerwehranzüge deshalb aus Fiaro-Federn.
ZKN_ULSUN_664_000	
ZKN_ULSUN_665_000	
ZKN_ULSUN_666_000	
ZKN_ULSUN_667_000	Bis es seine Beute selbst fangen kann, bewegt es sich in Rudeln. Danach wird es verstoßen und muss auf eigenen Pfoten stehen.
ZKN_ULSUN_668_000	Männliche Exemplare faulenzen die meiste Zeit. Wird ihr Rudel von starken Gegnern angegriffen, verteidigen sie dieses jedoch mit ihrem Leben.
ZKN_ULSUN_669_000	Ohne die Kräfte einer Blume ist es relativ schutzlos. Es sucht jedoch so lange, bis es eine findet, deren Form und Farbe ihm zusagt.
ZKN_ULSUN_670_000	Es kämpft mit einer Blume, die es selbst gezüchtet hat. Je schöner ihre Blüte, desto stärker die Macht, die sie birgt.
ZKN_ULSUN_671_000	Es kontrolliert selbst gezüchtete Blumen. Die Blütenwirbel, die es erzeugt, sind überwältigend schön und stark.
ZKN_ULSUN_672_000	
ZKN_ULSUN_673_000	
ZKN_ULSUN_674_000	Es folgt treu seinem großen Vorbild, Pandagro. Begeht Pam-Pam einen schwerwiegenden Fehler, nimmt ihm Pandagro sein Blatt ab.
ZKN_ULSUN_675_000	Ein ungezügeltes Pokémon, das mit seinen Fäusten ordentlich austeilen kann. Viele Trainer sind völlig vernarrt in sein energisches Wesen.
ZKN_ULSUN_676_000	Es gab eine Zeit, in der Adlige darum stritten, wer seinem Coiffwaff den schönsten Schnitt verpassen könne.
ZKN_ULSUN_677_000	
ZKN_ULSUN_678_000	
ZKN_ULSUN_679_000	
ZKN_ULSUN_680_000	
ZKN_ULSUN_681_000	
ZKN_ULSUN_682_000	
ZKN_ULSUN_683_000	
ZKN_ULSUN_684_000	
ZKN_ULSUN_685_000	
ZKN_ULSUN_686_000	Mit den blinkenden Punkten auf seinem Körper lockt es Beute an, um sie dann mit seinen langen Tentakeln bewegungsunfähig zu machen.
ZKN_ULSUN_687_000	Dieses Pokémon kann starke hypnotische Kräfte einsetzen, die ständig von Halunken für üble Machenschaften missbraucht werden.
ZKN_ULSUN_688_000	
ZKN_ULSUN_689_000	
ZKN_ULSUN_690_000	Es versteckt sich regungslos zwischen Algen, um Angriffe von großen Pokémon zu vermeiden. Verfaulter Seetang ist seine bevorzugte Speise.
ZKN_ULSUN_691_000	Ein boshaftes Pokémon, das alle, die sich ihm nähern, mit Gift bespritzt. Einzig mit Moruda versteht es sich aus unbekannten Gründen gut.
ZKN_ULSUN_692_000	Manchmal verliert es seine Scheren. Danach lebt es in Zurückgezogenheit, bis sie nachwachsen. Das Fleisch im Inneren der Scheren ist köstlich.
ZKN_ULSUN_693_000	Es saugt Wasser auf und feuert dieses mit hohem Druck als Strahl ab. Dieser ist so stark, dass er dicke Eisenplatten durchlöchern kann.
ZKN_ULSUN_694_000	
ZKN_ULSUN_695_000	
ZKN_ULSUN_696_000	Sein riesiger Kiefer birgt zerstörerische Kräfte. Es heißt, zurückverwandelte Balgoras seien nicht identisch mit den ursprünglichen Pokémon.
ZKN_ULSUN_697_000	Es kann nicht originalgetreu aus Fossilien zurückverwandelt werden. Theorien zufolge umgab seinen Körper einst eine Art Federkleid.
ZKN_ULSUN_698_000	Vor Urzeiten lebte es in kalten Gebieten. Es heißt, wenn Amarino seine Stimme erklingen lässt, erscheinen Polarlichter.
ZKN_ULSUN_699_000	Kürzlich sorgte der Fund eines in einem Eisberg eingeschlossenen, perfekt konservierten Amagargas aus der Urzeit für Schlagzeilen.
ZKN_ULSUN_700_000	Kommt es zum Kampf, stürzt es sich furchtlos ins Gefecht, selbst wenn sein Gegner ein vielfach größeres Drachen-Pokémon ist.
ZKN_ULSUN_701_000	Es dominiert seine Gegner mit flinken Attacken. Oft wird es ihm aber zum Verhängnis, dass es seine Spezialtechniken zu lange in Szene setzt.
ZKN_ULSUN_702_000	Es schleicht sich in Häuser und zapft an den Steckdosen Strom ab. Fällt die Stromrechnung mal unerwartet hoch aus, ist Dedenne schuld.
ZKN_ULSUN_703_000	Tief unter der Erde gibt es angeblich ein Königreich aus Diamanten, in dem Rocara zusammen mit ihrer Königin leben.
ZKN_ULSUN_704_000	Mit seinen Fühlern tastet es die Umgebung ab. Es ist so empfindlich, dass es in Schockstarre verfällt, wenn man es in die Hand nimmt.
ZKN_ULSUN_705_000	Es bewegt sich gemächlich kriechend fort. Der spiralförmige Fortsatz beherbergt sein Gehirn und seine inneren Organe.
ZKN_ULSUN_706_000	Dieses freundliche Pokémon hat die Eigenart, mit seinem schleimigen, klebrigen Körper all jene zu umarmen, die es mag.
ZKN_ULSUN_707_000	Niemand weiß, weshalb es Schlüssel sammelt, aber schenkt man ihm einen, freut es sich sehr. Es akzeptiert allerdings nur Generalschlüssel.
ZKN_ULSUN_708_000	Es imitiert die Stimme eines Kindes, um Menschen tief in den Wald zu locken. Es hofft, so neue Freunde zu machen.
ZKN_ULSUN_709_000	Ein gefürchtetes Waldungeheuer. Holzfäller betreten den Wald daher nur in Begleitung von Feuer-Pokémon, die Trombork verabscheut.
ZKN_ULSUN_710_000	
ZKN_ULSUN_711_000	
ZKN_ULSUN_712_000	
ZKN_ULSUN_713_000	
ZKN_ULSUN_714_000	Es liebt Obst. Als Feinschmecker sortiert es jedoch unreife Früchte mit Ultraschallwellen aus und verleibt sich nur reifes Obst ein.
ZKN_ULSUN_715_000	Es ist von Natur aus brutal. Gibt man ihm jedoch seine Leibspeise, reifes Obst, ist es plötzlich wie ausgewechselt und wird zahm.
ZKN_ULSUN_716_000	
ZKN_ULSUN_717_000	
ZKN_ULSUN_718_000	In dieser Form vereint Zygarde 50 % seiner Zellen in sich. Seine Aufgabe besteht darin, das Ökosystem zu überwachen.
ZKN_ULSUN_719_000	
ZKN_ULSUN_720_000	
ZKN_ULSUN_721_000	
ZKN_ULSUN_722_000	Es schleudert messerscharfe Federn auf seine Gegner. Aber auch seine Tritte sind nicht zu unterschätzen, denn es hat sehr kräftige Beine.
ZKN_ULSUN_723_000	Es gibt sich affektiert und legt großen Wert auf Sauberkeit. Wenn man es nicht ordentlich pflegt, widersetzt es sich manchmal sogar Befehlen.
ZKN_ULSUN_724_000	Es legt seine Federpfeile an, um sie auf Gegner zu schießen. Muss ein Schuss sitzen, zieht es zur Konzentration an einer seiner Kopfranken.
ZKN_ULSUN_725_000	Gegenüber Menschen, die zu aufdringlich sind, verschließt es sich. Übermäßiger Körperkontakt ist für Flamiau selbst bei guten Freunden tabu.
ZKN_ULSUN_726_000	Zutrauliche Miezunder schmiegen sich sogar an ihren Trainer an. Sie sind so stark, dass dieser dabei am ganzen Körper Kratzwunden erleidet.
ZKN_ULSUN_727_000	Es ist wild und egoistisch, aber Schwächere anzugreifen findet es langweilig und abstoßend. Nur gegen Stärkere kommt es richtig in Fahrt.
ZKN_ULSUN_728_000	Dank seines täglichen Trainings gelingt es ihm, mit seiner Nase immer größere Blasen zu erzeugen.
ZKN_ULSUN_729_000	Sieht es einen Tanz, den es nicht kennt, wird es ganz aufgeregt. Dann übt es fleißig, bis es ihn gemeistert hat.
ZKN_ULSUN_730_000	Für Primarene ist jeder Kampf wie eine Aufführung. Es erlegt seine Beute mithilfe von anmutigem Gesang und Tanzschritten.
ZKN_ULSUN_731_000	Es pickt mit seinem robusten Schnabel auf Bäume ein. An seinem Pickrhythmus lassen sich seine Laune und sein Befinden ablesen.
ZKN_ULSUN_732_000	Indem es seine Schnabelspitze verformt, kann es mehr als 100 verschiedene Rufe ausstoßen.
ZKN_ULSUN_733_000	Sie kommunizieren miteinander, indem sie ihre Schnäbel gegeneinanderschlagen. Stärke und Anzahl der Schläge übermitteln ihre Gefühle.
ZKN_ULSUN_734_000	Sein Magen füllt beinahe das gesamte Innere seines länglichen Körpers aus. Die bei diesem Vielfraß anfallenden Futterkosten sind enorm.
ZKN_ULSUN_735_000	Dieses Pokémon lebte ursprünglich nicht in Alola und wurde vor langer Zeit eingeführt, als es eine Überpopulation von Rattfratz in der Region gab.
ZKN_ULSUN_736_000	Wer den Bau eines Mabula findet, sollte nicht die Hand hineinstecken. Das mag es nämlich gar nicht und schnappt dann gnadenlos zu.
ZKN_ULSUN_737_000	Es vergräbt sich unter Blättern, wo es nahezu regungslos verharrt und Humus frisst. Tritt man versehentlich auf es, verteilt es Stromschläge.
ZKN_ULSUN_738_000	Es erzeugt mit einem Organ in seinem Bauch Elektrizität. In seinem großen Kiefer speichert es Strom für enorm starke Elektrosalven.
ZKN_ULSUN_739_000	Seine harten Scheren eignen sich sowohl für offensive als auch defensive Techniken. Kämpfe zwischen zwei Krabbox ähneln Boxkämpfen.
ZKN_ULSUN_740_000	Es speichert kalte Luft in seinen Scheren. Wenn es mit diesen um sich schlägt, kann es selbst dicke Eiswände zerbröckeln.
ZKN_ULSUN_741_000	Mit feurigen Tanzschritten zieht es Gegner in seinen Bann und nutzt ihre Unachtsamkeit, um sie mit lodernden Flammen einzuäschern.
ZKN_ULSUN_742_000	Es liebt Blütenstaub und Nektar. Schwirrt es auf der Suche nach Futter durch Blumenbeete, handelt es sich oft Reibereien mit Smettbo ein.
ZKN_ULSUN_743_000	Es hasst Regen, weil dadurch der Blütenstaub nass wird. Ziehen Regenwolken auf, versteckt es sich in Baumhöhlen und wartet regungslos.
ZKN_ULSUN_744_000	Mit dem Alter werden sie immer angriffslustiger und wilder. Trainer, die damit nicht umgehen können, setzen sie deshalb oft aus.
ZKN_ULSUN_745_000	Seine steinerne Mähne ist scharf wie ein Messer. Es verfolgt seine Beute mit viel Geduld, bis diese die Kräfte verlassen, und erlegt sie dann.
ZKN_ULSUN_746_000	Es bewegt sich nur im Schwarm fort, da es sehr schwach ist. Oft sieht man aber auch einzelne Exemplare, die vom Schwarm getrennt wurden.
ZKN_ULSUN_747_000	Die Arme von Corasonn sind seine Leibspeise. Handwerker, die natürlich abgefallene Arme von Corasonn verarbeiten, mögen sie deshalb nicht.
ZKN_ULSUN_748_000	Es feuert hochgiftige Dornen auf seine Gegner ab. Kommen sie ihm zu nahe, mäht es sie mit den Krallen an seinen Beinen nieder.
ZKN_ULSUN_749_000	Es spielt liebend gern im Schlamm. Kann es sich nicht täglich darin suhlen, hört es vor lauter Stress nicht mehr auf Befehle seines Trainers.
ZKN_ULSUN_750_000	Dieses unerschütterliche und stets gelassene Pokémon produziert aus seinem Speichel und Erde einen speziellen Schlamm in seinem Maul.
ZKN_ULSUN_751_000	Stehen sich zwei Araqua im Weg, vergleichen sie die Wasserblasen auf ihrem Kopf. Das mit der kleineren Blase macht dann dem anderen Platz.
ZKN_ULSUN_752_000	Es verlässt das Wasser nur sehr selten. Wenn es satt ist, bewahrt es erledigte Beute in der Wasserblase auf seinem Kopf auf.
ZKN_ULSUN_753_000	Scheint die Sonne, streckt es seine vier Blätter von sich und badet im Licht. Von seiner Kopfspitze geht ein angenehmer Duft aus.
ZKN_ULSUN_754_000	Es tarnt sich zu seinem eigenen Schutz als Käfer-Pokémon. Die Blütenblätter an seinen beiden Armen sind scharfkantig.
ZKN_ULSUN_755_000	Es streut blinkende Sporen aus. Obgleich nicht ungefährlich, sind nächtliche Führungen durch Wälder, in denen Bubungus leben, sehr beliebt.
ZKN_ULSUN_756_000	Es lullt seine Gegner in den Schlaf und raubt ihnen über seine Fingerspitzen die Lebenskraft. Diese schickt es schwächelnden Kameraden.
ZKN_ULSUN_757_000	Das Männchen ist dem Weibchen hörig. Da es diesem fast seine gesamte Beute gibt, leidet es an Unterernährung und entwickelt sich nicht.
ZKN_ULSUN_758_000	Dieses tief in Höhlen lebende Pokémon hält sich männliche Molunk, die es sich mit Pheromonen hörig gemacht hat, als Diener.
ZKN_ULSUN_759_000	Es ist stark genug, um große Baumstämme zu zerbrechen. Über Düfte aus dem Organ am Hinterteil kommuniziert es mit Artgenossen.
ZKN_ULSUN_760_000	Wenn es wild mit seinen Armen wedelt, ist das eine warnende Drohgebärde. Wem sein Leben lieb ist, sollte schleunigst die Flucht ergreifen.
ZKN_ULSUN_761_000	Da es einen köstlich süßen Duft verströmt, wird es oft von Vogel-Pokémon angegriffen. Das stört es jedoch nicht, weil es nicht sehr helle ist.
ZKN_ULSUN_762_000	Es kann bedenkenlos mit Vogel-Pokémon spielen, da sein fester Blütenkelch es schützt. Das pausenlose Gepicke ist ihm einerlei.
ZKN_ULSUN_763_000	Seine Kicktechniken sind äußerst grazil. Selbst Kickbox-Champions kann es mit einem einzigen Tritt auf die Bretter befördern.
ZKN_ULSUN_764_000	Mit der klebrigen Ranke an seinem Kopf pflückt es Blumen und schmückt sich dann mit ihnen. Fehlt ihm sein Blütenschmuck, wird es nervös.
ZKN_ULSUN_765_000	Es verbringt die meiste Zeit in Meditation auf Baumwipfeln. Manchmal wirft es Pokébälle auf Pokémon und erteilt ihnen Befehle.
ZKN_ULSUN_766_000	Mit Speichel klebt es sich Blätter als Markierung auf die Schultern. Die Anordnung dieser Blätter zeigt, welcher Gruppe sie angehören.
ZKN_ULSUN_767_000	Es hebt alles auf, was es finden kann. Manchmal befinden sich darunter auch Münzen, weshalb es oft von Kramurx und Mauzi gejagt wird.
ZKN_ULSUN_768_000	Der harte Panzer auf seinem Rücken steht Diamanten in Sachen Härte in nichts nach. Um zu gewinnen, sind ihm alle Mittel recht.
ZKN_ULSUN_769_000	Die Schaufel auf seinem Kopf ist sein größter Schatz. Versucht ein Kind, sich seine Schaufel zurückzuholen, gibt es diese nicht kampflos auf.
ZKN_ULSUN_770_000	Jedes einzelne seiner Körner verfügt über einen eigenen Willen. Kleine Pokémon verschluckt es lebendig und saugt ihnen die Lebensenergie aus.
ZKN_ULSUN_771_000	Das heutzutage übliche Gufa-Schleudern ist aus dem Brauch entstanden, angespülte Gufa wieder ins Meer zurückzuwerfen.
ZKN_ULSUN_772_000	Dieses für einen bestimmten Zweck als Waffe kreierte Pokémon geriet bei einem Experiment außer Kontrolle und wurde deshalb stillgelegt.
ZKN_ULSUN_773_000	Nun, da es erwacht ist und im Verlauf der Entwicklung seine schwere Maske verlor, hat es deutlich an Geschwindigkeit hinzugewonnen.
ZKN_ULSUN_774_000	Es lebt in der Ozonschicht und dient stärkeren Pokémon als Nahrung. Wenn es vor ihnen flieht, stürzt es auf die Oberfläche des Planeten.
ZKN_ULSUN_775_000	Vom Augenblick seiner Geburt an verbringt es sein ganzes Leben schlafend. Wenn es extrem tief schläft, wird es völlig regungslos.
ZKN_ULSUN_776_000	Es lebt an Vulkanen, wo es sich von Schwefel und Mineralien ernährt. Durch diese Bestandteile wird sein Rückenpanzer explosiv.
ZKN_ULSUN_777_000	Es hat 14 lange stachelartige Strähnen auf dem Rücken, die sich unfreiwillig aufstellen, wenn es sich freut oder von etwas überrascht wird.
ZKN_ULSUN_778_000	Eigentlich ist es friedlich und sehnt sich nur nach Gesellschaft, doch versucht man, unter seinen Lumpen zu linsen, wehrt es sich heftig.
ZKN_ULSUN_779_000	Es vergräbt sich im Sand und setzt über den Fortsatz an seinem Kopf Psycho-Kräfte frei. So scannt es die Gegend ab und wartet auf Beute.
ZKN_ULSUN_780_000	Wenn eines der Kinder, mit denen es befreundet ist, von jemandem gehänselt wird, sucht es das Haus des Übeltäters auf und brennt es nieder.
ZKN_ULSUN_781_000	Es wickelt grünes Seegras um seine Beute und saugt ihr die Energie aus. Auf seinem Speiseplan stehen nur große Pokémon wie Wailord.
