~~~~~~~~~~~~~~~
Text File : itemname_fra.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	Aucun objet
ZKN_SWORD_664_000	
ZKN_SWORD_665_000	
ZKN_SWORD_666_000	
ZKN_SWORD_667_000	
ZKN_SWORD_668_000	
ZKN_SWORD_669_000	
ZKN_SWORD_670_000	
ZKN_SWORD_671_000	
ZKN_SWORD_672_000	
ZKN_SWORD_673_000	
ZKN_SWORD_674_000	C'est en copiant son mentor, Pandarbare, qu'il apprend toutes les ficelles du métier, de l'art du combat à la capture des proies.
ZKN_SWORD_675_000	Ce Pokémon agressif a recours à la force pour faire taire ceux qui le contrarient. Il adore combattre les Ixon.
ZKN_SWORD_676_000	
ZKN_SWORD_677_000	Sous son masque inexpressif, il est en fait constamment en train d'essayer de contenir ses puissants pouvoirs psychiques.
ZKN_SWORD_678_000	Les motifs en forme d'yeux, à l'intérieur de ses oreilles, sont la source de ses pouvoirs psychiques. La plupart du temps, il cache ces pouvoirs.
ZKN_SWORD_679_000	L'âme de Monorpale est celle d'un humain qui a été tué il y a fort longtemps, par la même lame qui forme maintenant son corps.
ZKN_SWORD_680_000	Il s'est dédoublé en évoluant. Il intimide ses ennemis à grands coups de bruits métalliques en entrechoquant ses deux lames.
ZKN_SWORD_681_000	Grâce à son corps en acier et à sa barrière psychique, il peut se défendre en affaiblissant toutes sortes d'attaques.
ZKN_SWORD_682_000	Ce Pokémon sécrète son doux parfum grâce à un organe en forme de poche. S'il modifie son alimentation, l'odeur de son parfum change.
ZKN_SWORD_683_000	Un parfum capiteux émane constamment de sa fourrure. Ce parfum est si fort qu'il peut priver son Dresseur d'odorat.
ZKN_SWORD_684_000	Il mange son propre poids en sucre chaque jour. S'il n'a pas sa dose de sucreries, il devient horriblement grognon.
ZKN_SWORD_685_000	Il peut diagnostiquer l'état de santé mentale et physique de quelqu'un rien qu'à l'odorat. Un tel don pourrait avoir des applications en médecine.
ZKN_SWORD_686_000	Il fait clignoter son corps lumineux en tournoyant. Il communique avec ses congénères à l'aide de signaux de lumière.
ZKN_SWORD_687_000	Il manipule à sa guise ceux qui se sont laissé hypnotiser en observant son corps lumineux trop longtemps.
ZKN_SWORD_688_000	Ils vivent par groupes de deux sur un rocher qui leur convient en bord de mer. À marée haute, le duo coopère pour capturer des proies.
ZKN_SWORD_689_000	Sept Opermine s'assemblent pour former un Golgopathe. La tête commande les autres membres.
ZKN_SWORD_690_000	Il se mêle aux algues en décomposition flottant à la surface des océans afin de surprendre et de dévorer les Pokémon qui viennent s'en nourrir.
ZKN_SWORD_691_000	Avec son poison capable de dissoudre le métal, il réduit à l'état d'épave les navires-citernes qui pénètrent sur son territoire.
ZKN_SWORD_692_000	S'il perd ses pinces au combat, d'autres repoussent à la place. La chair qu'elles contiennent est un mets très apprécié à Galar.
ZKN_SWORD_693_000	Il projette des obus d'eau sur ses ennemis après les avoir localisés grâce aux antennes situées sur son énorme pince.
ZKN_SWORD_694_000	Il absorbe les rayons du soleil en dépliant la peau de sa tête pour produire l'électricité nécessaire à ses puissantes capacités Électrik.
ZKN_SWORD_695_000	Il était révéré dans un royaume des sables aujourd'hui disparu. Il est arrivé à Galar dans une cargaison de pierres précieuses.
ZKN_SWORD_696_000	Ce Pokémon ancien a été ranimé à partir d'un fossile. Égoïste et violent, il peut détruire n'importe quoi avec son énorme mâchoire.
ZKN_SWORD_697_000	Ce Pokémon a vécu il y a 100 millions d'années. Il est très violent, mais sa contenance noble lui donne des airs de royauté.
ZKN_SWORD_698_000	Ce Pokémon a été ressuscité à partir d'un fossile. Jadis, il vivait en meute dans des terres froides, où peu de ses prédateurs résidaient.
ZKN_SWORD_699_000	Ce Pokémon a été ressuscité à partir d'un fossile. On raconte qu'une aurore boréale apparaît dans le ciel nocturne quand il hurle à la lune.
ZKN_SWORD_700_000	Grâce à ses antennes semblables à des rubans, il peut émettre des ondes neutralisant l'hostilité et ainsi mettre fin aux querelles.
ZKN_SWORD_701_000	Il utilise des tactiques basées sur son agilité pour fatiguer son adversaire, et termine le combat par une magnifique frappe décisive.
ZKN_SWORD_702_000	Il capte les ondes émises par ses congénères avec ses moustaches. Cela lui permet de savoir où trouver de la nourriture ou de l'électricité.
ZKN_SWORD_703_000	Ce Pokémon élimine les ennemis qui l'attaquent en projetant un laser d'énergie généré par les pierres précieuses incrustées dans son corps.
ZKN_SWORD_704_000	Son corps est principalement composé d'eau. S'il se déshydrate, il devient tout rabougri. C'est le plus faible des Pokémon Dragon.
ZKN_SWORD_705_000	Étant donné sa faiblesse, c'est uniquement grâce à son fluide pouvant tout dissoudre qu'il a échappé à une extinction quasi certaine.
ZKN_SWORD_706_000	Il arrive qu'il ne comprenne pas les ordres de son Dresseur et qu'il le regarde d'un air ahuri. Cette réaction adorable l'a rendu populaire.
ZKN_SWORD_707_000	Ce Pokémon collectionne les clés. Si on lui en confie une particulièrement importante, il la protègera coûte que coûte.
ZKN_SWORD_708_000	Ce Pokémon prend vie lorsque l'âme d'un enfant disparu en forêt prend possession d'une souche d'arbre.
ZKN_SWORD_709_000	Les bûcherons qui viennent couper des arbres en forêt ont peur d'être dévorés par Desséliande. Il est gentil avec les Pokémon habitant les bois.
ZKN_SWORD_710_000	Les âmes errantes de ce monde s'introduisent dans son corps pour rejoindre l'au-delà.
ZKN_SWORD_711_000	Les lugubres lamentations nocturnes de son ventre seraient en fait les cris de souffrance d'âmes en peine, résonnant depuis l'au-delà.
ZKN_SWORD_712_000	Grâce à son souffle glacé à -100 ºC, il peut geler l'humidité dans l'air et se façonner une carapace de glace.
ZKN_SWORD_713_000	Il sillonne les eaux glacées des pôles en se mêlant aux icebergs, une foule de Grelaçon collée à son dos.
ZKN_SWORD_714_000	À la tombée de la nuit, il quitte la grotte où il réside et s'envole à la recherche de fruits mûrs avec ses ultrasons.
ZKN_SWORD_715_000	Il n'hésite pas à anéantir ses pauvres adversaires qui se retrouvent sans défense dans les ténèbres. Il est d'une nature cruelle et impulsive.
ZKN_SWORD_716_000	
ZKN_SWORD_717_000	
ZKN_SWORD_718_000	
ZKN_SWORD_719_000	
ZKN_SWORD_720_000	
ZKN_SWORD_721_000	
ZKN_SWORD_722_000	En vol, il attaque en lançant ses plumes aiguisées comme des lames. Au corps à corps, il se bat en donnant de violents coups de patte.
ZKN_SWORD_723_000	Il vise les points faibles de ses ennemis et les frappe successivement de ses plumes affûtées comme des couteaux.
ZKN_SWORD_724_000	Il décoche les plumes acérées de ses ailes comme des flèches. Il ne rate jamais sa cible.
ZKN_SWORD_725_000	Dès qu'il a un instant, il fait sa toilette. Il déclenche ses attaques Feu en enflammant les poils qu'il a avalés en se léchant.
ZKN_SWORD_726_000	La poche à feu située à la base de son cou gagne en température pendant les combats et émet un bruit semblable à un grelot.
ZKN_SWORD_727_000	Les flammes qui émanent de son nombril dépassent les 2 000 ºC. Il n'est jamais aussi à l'aise que lorsque tous les coups sont permis.
ZKN_SWORD_728_000	Il fabrique des ballons élastiques pour se battre. Ils blessent l'ennemi en explosant à son contact.
ZKN_SWORD_729_000	Il esquive les attaques de ses adversaires avec ses légers pas de danse, puis leur assène une rafale de coups avec ses ballons.
ZKN_SWORD_730_000	Il manie ses ballons d'eau avec les ondes sonores qu'il émet. Celles-ci ressemblent à un chant céleste et mélodieux.
ZKN_SWORD_731_000	
ZKN_SWORD_732_000	
ZKN_SWORD_733_000	
ZKN_SWORD_734_000	
ZKN_SWORD_735_000	
ZKN_SWORD_736_000	Ses mandibules peuvent briser de très grosses branches. Même Minisange, son ennemi naturel, s'enfuit à tire-d'aile devant lui.
ZKN_SWORD_737_000	Il est bien protégé par sa robuste carapace, et se défend en générant un courant électrique au bout de ses mandibules.
ZKN_SWORD_738_000	L'électricité qu'il produit dans son ventre s'accumule dans ses larges mandibules. Il la libère sous forme d'un rayon puissant.
ZKN_SWORD_739_000	
ZKN_SWORD_740_000	
ZKN_SWORD_741_000	
ZKN_SWORD_742_000	Ce Pokémon raffole du pollen et du nectar. Il volette souvent près des Tournicoton pour collecter leur pollen.
ZKN_SWORD_743_000	Il mélange du nectar et du pollen pour créer des boules qui ont divers effets, selon les quantités et les ingrédients utilisés.
ZKN_SWORD_744_000	Ce Pokémon s'attache vite à son Dresseur, mais a une fâcheuse tendance à le mordre, ce qui peut compliquer son entraînement.
ZKN_SWORD_745_000	C'est un Pokémon calme et prudent. Les pierres dans sa crinière sont aussi tranchantes que des lames de rasoir.
ZKN_SWORD_746_000	Individuellement, ils sont très faibles. Ils ont donc développé une tactique de déplacement en banc pour résister aux ennemis.
ZKN_SWORD_747_000	Ses piqûres causent un engourdissement qui se mue en démangeaisons si terribles qu'elles poussent la victime à se gratter jusqu'au sang.
ZKN_SWORD_748_000	Pour endurer les températures peu clémentes de Galar, il forme un dôme hermétique avec ses pattes pour conserver sa chaleur corporelle.
ZKN_SWORD_749_000	Il est si fort qu'il peut aisément porter des charges allant jusqu'à 50 fois son poids. C'est un expert dans l'art d'utiliser la boue.
ZKN_SWORD_750_000	Il recouvre ses jambes d'une croûte de boue, les rendant ainsi plus dures que la pierre. Il peut alors détruire un camion d'un seul coup de jambe.
ZKN_SWORD_751_000	Il enveloppe sa tête dans une bulle d'eau qu'il a gonflée avec son abdomen. Il aime en comparer la taille avec celles de ses congénères.
ZKN_SWORD_752_000	Il piège ses proies dans des bulles qu'il lance avec ses pattes. Une fois qu'elles se sont noyées, il prend son temps pour les déguster.
ZKN_SWORD_753_000	Il dégage une odeur délicieuse quand il prend le soleil, ce qui attire tous les Pokémon Insecte des alentours.
ZKN_SWORD_754_000	Un magnifique Pokémon qui ressemble à une fleur. Les Floramantis bien entraînés arborent une couleur très vive.
ZKN_SWORD_755_000	Ses chapeaux sont délicieux, et les Pokémon de la forêt s'en délectent. Heureusement pour lui, ses couvre-chefs repoussent en une nuit.
ZKN_SWORD_756_000	Il attire ses proies et les endort grâce au clignotement de ses spores. Il aspire ensuite leur énergie vitale du bout de ses doigts.
ZKN_SWORD_757_000	Il fait chauffer le liquide qu'il sécrète dans ses poches à venin avec la flamme de sa queue pour créer un gaz toxique.
ZKN_SWORD_758_000	Il n'existe que des spécimens femelles. Elles envoûtent les Tritox mâles grâce à leurs nuages de phéromones.
ZKN_SWORD_759_000	Sa fourrure duveteuse est très agréable à caresser, mais ceux qui la touchent sans prévenir s'exposent à une correction brutale.
ZKN_SWORD_760_000	Il serre fort contre lui ceux qu'il considère comme ses compagnons, mais ses câlins sont assez puissants pour broyer les os.
ZKN_SWORD_761_000	La douce odeur fruitée qui émane de son corps stimule énormément l'appétit des Pokémon oiseaux.
ZKN_SWORD_762_000	Il danse en tournant sur lui-même et répand une douce odeur dans son sillage. Sentir celle-ci provoque un profond sentiment de bonheur.
ZKN_SWORD_763_000	Ce Pokémon au cœur cruel est redouté, car il piétine ses ennemis avec ses longues jambes sans aucune pitié.
ZKN_SWORD_764_000	Il orne son corps de fleurs qu'il cueille avec sa liane. Mystérieusement, celles-ci ne se fanent jamais.
ZKN_SWORD_765_000	D'un mouvement de son éventail tissé avec des feuilles et des poils, il peut manipuler les Pokémon et les forcer à agir selon sa volonté.
ZKN_SWORD_766_000	Ils obéissent à leur chef au doigt et à l'œil, et travaillent en équipe pour dénicher leurs Baies favorites.
ZKN_SWORD_767_000	Ce véritable nettoyeur de la nature mange tout, même la nourriture avariée et les déchets. Les environs de son nid sont toujours impeccables.
ZKN_SWORD_768_000	Il ne recule devant rien pour gagner. Il profite de l'inattention de son adversaire pour lui administrer un coup décisif de ses petites griffes antérieures.
ZKN_SWORD_769_000	Ce Pokémon est né lorsqu'une âme rancunière s'est incarnée dans un pâté de sable. Il tient énormément à la pelle sur sa tête.
ZKN_SWORD_770_000	On l'appelle aussi le « cauchemar des plages ». Il contrôle le sable pour ensevelir ses proies et aspirer leur âme.
ZKN_SWORD_771_000	Il vit dans les eaux chaudes des hauts-fonds. S'il croise un ennemi, il l'attaque en lui crachant ses organes internes au visage.
ZKN_SWORD_772_000	On raconte qu'il aurait été recréé à Galar suite à un vol de documents de recherche hautement confidentiels.
ZKN_SWORD_773_000	Un lien fort avec son Dresseur lui a permis de libérer tout son potentiel. Il peut changer de type à volonté.
ZKN_SWORD_774_000	
ZKN_SWORD_775_000	
ZKN_SWORD_776_000	Il s'abrite derrière une carapace couverte d'explosifs. Lorsqu'un ennemi l'attaque, il riposte à grands coups de déflagrations.
ZKN_SWORD_777_000	Grâce à sa longue épine dorsale, il capte le tonnerre et les attaques des Pokémon Électrik, puis stocke leur courant dans sa poche électrique.
ZKN_SWORD_778_000	Il se cache sous des guenilles en forme de Pikachu pour avoir l'air moins effrayant, mais cela le rend encore plus inquiétant.
ZKN_SWORD_779_000	
ZKN_SWORD_780_000	Il vit dans les montagnes culminant à plus de 3 000 m d'altitude. Il se rend parfois en ville pour jouer avec les petits enfants.
ZKN_SWORD_781_000	Ce Pokémon Spectre naît lorsque les algues dérivant au fond de l'océan se fixent sur des morceaux d'épaves de navire.
ZKN_SWORD_782_000	Il apprend à se battre en entrechoquant l'écaille qu'il a sur la tête avec celle de ses congénères, ce qui renforce sa technique et son esprit.
ZKN_SWORD_783_000	Ses écailles arrachées et son corps couvert de cicatrices sont la preuve de sa puissance. Il les montre à son adversaire vaincu en se pavanant.
ZKN_SWORD_784_000	Quand il rencontre un ennemi, il fait sonner les écailles de sa queue pour l'intimider. Il n'affronte que ceux qui ne se laissent pas impressionner.
ZKN_SWORD_785_000	
ZKN_SWORD_786_000	
ZKN_SWORD_787_000	
ZKN_SWORD_788_000	
ZKN_SWORD_789_000	Il vient d'un autre univers. Son corps gazeux est si léger que la moindre brise peut l'emporter.
ZKN_SWORD_790_000	La carapace qui le recouvre est plus dure que tout ce qui est connu par l'Homme. Il grandit en absorbant la lumière des étoiles.
ZKN_SWORD_791_000	Quand tout son corps émet de la lumière et qu'il prend la forme du soleil, il peut repousser les ténèbres et illuminer le monde.
ZKN_SWORD_792_000	Il a pour surnom « celui qui invite la lune ». Il vit en transformant toutes sortes de lumière en énergie.
ZKN_SWORD_793_000	
ZKN_SWORD_794_000	
ZKN_SWORD_795_000	
ZKN_SWORD_796_000	
ZKN_SWORD_797_000	
ZKN_SWORD_798_000	
ZKN_SWORD_799_000	
ZKN_SWORD_800_000	La lumière est sa source d'énergie. Les impuretés que son corps a accumulées en dormant sous terre lui ont donné cette couleur noire.
ZKN_SWORD_801_000	
ZKN_SWORD_802_000	Il s'est glissé dans l'ombre d'un maître du kung-fu. Il s'est aussi approprié sa botte secrète ultime en copiant ses mouvements.
ZKN_SWORD_803_000	
ZKN_SWORD_804_000	
ZKN_SWORD_805_000	
ZKN_SWORD_806_000	
ZKN_SWORD_807_000	Il fonce sur ses ennemis à la vitesse de l'éclair et les déchiquette à l'aide de ses griffes chargées à haute tension.
ZKN_SWORD_808_000	Il se nourrit du métal qu'il fait fondre, et produit de l'énergie en faisant circuler du métal liquide dans son corps.
ZKN_SWORD_809_000	En fin de vie, son corps rouille et se brise en mille morceaux. Ces derniers renaissent ensuite sous forme de Meltan.
ZKN_SWORD_810_000	Le rythme qu'il crée en tapant avec son bâton très spécial génère des ondes sonores qui ont le pouvoir de vivifier les plantes.
ZKN_SWORD_811_000	Les Badabouin qui parviennent à suivre le rythme le plus effréné avec leurs deux bâtons sont les plus respectés par leurs camarades.
ZKN_SWORD_812_000	Il contrôle le pouvoir de sa souche singulière en tapant en rythme dessus. Il se bat en manipulant des racines.
ZKN_SWORD_813_000	Il court pour augmenter sa température et faire circuler l'énergie incandescente dans son corps. Il peut ainsi déployer toute sa puissance.
ZKN_SWORD_814_000	Son pelage épais lui permet de mieux résister au froid et d'augmenter la température de ses capacités Feu.
ZKN_SWORD_815_000	Il drible avec des pierres pour en faire des ballons enflammés, avant de tirer sur ses adversaires pour les brûler.
ZKN_SWORD_816_000	Quand il a peur, il pleure des larmes contenant une substance lacrymogène d'une puissance équivalente à celle de cent oignons.
ZKN_SWORD_817_000	Il crée des bombes à eau grâce au liquide qu'il sécrète avec la paume de ses mains. Il s'en sert dans les combats où la stratégie prime.
ZKN_SWORD_818_000	Il a plus d'un tour dans son sac : il peut tirer des gerbes d'eau du bout de ses doigts et planer dans les airs grâce à ses membranes dorsales.
ZKN_SWORD_819_000	On le trouve partout à Galar. S'il n'a pas de Baies en réserve dans ses deux joues, il devient anxieux.
ZKN_SWORD_820_000	Il amasse tellement de Baies dans sa queue qu'elles tombent les unes après les autres, mais il est si étourdi qu'il ne s'en rend pas compte.
ZKN_SWORD_821_000	Ce Pokémon brave affronte même les adversaires les plus redoutables. Il devient plus fort à mesure qu'il subit les contre-attaques.
ZKN_SWORD_822_000	Il est capable d'utiliser des objets avec ses serres : il peut par exemple saisir et lancer des pierres ou même enrouler une corde autour d'un ennemi.
ZKN_SWORD_823_000	Il n'a aucun rival dans le ciel de Galar. L'aspect intimidant de son corps d'acier noir et lustré inspire la crainte chez ses ennemis.
ZKN_SWORD_824_000	Comme il passe tout son temps à recueillir des informations, son intelligence est très développée, mais sa force physique laisse à désirer.
ZKN_SWORD_825_000	Il ne bouge presque pas, mais il est bien vivant. On dit qu'il aurait découvert ses pouvoirs psychiques à force de jeûner dans sa coquille.
ZKN_SWORD_826_000	Il est renommé pour son intelligence. Son gros cerveau est un indicateur de la puissance de ses pouvoirs psychiques.
ZKN_SWORD_827_000	Il vit en subtilisant la nourriture des autres Pokémon. Grâce à ses coussinets moelleux, il ne fait aucun bruit quand il marche.
ZKN_SWORD_828_000	Il marque sa victime pour la suivre à l'odeur. Sitôt qu'elle est distraite, il s'empresse de lui voler ses biens.
ZKN_SWORD_829_000	Quand il plante son unique pied pour absorber la lumière du soleil, ses pétales prennent une couleur éclatante.
ZKN_SWORD_830_000	Les graines de son duvet sont remplies de nutriments. Elles sont emportées par le vent et redonnent vitalité aux plantes et aux Pokémon.
ZKN_SWORD_831_000	Son pelage frisé est doux et rebondi comme un coussin. Une telle toison le protègerait même s'il chutait d'une falaise.
ZKN_SWORD_832_000	La texture de sa laine est si élastique que la surface des tapis fabriqués avec ce matériau est aussi rebondissante que celle d'un trampoline.
ZKN_SWORD_833_000	Il a pour habitude de mordre tout ce qui lui passe sous les yeux. On raconte qu'il fait cela parce que ses incisives qui poussent le démangent.
ZKN_SWORD_834_000	De nature très violente, il mord fermement ses proies avec sa mâchoire, assez puissante pour broyer une barre de fer.
ZKN_SWORD_835_000	Lorsqu'il court, on peut voir de l'électricité se former à la base de sa queue. Ce Pokémon est très populaire auprès des bergers de Galar.
ZKN_SWORD_836_000	Il produit de l'électricité puis la transfère dans ses pattes pour mieux courir. Ainsi, il peut foncer pendant trois jours et trois nuits.
ZKN_SWORD_837_000	On l'a découvert dans une mine il y a 400 ans. Son corps est presque entièrement composé d'une substance identique au charbon.
ZKN_SWORD_838_000	Il produit du charbon dans son corps. Jadis, les habitants de Galar ramassaient ce charbon au sol et s'en servaient pour leurs besoins quotidiens.
ZKN_SWORD_839_000	Il est d'une nature paisible, mais si les humains tentent de piller ses mines, il enrage et brûle tout avec des flammes à 1 500 ºC.
ZKN_SWORD_840_000	Il vit toujours dans sa pomme. S'il croise un Pokémon oiseau, son prédateur naturel, il se fait passer pour un simple fruit pour se protéger.
ZKN_SWORD_841_000	Il a évolué après avoir mangé une pomme acide. Il concentre dans ses joues un liquide si corrosif qu'il peut provoquer des brûlures.
ZKN_SWORD_842_000	Il a évolué après avoir mangé une pomme sucrée. Il attire ses proies, les Pokémon Insecte, en dégageant un parfum mielleux.
ZKN_SWORD_843_000	Il amasse le sable qu'il avale en creusant dans la poche de son cou. Elle peut en contenir jusqu'à huit kilos.
ZKN_SWORD_844_000	Il peut expulser 100 kg de sable de ses narines en compressant tout son corps. Quand il est à court de sable, il a tendance à se dérober.
ZKN_SWORD_845_000	Il est assez puissant pour terrasser un ennemi d'un seul coup, mais il est tellement nigaud qu'il oublie contre qui il se bat.
ZKN_SWORD_846_000	Sa mâchoire fine et aiguisée fait sa fierté. À peine voit-il le moindre mouvement qu'il fonce dans sa direction.
ZKN_SWORD_847_000	Sa mâchoire pointue comme une lance est aussi dure que l'acier, et sa chair serait, contre toute attente, succulente.
ZKN_SWORD_848_000	Sa peau sécrète les toxines accumulées dans sa poche de poison interne. Quand on le touche, on se fait électrocuter.
ZKN_SWORD_849_000	Lorsqu'il gratte l'excroissance sur son ventre pour produire de l'électricité, on peut entendre un son similaire à celui d'une guitare.
ZKN_SWORD_850_000	Il produit de la chaleur grâce au gaz inflammable qu'il emmagasine dans son corps. La partie jaune de son abdomen est particulièrement brûlante.
ZKN_SWORD_851_000	Quand il génère de la chaleur, sa température est d'environ 800 ºC. Il se sert de son corps comme d'un fouet pour sauter sur ses ennemis.
ZKN_SWORD_852_000	Il se rend sur la terre ferme pour se nourrir. Très curieux, son premier réflexe est de frapper tout ce qu'il voit avec ses tentacules.
ZKN_SWORD_853_000	Son corps est un amas de muscles. La puissance des prises d'étranglement qu'il exécute avec ses tentacules est saisissante.
ZKN_SWORD_854_000	On raconte que ce Pokémon est né lorsqu'une âme esseulée a plongé dans un reste de thé noir froid.
ZKN_SWORD_855_000	Il élit domicile dans des théières antiques. La plupart sont des contrefaçons, mais il lui arrive dans de très rares cas de trouver des originaux.
ZKN_SWORD_856_000	La protubérance sur sa tête lui permet de percevoir les émotions des êtres vivants. Il n'accorde sa confiance qu'aux gens calmes.
ZKN_SWORD_857_000	S'il ressent des émotions trop fortes, il en fera taire la source, quelle qu'elle soit, en utilisant des méthodes assez violentes.
ZKN_SWORD_858_000	Il éloigne les autres êtres vivants en émettant des ondes psychiques pouvant donner des maux de tête épouvantables.
ZKN_SWORD_859_000	Pour se refaire une santé, il hume l'énergie négative que les humains et les Pokémon dégagent quand ils sont irrités.
ZKN_SWORD_860_000	Sa technique de combat consiste à faire semblant de se prosterner devant son adversaire pour le transpercer avec ses cheveux aiguisés.
ZKN_SWORD_861_000	Il enroule ses cheveux autour de son corps pour augmenter sa masse musculaire, ce qui lui donne assez de force pour enserrer un Mackogneur.
ZKN_SWORD_862_000	Il possède une puissance vocale remarquable. On appelle Blocage sa technique qui consiste à intimider l'ennemi avec son cri guttural.
ZKN_SWORD_863_000	La fourrure sur sa tête s'est endurcie et a pris la forme d'un casque en fer. Il est de nature très bagarreuse.
ZKN_SWORD_864_000	Son énergie spectrale accrue s'est répandue hors de sa coquille. Il protège l'âme de son noyau avec son corps spirituel.
ZKN_SWORD_865_000	Seuls les Canarticho ayant survécu à de nombreux combats atteignent ce stade d'évolution. Si son poireau se flétrit, il se retire du champ de bataille.
ZKN_SWORD_866_000	Véritable virtuose des claquettes, il se donne en spectacle en dansant d'un pas léger tout en jonglant avec sa canne de glace.
ZKN_SWORD_867_000	Les motifs antiques qui ont été gravés en y incorporant une puissante malédiction ont aspiré l'âme de Tutafeh avant de prendre vie.
ZKN_SWORD_868_000	Son corps de crème s'est composé à partir de particules au parfum sucré flottant dans l'air.
ZKN_SWORD_869_000	Il offre aux Dresseurs auxquels il accorde toute sa confiance des Baies décorées avec de la crème.
ZKN_SWORD_870_000	C'est une entité unique composée d'un chef et de cinq cadets. Ces derniers obéissent sans sourciller à leur supérieur hiérarchique.
ZKN_SWORD_871_000	Il libère de l'électricité depuis la pointe de ses épines, et se nourrit des algues accrochées aux rochers en les arrachant avec ses dents aiguisées.
ZKN_SWORD_872_000	Il crache un fil gelé qu'il utilise pour s'accrocher à une branche : il dort ainsi en imitant une stalactite.
ZKN_SWORD_873_000	La température de ses ailes est de -180 ºC. Quand il vole, ses écailles gelées tombent sur le paysage comme des flocons de neige.
ZKN_SWORD_874_000	Il se tient immobile au milieu des plaines et passe son temps à observer la course du soleil dans le ciel. Son jeu de jambes est phénoménal.
ZKN_SWORD_875_000	Originaire d'une contrée polaire, ce Pokémon a débarqué dans la région ballotté par les flots. Il garde toujours la tête froide.
ZKN_SWORD_876_000	Il peut sentir les émotions d'autrui avec ses cornes. Le mâle reste aux côtés de son Dresseur pour s'occuper de lui, à l'image d'un domestique.
ZKN_SWORD_877_000	Il a toujours un petit creux. Il grignote les graines qu'il a mises dans ses sortes de poches pour produire de l'électricité.
ZKN_SWORD_878_000	Ce Pokémon est assez costaud pour porter des charges de cinq tonnes sans problème. Il utilise sa trompe pour creuser le sol.
ZKN_SWORD_879_000	Sa peau verte résiste bien à l'eau. Il s'est installé dans la région il y a longtemps et a travaillé en coopération avec les Hommes.
ZKN_SWORD_880_000	Jadis, la partie inférieure de son corps musclé le rendait invincible, mais il s'est éteint après avoir mangé toutes les plantes dont il se nourrissait.
ZKN_SWORD_881_000	Quand la partie supérieure de son corps, couverte de glace, frissonne, il produit de l'électricité. Il éprouve de grandes difficultés à marcher.
ZKN_SWORD_882_000	La force de ses pattes et de ses mâchoires le rendait presque invincible, mais à trop chasser ses proies, celles-ci ont disparu, et lui avec.
ZKN_SWORD_883_000	Il gèle les alentours pour capturer ses proies, mais comme sa bouche est sur le dessus de sa tête, il a beaucoup de mal à les manger.
ZKN_SWORD_884_000	Son corps, semblable à du métal poli, allie légèreté et solidité. Malheureusement, il rouille facilement.
ZKN_SWORD_885_000	Revenu à la vie sous forme de Pokémon Spectre, il erre au-dessus de la mer dans laquelle il vivait autrefois.
ZKN_SWORD_886_000	Il vole à une vitesse de 200 km/h et se bat aux côtés d'un Fantyrm, dont il prend soin jusqu'à son évolution.
ZKN_SWORD_887_000	Il vit en compagnie de Fantyrm qui logent dans les trous de ses cornes. Quand il passe à l'attaque, il les propulse à la vitesse du son.
ZKN_SWORD_888_000	Également surnommé « héros légendaire », ce Pokémon absorbe du métal et se change en arme pour se battre.
ZKN_SWORD_889_000	Ce Pokémon sauva autrefois Galar en joignant ses forces à celles du roi des Hommes. Il absorbe du métal quand il passe au combat.
ZKN_SWORD_890_000	Il devient actif en absorbant l'énergie qui émerge du sol de Galar grâce au noyau situé sur sa poitrine.
ZKN_SWORD_891_000	Il suit un entraînement rigoureux pour parfaire ses techniques. La forme de son évolution dépend des capacités qu'il a assimilées.
ZKN_SWORD_892_000	Adepte des techniques pouvant mettre K.O. en un seul coup, il se jette sur son adversaire et le frappe de son poing robuste.
ZKN_SWORD_893_000	Ils vivent en groupe dans la jungle, où les autres Pokémon les craignent à cause de leur nature agressive.
ZKN_SWORD_894_000	Son corps est un véritable concentré d'énergie électrique. On raconte que si on lui retire ses anneaux, sa puissance cachée se libère.
ZKN_SWORD_895_000	Une théorie stipule que ses bras ont la forme de la tête d'un Pokémon Dragon des temps anciens, mais aucune preuve ne l'atteste.
ZKN_SWORD_896_000	Violent au point de s'emparer de tout ce qu'il désire par la force, ce Pokémon est capable de libérer un puissant air glacial de ses sabots.
ZKN_SWORD_897_000	Il se sert de tous ses sens pour se repérer, sauf celui de la vue. Un coup de ses sabots suffirait à séparer l'âme du corps de sa cible.
ZKN_SWORD_898_000	Doté de pouvoirs de guérison et d'abondance, ce Pokémon miséricordieux régnait sur Galar il y a fort longtemps.
ZKN_SWORD_003_001	
ZKN_SWORD_003_999	Il se bat en manipulant ses deux énormes lianes, assez puissantes pour détruire sans effort un immeuble de 10 étages.
ZKN_SWORD_006_001	
ZKN_SWORD_006_002	
ZKN_SWORD_006_999	Grâce au phénomène Gigamax, il a pris la forme d'un Dracaufeu géant doté d'ailes de feu.
ZKN_SWORD_009_001	
ZKN_SWORD_009_999	La précision n'est pas son point fort. Il préfère sortir l'artillerie lourde et tirer à volonté avec ses 31 canons.
ZKN_SWORD_012_999	La puissance du phénomène Gigamax se cristallise et forme une nuée d'écailles toxiques émettant une lumière aveuglante.
ZKN_SWORD_015_001	
ZKN_SWORD_018_001	
ZKN_SWORD_019_001	
ZKN_SWORD_020_001	
ZKN_SWORD_020_002	
