~~~~~~~~~~~~~~~
Text File : itemname_tch.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	無
ZKN_Y_476_000	會以磁力自在地操縱３個 被稱為小朝北鼻的組件。
ZKN_Y_477_000	以頭上的天線接收 來自靈界的電波。 會接收指示，將人帶往靈界。
ZKN_Y_478_000	在常下雪的地方， 流傳著牠是雪山遇難的女性 轉生而來的說法。
ZKN_Y_479_000	身體是由等離子構成。 以會躲進電器裡搗亂而聞名。
ZKN_Y_480_000	據說因為由克希的誕生， 使人們的生活變得 豐富多彩的智慧才得以出現。
ZKN_Y_481_000	在湖底沉睡。 但據說牠的靈魂會跑出來， 在水面徘徊飛行。
ZKN_Y_482_000	由克希、艾姆利多和亞克諾姆 被認為是從同一個蛋裡 誕生出的寶可夢。
ZKN_Y_483_000	擁有操縱時間的力量。 在神奧地區被稱為神， 並在神話中登場。
ZKN_Y_484_000	擁有扭曲空間的能力。 在神奧地區的神話裡 被描述為神。
ZKN_Y_485_000	體內流著如熔岩般滾燙的血液。 棲息在火山的洞穴裡。
ZKN_Y_486_000	在世上流傳著的傳說中， 牠拉動了被繩子所綑綁的大地。
ZKN_Y_487_000	雖然因為粗暴的性格而遭到放逐， 但牠一直在名為毀壞的世界的地方， 靜靜地看著原來的世界。
ZKN_Y_488_000	據說只要拿著克雷色利亞 的羽毛入睡，就能作個美夢。 被稱為新月的化身。
ZKN_Y_489_000	在溫暖的海面上漂流。 不論被沖得多遠， 都能夠回到出生的地方。
ZKN_Y_490_000	有著能與任何寶可夢 心意相通的神奇能力。
ZKN_Y_491_000	有著引誘人們進入深層睡眠， 並使其作夢的能力。 會在新月之夜活動。
ZKN_Y_492_000	葛拉西蒂亞花盛開的季節裡， 據說牠會為了傳遞感謝之情 而飛向天空。
ZKN_Y_493_000	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_Y_494_000	如果分享到 比克提尼產出的無限能量， 全身就會充滿力量。
ZKN_Y_495_000	用尾巴吸收太陽光， 進行光合作用。 沒精神的時候尾巴會垂下。
ZKN_Y_496_000	如果身體弄髒， 就沒辦法用葉子進行光合作用。 因此總是維持著身體的清潔。
ZKN_Y_497_000	只要一瞪， 就能止住對手的行動。 在體內讓太陽能量增幅。
ZKN_Y_498_000	最喜歡吃烤過的樹果， 但有時候會因為興奮過頭， 把樹果烤得焦黑。
ZKN_Y_499_000	當體內的火焰熊熊燃燒時， 行動就會變得更加敏捷俐落。 遇到危機時會噴出煙霧。
ZKN_Y_500_000	蓄著火焰鬍鬚。 具有使出兼顧力量與速度的 格鬥招式的本領。
ZKN_Y_501_000	用腹部的扇貝貝戰鬥。 擋住攻擊後， 能迅速地斬切對手反擊。
ZKN_Y_502_000	經過嚴格的修練後， 每隻雙刃丸都能習得 不同套路的扇貝貝刀法。
ZKN_Y_503_000	揮舞藏在鎧甲裡的劍， 一劍就能擊倒對手。 瞪一眼就能讓敵人嚇得不敢出聲。
ZKN_Y_504_000	警戒心強烈， 雖然一定有１隻負責站崗， 但不會注意到來自後方的敵人。
ZKN_Y_505_000	射出儲存在頰囊的 樹果種子攻擊。 發現敵人時，尾巴會豎起。
ZKN_Y_506_000	雖說是勇猛的寶可夢， 但也有認清對手的實力後， 選擇避開戰鬥的聰明一面。
ZKN_Y_507_000	像斗篷般覆蓋身體的 黑色體毛非常堅硬。 可以減輕受到的傷害。
ZKN_Y_508_000	只要被牠長長的體毛包住， 就會感到溫暖又舒適。 就算在冬天的山裡過一晚也沒問題。
ZKN_Y_509_000	把偷別人的東西當遊戲。 被偷的苦主也會因為牠 惹人憐愛的動作而不禁原諒牠。
ZKN_Y_510_000	屏住氣息悄然逼近。 在對手發現自己之前從背後 偷偷靠近，給予致命一擊。
ZKN_Y_511_000	擅長尋找樹果， 有著四處收集樹果 與夥伴分享的體貼之心。
ZKN_Y_512_000	性情凶暴，會猛烈地 揮舞帶刺的尾巴戰鬥。 頭上的葉子非常苦。
ZKN_Y_513_000	在火山的洞穴裡生活。 頭上的毛髮叢中熊熊燃燒著， 溫度高達３００度。
ZKN_Y_514_000	興奮的時候， 頭部與尾巴就會變熱並飛出火花。 不知為何最喜歡吃甜的。
ZKN_Y_515_000	頭上的毛髮叢裡儲藏的水 充滿營養。如果拿來灌溉， 植物就會茁壯成長。
ZKN_Y_516_000	喜歡水質乾淨的地方。 頭上儲存的水如果減少， 就會從尾巴吸取水來補給。
ZKN_Y_517_000	會吃掉人類或寶可夢作的夢。 吃下快樂的夢時， 就會吐出粉紅色的煙霧。
ZKN_Y_518_000	額頭冒出的夢之煙霧 會隨著吃下的夢的內容 變為各種不同的顏色。
ZKN_Y_519_000	在街上生活的寶可夢。 容易親近人類， 常在公園或廣場大量聚集。
ZKN_Y_520_000	不論處於世界的何處， 都能記得自己巢穴的位置， 因此不會與訓練家走散。
ZKN_Y_521_000	雄性的頭上長有飾羽。 有著絕對不會與訓練家以外的人 變得親近的特質。
ZKN_Y_522_000	放電時鬃毛會發光。 利用鬃毛閃爍的次數及 節奏與夥伴交談。
ZKN_Y_523_000	有著閃電般的爆發力。 如果雷電斑馬全速奔馳， 雷聲就會響徹雲霄。
ZKN_Y_524_000	１００年前大地震的時候， 從地層裂縫中被發現。 體內有著能量核心。
ZKN_Y_525_000	有精神的時候，核心會凸出。 可以不改變身體面對的方向， 前後左右迅速移動。
ZKN_Y_526_000	發射出用體內的核心 壓縮的能量進行攻擊。 攻擊的威力足以轟飛一座山。
ZKN_Y_527_000	據說滾滾蝙蝠的鼻子 壓過的地方留下心形痕跡的話， 就會有好事發生。
ZKN_Y_528_000	如果被雄性向雌性求愛時 發出的超音波照到， 心情就會變得非常好。
ZKN_Y_529_000	透過讓身體旋轉， 能夠維持時速５０公里的速度， 筆直挖掘地面前進。
ZKN_Y_530_000	在地底１００公尺處做出 迷宮般的巢穴。 會不小心把地下鐵的隧道鑿開。
ZKN_Y_531_000	用耳朵上的觸角觸碰對方， 就可以從心跳聲 了解對方的身體狀況和情緒。
ZKN_Y_532_000	總是隨身帶著方形木材， 在土木工程中幫忙。 成長後會改拿更大的方形木材。
ZKN_Y_533_000	身體的肌肉經過完美鍛鍊。 即使是職業摔角手一擁而上 進行攻擊，也能毫髮無傷。
ZKN_Y_534_000	能夠不憑蠻力， 而是巧妙利用離心力 來揮舞水泥柱使出招式。
ZKN_Y_535_000	讓臉頰振動， 發出人類無法聽見的音波。 透過音波的節奏交談。
ZKN_Y_536_000	在水中與陸地生活。 會用又長又黏的舌頭 封住對手的行動。
ZKN_Y_537_000	從頭部的瘤噴出 能使神經麻痺的液體。 以振動來折磨對手。
ZKN_Y_538_000	遇到比自己更大的對手， 就會忍不住想把牠摔出去。 變強後會換一條帶子。
ZKN_Y_539_000	束緊帶子就會有幹勁， 拳擊的破壞力會提升。 修行時被打擾就會生氣。
ZKN_Y_540_000	會用葉子做衣服， 因此在服裝設計師之間 作為吉祥物而廣受歡迎。
ZKN_Y_541_000	用葉子包裹身體來抵禦寒冷。 一邊吃著身旁的落葉， 一邊在森林裡移動。
ZKN_Y_542_000	用落葉發酵時產生的熱 來幫蛋保溫。 會以葉子為蟲寶包做襁褓。
ZKN_Y_543_000	會咬住對手後注入劇毒。 即使是天敵的大型鳥寶可夢， 也會身體麻痺，動彈不得。
ZKN_Y_544_000	平時雖然一動也不動。 但遇襲時就會高速旋轉四處奔馳， 並以身體撞擊來反擊。
ZKN_Y_545_000	以敏捷的動作追趕敵人， 並以頭上的角加以攻擊。 在給予致命一擊前絕不罷手。
ZKN_Y_546_000	似乎要待在群體裡才能安心， 一發現夥伴就會黏上去， 不知不覺中變得像一朵雲。
ZKN_Y_547_000	無論是多麼窄小的縫隙， 都能像風兒般地穿過。 會留下白色的毛球。
ZKN_Y_548_000	喜歡水分及營養充足的土地。 因此有百合根娃娃居住的土地， 農作物就會生長興旺。
ZKN_Y_549_000	即使是資深訓練家 也難以讓牠綻開美麗花朵。 是很受上流社會喜愛的寶可夢。
ZKN_Y_550_000	紅色與藍色的野蠻鱸魚感情不好。 但不知為何會有顏色不同的個體 混在群體之中。
ZKN_Y_551_000	在沙漠的沙子裡生活。 被太陽曬得溫暖的沙 可以防止體溫下降。
ZKN_Y_552_000	覆蓋眼球的特殊膜 可以感測到物體的熱， 因此即使在黑暗中也能看到四周。
ZKN_Y_553_000	遇上的獵物絕不放過。 有著能夠咬爛 汽車車身的強力下顎。
ZKN_Y_554_000	睡覺的時候會收起手足， 體內燃燒著的６００度火焰 也會變小並沉靜下來。
ZKN_Y_555_000	透過燃燒體內１４００度的火焰， 製造出足以用拳頭 破壞砂石車的威力。
ZKN_Y_556_000	在乾燥的土地上生活。 透過有節奏的身體擺動， 便能奏出沙鈴般的聲響。
ZKN_Y_557_000	如果有大小合適的石頭， 就會從口中分泌液體， 做出可容身的洞穴。
ZKN_Y_558_000	為了爭奪地盤， 岩殿居蟹之間會展開激烈的爭鬥。 岩石被破壞的一方成為輸家。
ZKN_Y_559_000	以結實的頭蓋骨為傲。 有時會猛然給對方一記頭錘。 但自己也會因為重量而暈頭轉向。
ZKN_Y_560_000	以頭冠的大小決定誰是首領。 會用踢擊破壞水泥磚。
ZKN_Y_561_000	古代都市的守護神。 總是循著相同的路線巡邏， 警戒著入侵者。
ZKN_Y_562_000	拿著的面具是 當牠還是人類時的臉的模樣。 有時會看著面具哭泣。
ZKN_Y_563_000	會把誤認自己是 真正的棺材而靠近的 盜墓賊關在體內。
ZKN_Y_564_000	從古代的化石裡復活的寶可夢。 能潛到水深１０００公尺處。
ZKN_Y_565_000	用發達的前肢痛打對手直到昏厥， 再連殼或骨頭一起咬碎。
ZKN_Y_566_000	據說是鳥寶可夢的祖先。 不會飛，似乎過著在枝條間 跳來跳去的生活。
ZKN_Y_567_000	比起飛行更擅於奔跑。 以時速４０公里奔跑， 然後趁勢向天空展翅飛翔。
ZKN_Y_568_000	喜歡不乾淨的地方。 一旦吸入牠像打嗝般吐出的氣體， 就會臥病不起１整個星期。
ZKN_Y_569_000	不斷吸入垃圾， 在體內製造 新種類的毒氣與毒液。
ZKN_Y_570_000	會化為人類或其他的寶可夢。 透過隱藏自己原本的面貌， 保護自己不遇危險。
ZKN_Y_571_000	透過迷惑對手 來保護族群安全的寶可夢。 同類夥伴間非常團結。
ZKN_Y_572_000	是愛乾淨的寶可夢。 總是把尾巴當作掃把 來除去居處的灰塵。
ZKN_Y_573_000	奇諾栗鼠的身體被特別的油脂包著， 可以卸開來自對手的拳擊等攻擊。
ZKN_Y_574_000	會直盯著寶可夢或訓練家觀察。 好像是在盯著某種只有哥德寶寶 才能看見的東西。
ZKN_Y_575_000	在過去留下的許多傳聞中， 牠會在星光閃耀的夜裡， 控制沉沉睡去的小孩來玩。
ZKN_Y_576_000	有著透過星星的分布及動向 預知未來的能力。 也能看見訓練家的壽命。
ZKN_Y_577_000	放出精神力量以擊退來襲的敵人。 會用心靈感應與夥伴交談。
ZKN_Y_578_000	如果一分為二的兩個大腦 思考相同的事情， 釋放出的精神力量將會達到最大。
ZKN_Y_579_000	當人造細胞卵彼此握手時， 大腦就會如網路般連接， 精神力量將得到提升。
ZKN_Y_580_000	比起飛行更擅長游泳。 一潛入水中就會開心地 吃起最愛的水苔。
ZKN_Y_581_000	舞天鵝們會隨著黎明起舞。 在正中間跳舞的就是群體的首領。
ZKN_Y_582_000	暴露在朝陽能量下的冰柱 變成的寶可夢。 會把身體埋在雪裡入眠。
ZKN_Y_583_000	棲息在雪山的寶可夢。 在遙遠過去的冰河時期， 遷徙到了南方的土地。
ZKN_Y_584_000	喝下大量的水， 並在體內將其轉化為雪雲。 一生氣就會引發暴風雪。
ZKN_Y_585_000	到了季節交替之際， 體毛與氣味就會產生變化。 是通知季節來臨的寶可夢。
ZKN_Y_586_000	會隨著季節的推移改變居所。 所以也有人說 萌芽鹿會運來春天。
ZKN_Y_587_000	將臉頰裡的電囊製造出的電 儲藏在膜的內側， 一邊滑翔一邊放電。
ZKN_Y_588_000	襲擊小嘴蝸時， 如果暴露在電能之下， 不知為何就會進化。
ZKN_Y_589_000	穿上小嘴蝸的殼進化的寶可夢。 鋼鐵鎧甲保護著全身。
ZKN_Y_590_000	用和精靈球一模一樣的花紋 引誘寶可夢上前， 並向其噴出有毒的孢子。
ZKN_Y_591_000	緩慢地來回搖晃 雙臂酷似精靈球的菌傘， 跳起引誘獵物的舞蹈。
ZKN_Y_592_000	用薄紗般的手腳纏住對手， 讓對手麻痺之後，帶往 ８０００公尺深的深海中殺死。
ZKN_Y_593_000	誤闖胖嘟嘟居處的船會被弄沉， 船員們的生命也會被吸走。
ZKN_Y_594_000	會用魚鰭溫柔地抱住 受傷或是虛弱的寶可夢， 並用特殊的黏膜加以治療。
ZKN_Y_595_000	會附在體型大的寶可夢身上 吸取靜電，並將吸取到的電能 儲存在蓄電囊中。
ZKN_Y_596_000	遇到敵人襲擊時， 會吐出許多帶電的絲， 做出電的屏障。
ZKN_Y_597_000	刺入洞穴的頂部， 吸取岩石中的鐵質。 危險逼近時，會射出尖刺。
ZKN_Y_598_000	緊貼在洞穴的頂部， 射出鐵刺襲擊經過下方的獵物。
ZKN_Y_599_000	２個身體的組合是固定的。 與其他的身體會因為無法咬合而分離。
ZKN_Y_600_000	分為大齒輪與小齒輪。 為了攻擊而射出的小齒輪如果回不來， 就會死亡。
ZKN_Y_601_000	紅色的核心是能量庫。 會將充填的能量從尖刺射向四周。
ZKN_Y_602_000	由於只能放出微弱的電， 所以會由許多麻麻小魚聚集起來， 放出強大的電流。
ZKN_Y_603_000	食慾旺盛的寶可夢。 一發現獵物就會發動襲擊， 用電流使其麻痺後大快朵頤。
ZKN_Y_604_000	用手臂的力量從大海裡爬出， 襲擊水邊的獵物。 會瞬間將獵物拖入海中。
ZKN_Y_605_000	據說牠是從傳說５０年前 有ＵＦＯ墜落的沙漠裡來的。
ZKN_Y_606_000	用精神力量操控對手的大腦， 將記憶裡的影像改寫成不同的內容。
ZKN_Y_607_000	燭光靈頭上的燭火 是靠著吸取人與寶可夢的 生命力來燃燒的。
ZKN_Y_608_000	在人臨死之際現身， 當靈魂離開肉體的瞬間， 就會立刻吸取。
ZKN_Y_609_000	被怪異的火焰燃燒掉的 靈魂將無處可去， 永遠在這個世界上徘徊。
ZKN_Y_610_000	用牙齒在樹木上留下痕跡， 作為自己地盤的標記。 牙齒即使折斷也會很快長出。
ZKN_Y_611_000	牙齒不會再次生長， 因此戰鬥結束後會用河灘的岩石， 仔細地打磨牙齒。
ZKN_Y_612_000	有著即使切了鋼筋 也不會變鈍的堅固牙齒。 全身被堅硬的鎧甲覆蓋。
ZKN_Y_613_000	鼻涕是健康的指標。 身體狀況好的時候黏性會增強， 冰的招式威力也會增強。
ZKN_Y_614_000	讓吐出的氣息結凍， 做出冰牙和冰爪來應戰。 在北方的寒冷地帶生活。
ZKN_Y_615_000	用冰的結晶做成的鎖鏈來綑綁獵物， 把對手冰凍到零下１００度。
ZKN_Y_616_000	與蓋蓋蟲一起接收到電能時 就會進化。 原因目前尚未明瞭。
ZKN_Y_617_000	一旦身體乾燥就會變得衰弱。 身上卷著一層又一層的薄膜 以防止乾燥。
ZKN_Y_618_000	將自己埋進海邊的泥裡等待獵物。 當獵物接觸到自己時， 會放出電流使其麻痺。
ZKN_Y_619_000	使出行雲流水般的連續攻擊， 壓制並打倒敵人。 會用銳利的爪子將敵人撕裂。
ZKN_Y_620_000	將雙臂的毛如鞭子般靈活使用。 一旦開始連續攻擊，誰也無法阻止。
ZKN_Y_621_000	用翅膀接收日光，讓身體變得溫暖。 如果體溫下降就會變得無法動彈。
ZKN_Y_622_000	用古代的科學力量， 自黏土做出的寶可夢。 能持續活動數千年。
ZKN_Y_623_000	以音速在空中飛行。 如果解開胸口的封印， 能量就會失控。
ZKN_Y_624_000	即使自己受傷也毫不在意。 集體將全身的刀 刺入對手進行攻擊。
ZKN_Y_625_000	率領大批駒刀小兵， 成群追趕獵物。 致命一擊由劈斬司令使出。
ZKN_Y_626_000	就算使出猛烈的頭錘， 蓬鬆的體毛也能將傷害都吸收掉。
ZKN_Y_627_000	即使遇到強勁的對手也會 不分青紅皂白地挑起戰鬥。 透過反覆戰鬥變得更強。
ZKN_Y_628_000	會為了夥伴不顧危險地戰鬥。 可以抓起汽車在空中飛舞。
ZKN_Y_629_000	翅膀很小，還不能飛行。 用禿鷹娜收集到的骸骨 保護著臀部。
ZKN_Y_630_000	從空中觀察地面， 襲擊衰弱的獵物。 有用骨頭裝扮的習性。
ZKN_Y_631_000	從尾部吸入空氣化為火焰， 並如舌頭般地使用， 會將鐵蟻熔化後吃掉。
ZKN_Y_632_000	身上包著鋼鐵鎧甲。 會團結起來抵抗天敵熔蟻獸的攻擊 並加以反擊。
ZKN_Y_633_000	由於不清楚周圍的情況， 因此會四處亂撞， 撞到會動的東西時就咬住狂吃。
ZKN_Y_634_000	吃光地盤裡的食物後， 就會向其他地方移動。 ２顆頭的感情不好。
ZKN_Y_635_000	對會動的物體起反應 並發動襲擊，用３顆頭 將一切吃光的恐怖寶可夢。
ZKN_Y_636_000	棲息在火山的山腳下。 會從５隻角噴出火焰， 擊退襲來的敵人。
ZKN_Y_637_000	據說地表因火山灰而 陷入一片黑暗時， 火神蛾的火焰代替了太陽。
ZKN_Y_638_000	有著鋼鐵的心靈與身體。 當人類傷害寶可夢時， 會與夥伴一起制裁人類。
ZKN_Y_639_000	是傳說裡描述的寶可夢。 曾為了保護寶可夢， 用引以為豪的力量破壞城堡。
ZKN_Y_640_000	傳說中，牠會以輕快的動作 戲弄對手，並保護寶可夢。
ZKN_Y_641_000	從龍捲雲尾部噴出的能量 會引起暴風雨。 威力足以將整棟房屋吹走。
ZKN_Y_642_000	一邊在空中飛來飛去， 一邊四處打雷引發森林大火， 因此受到厭惡。
ZKN_Y_643_000	一旦萊希拉姆的尾部燃燒， 產生的熱能將會影響大氣， 使世界的天氣發生變化。
ZKN_Y_644_000	用尾巴製造電能。 將全身藏在雷雲裡， 在合眾地區的上空飛行。
ZKN_Y_645_000	吸收風與雷後轉化成的能量 能夠給予土壤營養， 讓大地變得豐饒。
ZKN_Y_646_000	在體內製造出強大的冷凍能量， 但漏出的寒氣使身體結凍了。
ZKN_Y_647_000	透過下定決心來讓全身 充滿力量並變得敏捷。 當跳躍起來的時候能看到殘影。
ZKN_Y_648_000	以特殊的發聲法唱出的旋律， 能自在地操控聽者的情緒。
ZKN_Y_649_000	存在於３億年前的寶可夢。 被等離子隊改造， 在背部裝了砲台。
ZKN_Y_650_000	頭和背部包覆著堅硬樹殼， 即使被卡車撞上也能安然無事。
ZKN_Y_651_000	夥伴間互相碰撞身體 來鍛鍊下盤。 個性溫和，不會自己挑起戰鬥。
ZKN_Y_652_000	讓雙拳擺在臉前， 做出防禦姿勢的話， 就算直接被炸彈轟中也能承受。
ZKN_Y_653_000	隨身帶著小樹枝， 卡滋卡滋地當零食吃。 會從耳朵噴出熱氣來威嚇對手。
ZKN_Y_654_000	將樹枝從尾巴拔出時， 會因摩擦而起火。會揮動樹枝， 以樹枝上面的火焰向夥伴發送信號。
ZKN_Y_655_000	能用超能力操控 攝氏３０００度的火焰旋渦。 用旋渦包圍敵人後將其燒盡。
ZKN_Y_656_000	以細膩的泡泡包住身體， 保護皮膚。裝出一副悠閒的樣子， 但其實精明地打量著四周。
ZKN_Y_657_000	靈巧的動作不會輸給任何人。 只需１分鐘就能登上 超過６００公尺高的塔頂。
ZKN_Y_658_000	如忍者般神出鬼沒。 以敏捷的動作戲弄對手， 再用水之手裡劍將其劈裂。
ZKN_Y_659_000	有著鏟子般的耳朵。 透過挖洞鍛鍊的耳朵， 威力能夠切斷粗粗的樹根。
ZKN_Y_660_000	力量足以媲美挖土機的耳朵， 即使是堅硬的岩層也能粉碎。 挖完洞後就會悠閒地生活。
ZKN_Y_661_000	婉轉的叫聲雖然美麗， 但對於入侵領地的對手 會毫不留情地粗暴對待。
ZKN_Y_662_000	腹部火袋的火力越強， 就能飛得越快， 但點火需要花點時間。
ZKN_Y_663_000	襲擊獵物時的速度 可達時速５００公里。 用猛烈的腳踢解決對手。
ZKN_Y_664_000	覆蓋身體的粉末能夠調節體溫。 無論在任何氣候或水土下都能生活。
ZKN_Y_665_000	堅硬的身體即使是 鳥寶可夢的鳥嘴也無法傷之分毫。 四處撒粉進行防守。
ZKN_Y_666_000	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_Y_667_000	為了變強而離開群體獨自生活。 血氣方剛，十分衝動。
ZKN_Y_668_000	吐出攝氏６０００度的氣息， 猛烈威嚇對手。 雌性會保護群體裡的孩子。
ZKN_Y_669_000	一旦找到了喜歡的花， 就會一輩子與那朵花一起生活。 乘著風兒隨心所欲地飄著。
ZKN_Y_670_000	精心照料的花壇裡的花朵 一旦綻放，就會現身 並以華麗的舞蹈給予祝福。
ZKN_Y_671_000	以前的城堡主人們為了裝飾庭園， 因而邀請花潔夫人到來， 讓牠們打造花園。
ZKN_Y_672_000	只要有水與陽光， 就能以背上的葉子產生能量， 即使不吃東西也沒問題。
ZKN_Y_673_000	在山岳地帶生活。 互相撞角比誰力氣大， 勝利者將成為群體的領袖。
ZKN_Y_674_000	努力擺出可怕的表情瞪視對手。 但一被摸到頭就會忍不住偷笑。
ZKN_Y_675_000	即使受到攻擊也會不退縮地繼續猛衝。 用能夠折斷電線桿的 強大臂力擊垮對手。
ZKN_Y_676_000	在遙遠過去的卡洛斯地區， 被授予護衛國王職責的寶可夢。
ZKN_Y_677_000	無法好好控制強度足以吹走 １００公尺範圍內所有東西的 精神力量。
ZKN_Y_678_000	由於耳朵內側的眼珠花紋 釋放出的精神力量實在太過強烈， 因此總是將耳朵掩住。
ZKN_Y_679_000	將藍布纏在握住劍柄之人的手臂， 吸取生命直到此人倒下。
ZKN_Y_680_000	２把劍使出的複雜連續攻擊， 即使是用劍高手也無法抵擋。
ZKN_Y_681_000	似乎能看出具有王者潛質的人。 據說被牠認可的人終將成為國王。
ZKN_Y_682_000	據說以前的貴婦們會帶著 散發自己喜歡的香氣的 粉香香來代替香水。
ZKN_Y_683_000	由於氣味過於強烈， 如果不是相當喜歡牠的訓練家， 就連要帶著一起走都十分困難。
ZKN_Y_684_000	老是吃甜的東西， 就連體毛也變得像 棉花糖般又甜又黏。
ZKN_Y_685_000	嗅覺的敏銳度是人類的１億倍以上。 光憑空氣中飄蕩的細微氣味， 就能知道周圍的所有狀況。
ZKN_Y_686_000	會以光的閃爍 讓襲擊自己的對手失去戰意。 並趁機隱藏自己的身影。
ZKN_Y_687_000	先以催眠術誘使對手靠近， 再以頭部的觸手纏住對方， 並潑灑消化液把對手解決掉。
ZKN_Y_688_000	以伸長身體的反作用力 提起岩石前進。會在波浪拍打的 岸邊吃漂過來的海藻。
ZKN_Y_689_000	雖然手腳上也有大腦， 會擅自活動，但平常還是 會聽從頭部龜足巨鎧的命令。
ZKN_Y_690_000	看起來像腐爛的海藻。 一邊混淆敵人的耳目， 一邊蓄積進化所需的力量。
ZKN_Y_691_000	據說船一旦誤闖 毒藻龍居住的海域， 就再也無法平安歸來。
ZKN_Y_692_000	透過體內的氣體爆炸， 如手槍似地發射出水。 在極近距離下連岩石都能擊碎。
ZKN_Y_693_000	能從鉗子後面的噴管噴出水， 並以此為推進力 以６０節的速度前進。
ZKN_Y_694_000	在頭兩側的褶子裡， 有著只要暴露在陽光下 就能發電的細胞。
ZKN_Y_695_000	以電流刺激肌肉， 便能將腳力提升到 ５秒內跑１００公尺的程度。
ZKN_Y_696_000	大顎的破壞力可以 卡滋卡滋地咬壞汽車。 棲息在１億年前的世界。
ZKN_Y_697_000	在１億年前的世界裡所向無敵。 如王者般君臨大地的寶可夢。
ZKN_Y_698_000	性格溫和的寶可夢。 住在沒有怪顎龍等 凶暴敵人棲息的寒冷土地上。
ZKN_Y_699_000	用菱形的結晶瞬間做出冰之牆， 抵禦敵人的攻擊。
ZKN_Y_700_000	用緞帶般的觸角挽著 最喜歡的訓練家的手臂， 一起行動。
ZKN_Y_701_000	用翅膀在空中調整姿勢。 從難以防禦的頭頂上發動攻擊。
ZKN_Y_702_000	用尾巴從發電廠或 民宅的插座吸取電力， 並從鬍鬚放出電擊。
ZKN_Y_703_000	出生後的幾億年之間 一直在地底下沉睡。 挖掘洞窟時偶爾會挖到。
ZKN_Y_704_000	被黏呼呼的黏膜包裹的身體 能讓敵人的拳擊或腳踢 咕溜地滑開。
ZKN_Y_705_000	４隻角是高性能的雷達。 會用它們代替耳朵與鼻子， 感受聲音及氣味。
ZKN_Y_706_000	用伸縮的角進行攻擊。 威力相當於１００個 職業拳擊手的出拳力道。
ZKN_Y_707_000	喜歡的鑰匙絕不放手。 可以將金庫的鑰匙交給牠 以防止偷竊。
ZKN_Y_708_000	據說是在森林中迷路而死的 小孩靈魂寄宿在樹樁上 所變成的寶可夢。
ZKN_Y_709_000	以樹根代替神經， 操縱森林裡的樹木。 對住在自己身上的寶可夢十分親切。
ZKN_Y_710_000	據說會將徘徊的靈魂 運往死者居住的世界 以使其升天。
ZKN_Y_711_000	用頭髮般的手臂綑綁獵物。 看著獵物痛苦的樣子開心唱歌。
ZKN_Y_712_000	用零下１００度的寒氣冰封敵人。 在覆蓋萬年白雪的山裡群聚而居。
ZKN_Y_713_000	背上背著幾隻冰寶生活的模樣， 有如冰打造的航空母艦。
ZKN_Y_714_000	在２０萬赫茲的超音波下， 就連強壯的摔角手也會頭昏眼花， 沒辦法好好站著。
ZKN_Y_715_000	耳朵發出的超音波 連巨大的岩石也能粉碎。 躲在黑暗中發動奇襲。
ZKN_Y_716_000	據說當頭上的角閃耀七色光芒時， 就會分享永恆的生命。
ZKN_Y_717_000	據說當生命走到盡頭時， 會吸光所有生物的生命， 回到繭的狀態。
ZKN_Y_718_000	據說生活在洞窟的深處， 監視著破壞生態系統者的一舉一動。
ZKN_Y_719_000	在雙手的間隙中 壓縮空氣中的碳元素， 轉瞬間變出許多鑽石。
ZKN_Y_720_000	用圓環將喜歡的東西 傳送到秘密的住處。 會鑽進圓環瞬間移動。
ZKN_Y_721_000	從背上的手臂噴出 體內的水蒸氣。 有著將整座山轟飛的威力。
ZKN_Y_003_001	下雨過後的第二天， 背上花朵散發的香味會變得濃郁。 香味會吸引寶可夢聚集而來。
ZKN_Y_006_001	能用翅膀飛到距離地面 １４００公尺的高度。 會吐出高溫的火焰。
ZKN_Y_006_002	能用翅膀飛到距離地面 １４００公尺的高度。 會吐出高溫的火焰。
ZKN_Y_009_001	甲殼上有噴射口， 是個會以火箭般的氣勢 衝向對手的厲害傢伙。
ZKN_Y_015_001	有時會成群結隊地出現。 能以極快的速度飛來飛去， 並用尾部的毒針不斷刺擊對手。
ZKN_Y_018_001	會展開美麗的翅膀威嚇對手。 能以２馬赫的速度在空中四處飛行。
ZKN_Y_065_001	擁有運算速度比 超級電腦更快的頭腦。 智商大約是５０００。
ZKN_Y_080_001	呆呆獸去海裡捕食時， 被大舌貝咬住了尾巴， 於是就變成了呆殼獸。
ZKN_Y_094_001	會在半夜潛入人的影子， 一點點地奪走人的體溫。 如果被牠盯上，全身就會不停發冷。
ZKN_Y_115_001	如果是在安全的地方， 孩子就會從腹部的袋子中出來玩。 母親會靜靜地在一旁守候。
ZKN_Y_127_001	會揮舞著長角攻擊過來。 天冷的時候就會躲進森林深處。
ZKN_Y_130_001	雖然很少現身， 但一旦開始發狂， 有時連大都市都會毀滅。
ZKN_Y_142_001	據說是會一邊高亢地大叫， 一邊翱翔於古代廣闊天空的 凶猛寶可夢。
ZKN_Y_150_001	藉著重組夢幻的基因而誕生。 據說有著所有寶可夢中最殘暴的心。
