~~~~~~~~~~~~~~~
Text File : monsname_ita.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	Uovo
ZKN_X_005_000	Fa cadere a terra il nemico colpendolo con la coda, per poi finirlo con gli artigli affilati.
ZKN_X_006_000	Quando emette le sue lingue di fuoco, la fiamma rossa sulla punta della coda brucia più intensamente.
ZKN_X_007_000	Si ritira nel suo guscio e, alla prima occasione, contrattacca colpendo il nemico con spruzzi d'acqua.
ZKN_X_008_000	Quando si sente minacciato ritira la testa nella corazza, mentre la coda sporge sempre un po'.
ZKN_X_009_000	Mette KO gli avversari schiacciandoli sotto il corpo possente. Se è in difficoltà, può ritrarsi nella corazza.
ZKN_X_010_000	Per proteggersi emette un puzzo terribile dall'antenna sul capo, tenendo lontani i nemici.
ZKN_X_011_000	Ha una corazza dura come l'acciaio che protegge il suo fragile corpo. Attende immobile di evolversi.
ZKN_X_012_000	Adora il nettare dei fiori e riesce a localizzare i campi in cui si trova anche una minima quantità di polline.
ZKN_X_013_000	Vive soprattutto nei boschi e nei prati. Sul capo ha un affilato e velenoso pungiglione lungo 5 cm.
ZKN_X_014_000	Quasi incapace di muoversi, questo Pokémon può solo indurire il proprio guscio per proteggersi.
ZKN_X_015_000	Possiede tre aculei velenosi sulle zampe anteriori e sull'addome con cui punge i nemici ripetutamente.
ZKN_X_016_000	Molto comune in boschi e foreste, sbatte le ali a livello del suolo per sollevare sabbia accecante.
ZKN_X_017_000	Grazie ai potenti artigli può trasportare una preda delle dimensioni di un Exeggcute per oltre 100 km.
ZKN_X_018_000	Quando caccia, vola velocissimo sul pelo dell'acqua e cattura ignare prede come Magikarp.
ZKN_X_019_000	Vive ovunque si trovi del cibo, cercando incessantemente qualsiasi cosa sia commestibile.
ZKN_X_020_000	Si affila le zanne in perenne crescita rosicchiando cose dure. Riesce a frantumare persino i muri.
ZKN_X_021_000	Molto geloso del suo territorio, svolazza in giro a gran velocità battendo le ali continuamente.
ZKN_X_022_000	Con le sue enormi e magnifiche ali, è in grado di volare senza mai atterrare per riposarsi.
ZKN_X_023_000	Con il tempo si fa sempre più lungo. La notte avvolge il suo corpo attorno a qualche ramo per dormire.
ZKN_X_024_000	Il disegno sulla pancia rappresenta una faccia spaventosa, capace di far fuggire i nemici più pavidi.
ZKN_X_025_000	Solleva la coda per esaminare l'ambiente circostante. A volte la coda è colpita da un fulmine quando è in questa posizione.
ZKN_X_026_000	Se l'elettricità aumenta, i muscoli sono sollecitati e diventa più aggressivo del solito.
ZKN_X_027_000	Vive sottoterra, scavando buche. Se minacciato, si protegge raggomitolandosi.
ZKN_X_028_000	Se scava molto velocemente gli si consumano le punte e gli artigli, ma gli ricrescono in un giorno.
ZKN_X_029_000	Sebbene piccolo, i suoi baffi velenosi sono molto pericolosi. La femmina ha un corno più minuto.
ZKN_X_030_000	La femmina ha un temperamento mite. Lancia ultrasuoni capaci di incantare i nemici.
ZKN_X_031_000	Con il suo corpo robusto e squamoso sbarra l'accesso alla tana e protegge i piccoli dai predatori.
ZKN_X_032_000	Esamina l'ambiente circostante tendendo le orecchie fuori dall'erba. Si protegge con il corno velenoso.
ZKN_X_033_000	Rizza le grandi orecchie per esaminare la zona. Se avverte qualcosa, attacca immediatamente.
ZKN_X_034_000	Lo si riconosce dalla pelle durissima e dal corno particolarmente allungato, che contiene sostanze velenose.
ZKN_X_035_000	Si dice che vedere un gruppo di Clefairy ballare con la luna piena sia di ottimo auspicio.
ZKN_X_036_000	Ha un udito tanto acuto da sentire la caduta di uno spillo a 1 km di distanza. Vive su monti quieti.
ZKN_X_037_000	Alla nascita ha solo una coda, che con il passare del tempo sviluppa diverse diramazioni.
ZKN_X_038_000	Dotato di nove code e di una pelliccia dorata, si dice che viva 1.000 anni.
ZKN_X_039_000	Cattura l'attenzione dei nemici grazie agli enormi occhi rotondi, per poi farli addormentare con una dolce ninnananna.
ZKN_X_040_000	Hanno un pelo così morbido che se due di loro si abbracciano non vogliono più separarsi.
ZKN_X_041_000	Non ha occhi, ma avverte gli ostacoli con le onde ultrasoniche che emette dalla bocca.
ZKN_X_042_000	Quando attacca, non smette di succhiare l'energia della vittima, fino a diventare troppo pesante per volare.
ZKN_X_043_000	Di giorno vive nel freddo sottosuolo, per evitare la luce del sole. Cresce assorbendo la luce lunare.
ZKN_X_044_000	Puzza da levare il fiato! Tuttavia circa una persona su mille adora annusarne il fetido lezzo.
ZKN_X_045_000	Più grandi sono i petali, maggiore è la quantità di polline tossico che contengono. La testa è molto pesante.
ZKN_X_046_000	Sul dorso di questo Pokémon nascono funghi chiamati tochukaso, che crescono insieme a lui.
ZKN_X_047_000	Parasect è controllato da un fungo ancora più grosso del suo corpo. Diffonde spore velenose.
ZKN_X_048_000	I suoi grandi occhi sono in realtà un insieme di tanti piccoli occhi. Di notte, è attirato dalla luce.
ZKN_X_049_000	Sparge scaglie che paralizzano chiunque le tocchi, rendendolo incapace di stare in piedi.
ZKN_X_050_000	Vive un metro sotto terra, dove si nutre di radici. Talvolta compare in superficie.
ZKN_X_051_000	Nella lotta, scava tunnel nel terreno per sorprendere il nemico attaccandolo da una direzione imprevedibile.
ZKN_X_052_000	È un Pokémon attivo di notte. Se nota qualcosa di luccicante, i suoi occhi cominciano a brillare.
ZKN_X_053_000	Sebbene molto amato per il suo pelo, è difficile addomesticarlo per la volubile crudeltà.
ZKN_X_054_000	È costantemente tormentato dal mal di testa che, quando si fa particolarmente intenso, gli conferisce strani poteri.
ZKN_X_055_000	Appare presso i corsi d'acqua col buio. Acquisisce poteri telecinetici se la sua fronte diventa incandescente.
ZKN_X_056_000	Se è tanto arrabbiato da non riuscire più a distinguere gli amici dai nemici, è pericoloso avvicinarsi.
ZKN_X_057_000	Questo Pokémon è costantemente furioso e si calma solo nella solitudine più assoluta.
ZKN_X_058_000	Molto amichevole e fedele verso le persone. Allontana i nemici abbaiando e mordendoli.
ZKN_X_059_000	Da sempre ammirato per la sua bellezza, corre veloce come se avesse le ali.
ZKN_X_060_000	Dalla pelle nera, lucida, umida e sottile si intravedono gli organi interni, che formano una spirale.
ZKN_X_061_000	Capace di vivere dentro o fuori dall'acqua. Sulla terraferma suda per mantenere il suo corpo unto.
ZKN_X_062_000	Ha dei muscoli tanto sviluppati da riuscire ad attraversare a nuoto interi oceani senza fermarsi.
ZKN_X_063_000	Dorme 18 ore al giorno. Anche da addormentato utilizza una serie di poteri extrasensoriali.
ZKN_X_064_000	Quando usa i poteri psichici, emette forti onde alfa che possono rovinare strumenti di precisione.
ZKN_X_065_000	Le sue cellule cerebrali si moltiplicano di continuo. Perciò ricorda qualsiasi cosa gli accada.
ZKN_X_066_000	Solleva Graveler ripetutamente per mantenersi forte. Conosce ogni tipo di arte marziale.
ZKN_X_067_000	Il suo corpo muscoloso è così forte che usa una cintura antiforza per regolare i suoi movimenti.
ZKN_X_068_000	Le braccia eccezionalmente sviluppate sono in grado di assestare 1.000 pugni in soli 2 secondi.
ZKN_X_069_000	Sebbene abbia un corpo magrissimo, sa essere molto rapido quando si scaglia sulla preda.
ZKN_X_070_000	Si serve delle foglie laterali come lame contro i nemici. Il fluido che secerne dalla bocca scioglie qualsiasi cosa.
ZKN_X_071_000	Pare che viva in grandi colonie nel cuore della giungla, ma nessuno è mai tornato da lì per raccontarlo.
ZKN_X_072_000	Il suo corpo è quasi interamente composto d'acqua. Emette dei raggi misteriosi dagli occhi cristallini.
ZKN_X_073_000	I corti tentacoli si estendono durante la caccia per catturare e immobilizzare la preda.
ZKN_X_074_000	Si trova nei campi e in montagna. Se confuso con una roccia, può succedere di inciamparvi.
ZKN_X_075_000	Di natura libera e incurante, non si preoccupa se perde dei pezzi mentre si rotola giù dai monti.
ZKN_X_076_000	A furia di rotolare giù dalla cima dei monti, ha formato dei solchi. Meglio evitarli.
ZKN_X_077_000	Alla nascita non riesce quasi a reggersi in piedi. Galoppando si rinforza e diventa più veloce.
ZKN_X_078_000	Pokémon molto competitivo, rincorre tutto ciò che si muove veloce, sperando di superarlo.
ZKN_X_079_000	È sempre assorto, ma nessuno sa a cosa stia pensando. Si serve della coda per pescare.
ZKN_X_080_000	Lo Shellder che gli sta attaccato non si stacca mai a causa del profumo appetitoso della coda.
ZKN_X_081_000	Le unità alle due estremità del corpo producono energia antigravitazionale con cui si mantiene a mezz'aria.
ZKN_X_082_000	Formato da vari Magnemite, è in grado di lanciare onde magnetiche ad alto voltaggio.
ZKN_X_083_000	Il verde gambo di porro che brandisce è la sua arma, che usa come spada.
ZKN_X_084_000	Pokémon a due teste, scoperto a seguito di un'improvvisa mutazione. Può correre a 100 km/h.
ZKN_X_085_000	Occorre fare attenzione a tutte le sue tre teste, altrimenti si rischia d'essere colpiti duramente.
ZKN_X_086_000	Pokémon che vive sugli iceberg. Nuota spaccando il ghiaccio con la punta che ha sulla testa.
ZKN_X_087_000	Ha il corpo ricoperto da una candida pelliccia bianca. Più fa freddo, più questo Pokémon è attivo.
ZKN_X_088_000	Grimer è nato da fango esposto ai raggi X provenienti dalla luna. Ama nutrirsi di sostanze sudicie.
ZKN_X_089_000	Amano riunirsi vicino a puzzolenti liquami di scolo, rendendo il fetore ancora più intenso.
ZKN_X_090_000	La sua conchiglia dura respinge ogni tipo di attacco. È vulnerabile solo quando apre il guscio.
ZKN_X_091_000	Ai Cloyster che vivono in mari con forti maree crescono grandi aculei affilati sui gusci.
ZKN_X_092_000	Il suo corpo sottile è fatto di gas. Avvolge nemici di ogni dimensione, soffocandoli.
ZKN_X_093_000	Se da soli, al buio, si ha l'impressione di essere osservati da qualcuno, si tratta di Haunter.
ZKN_X_094_000	Si nasconde nell'ombra. Pare che nei luoghi in cui Gengar si cela, la temperatura si abbassi di 5 ºC.
ZKN_X_095_000	Scava veloce nel terreno in cerca di cibo lasciando lunghi cunicoli usati poi come casa dai Diglett.
ZKN_X_096_000	Addormenta i suoi nemici e poi si nutre dei loro sogni. A volte fa indigestione di incubi.
ZKN_X_097_000	Ha con sé una sorta di pendolo. Una volta, per errore, si è portato via un bambino che aveva ipnotizzato.
ZKN_X_098_000	Se si sente in pericolo, si circonda di bolle che produce con la bocca per sembrare più grande.
ZKN_X_099_000	La chela più grande sprigiona una potenza di 10.000 CV. Le dimensioni gli rendono difficili gli spostamenti.
ZKN_X_100_000	Scoperto all'epoca dell'invenzione delle Poké Ball. Si pensa che i due fatti siano correlati.
ZKN_X_101_000	Può esplodere anche alla minima provocazione. Lo chiamano "Bomba Ball".
ZKN_X_102_000	Queste sei uova comunicano per telepatia. Si riuniscono subito anche se vengono divise.
ZKN_X_103_000	Ha tre teste che ragionano autonomamente. Ma sono amichevoli e non litigano mai tra di loro.
ZKN_X_104_000	Indossa il teschio della madre morta come un casco. Quando si sente solo lancia urla strazianti.
ZKN_X_105_000	Di piccole dimensioni, un tempo era del tutto innocuo. È diventato più aggressivo brandendo un osso come arma.
ZKN_X_106_000	Le zampe gli si accorciano e allungano a piacere. Con le gambe allungate, con un calcio può colpire anche nemici distanti.
ZKN_X_107_000	Sferra pugni così potenti da polverizzare persino il cemento. Si riposa dopo 3 minuti di lotta.
ZKN_X_108_000	La lunga lingua intrisa di saliva appiccicosa si attacca agli oggetti e può diventare molto utile.
ZKN_X_109_000	Il suo corpo fatto a pallone è pieno di orribili sostanze gassose, che emanano un puzzo disgustoso.
ZKN_X_110_000	Se un gemello Koffing si sgonfia, l'altro si gonfia. I gas velenosi dei due si mischiano continuamente.
ZKN_X_111_000	Potente, benché non particolarmente brillante, con Azione può distruggere anche un grattacielo.
ZKN_X_112_000	Protetto da una pelle-armatura, può vivere nella lava liquida a 2.000 ºC.
ZKN_X_113_000	Si dice che porti felicità. È molto altruista e condivide le uova con chi è ferito.
ZKN_X_114_000	Una moltitudine di liane brulicanti, in crescita perenne, ne ricopre il corpo celandone la vera forma.
ZKN_X_115_000	Tiene il cucciolo nel marsupio che ha sulla pancia e lo lascia uscire solo quando non ci sono pericoli.
ZKN_X_116_000	È noto per i suoi attacchi ai volatili con getti d'inchiostro dalla superficie dell'acqua.
ZKN_X_117_000	Ha il corpo ispido di aculei pungenti. Un contatto fortuito può causare uno svenimento.
ZKN_X_118_000	Nuota alla velocità di 5 nodi. Se avverte il pericolo, contrattacca con il suo corno aguzzo.
ZKN_X_119_000	In autunno, quando si riproduce, può essere visto risalire impetuoso fiumi e torrenti.
ZKN_X_120_000	Anche se il corpo è lacerato, continua a rigenerarsi finché il nucleo ardente centrale rimane intatto.
ZKN_X_121_000	Nel suo nucleo brillano i sette colori dell'arcobaleno. Qualcuno lo considera una pietra preziosa.
ZKN_X_122_000	Con le dita solidifica l'aria e crea pareti invisibili che respingono gli attacchi più violenti.
ZKN_X_123_000	Fa a pezzi le prede con gli artigli spaventosamente affilati. Solo raramente spiega le ali per alzarsi in volo.
ZKN_X_124_000	Camminando ancheggia in modo seducente. La gente può essere indotta a seguire la sua danza.
ZKN_X_125_000	La corrente elettrica attraversa la superficie del suo corpo che al buio riluce di un blu perlato.
ZKN_X_126_000	È stato trovato presso il cratere di un vulcano. La sua temperatura corporea si aggira sui 1.200 ºC.
ZKN_X_127_000	Afferra la preda con le pinze e non la molla finché non l'ha tranciata. Se non ci riesce, la scaglia via.
ZKN_X_128_000	Prima si frusta con le tre code per caricarsi, poi parte all'attacco a tutta velocità.
ZKN_X_129_000	La sua forza e velocità sono praticamente nulle. Si può tranquillamente definire il più debole e patetico Pokémon del mondo.
ZKN_X_130_000	Un antico documento riporta che Gyarados rase al suolo un villaggio in cui dilagava la violenza.
ZKN_X_131_000	Sono buoni d'animo e lottano di rado, così molti di loro sono facili prede: sono stati decimati.
ZKN_X_132_000	Ha la capacità di modificare la sua struttura cellulare per trasformarsi in qualsiasi cosa veda.
ZKN_X_133_000	Un Pokémon raro che si adatta agli ambienti più difficili assumendo diverse forme nell'evoluzione.
ZKN_X_134_000	Preferisce stare sulla costa. In acqua le sue cellule simili a molecole acquee si possono scomporre.
ZKN_X_135_000	Quando inizia a caricarsi di elettricità, gli si rizza ogni pelo del corpo.
ZKN_X_136_000	Nel corpo conserva una tasca ardente. Prima di lottare, la sua temperatura si innalza a 900 ºC.
ZKN_X_137_000	Questo Pokémon è il risultato di una ricerca umana. Esegue solo i movimenti più elementari.
ZKN_X_138_000	Pokémon preistorico, che viveva nel mare primordiale. Nuota facendo oscillare i suoi dieci tentacoli.
ZKN_X_139_000	Ha tentacoli molto sviluppati, paragonabili ad arti umani. Appena irretisce la preda, la morde.
ZKN_X_140_000	Si ritiene che vivesse sulle spiagge 300 milioni di anni fa. È protetto da una conchiglia robusta.
ZKN_X_141_000	In acqua raccoglie gli arti per diventare più compatto, agitando il guscio per nuotare veloce.
ZKN_X_142_000	Rigenerato dal materiale organico di un dinosauro ritrovato nell'ambra. Emette versi acuti mentre vola.
ZKN_X_143_000	Dopo aver trangugiato i suoi immancabili 400 kg di cibo quotidiani, cade in un sonno profondo.
ZKN_X_144_000	Un Pokémon uccello leggendario. Riesce a creare bufere di neve congelando l'umidità dell'aria.
ZKN_X_145_000	Uccello leggendario, si dice appaia tra le nuvole scagliando enormi saette.
ZKN_X_146_000	Noto come uccello leggendario del fuoco, quando sbatte le ali crea scintillanti lingue infuocate.
ZKN_X_147_000	Detto "Pokémon miraggio" perché è stato avvistato da pochi. È facile trovare la sua pelle della muta.
ZKN_X_148_000	Pare che le sfere di cristallo diano a questo Pokémon il pieno controllo sulle condizioni atmosferiche.
ZKN_X_149_000	Nonostante la stazza, è in grado di volare. Può compiere il giro del mondo in 16 ore.
ZKN_X_150_000	Creato da uno scienziato dopo anni di orribili esperimenti di ingegneria genetica.
ZKN_X_151_000	Poiché sa usare qualsiasi mossa, molti scienziati ritengono che Mew sia l'antenato di tutti i Pokémon.
ZKN_X_152_000	Un dolce profumo si diffonde dalla sua testa. È docile e ama scaldarsi al sole.
ZKN_X_153_000	Dal suo collo si propaga un profumo vivace. Esso stimola il recupero della salute.
ZKN_X_154_000	L'aroma che si spande dai suoi petali contiene una sostanza che placa gli istinti aggressivi.
ZKN_X_155_000	Spesso se ne sta appallottolato giacché timido. Se è attaccato, si difende infuocando il dorso.
ZKN_X_156_000	Prima di lottare mostra il dorso al nemico per impressionarlo con la potenza delle sue fiamme.
ZKN_X_157_000	Quando è davvero arrabbiato diventa così caldo che qualsiasi cosa tocchi va subito a fuoco.
ZKN_X_158_000	Piccolo, ma forte e deciso. Non esita ad avventarsi su qualsiasi cosa si muova.
ZKN_X_159_000	Se perde un dente gliene ricresce un altro. La sua bocca contiene sempre 48 denti.
ZKN_X_160_000	Di solito si muove lentamente, ma quando attacca e morde la preda si muove a una velocità incredibile.
ZKN_X_161_000	La vedetta avverte i suoi compagni del pericolo gridando e battendo la coda sul terreno.
ZKN_X_162_000	Si addormenta avvolto nell'esile corpo della madre. Mette all'angolo i nemici con movimenti rapidi.
ZKN_X_163_000	Ha un eccezionale senso del ritmo. Tiene il tempo piegando la testa a intervalli regolari.
ZKN_X_164_000	Ha degli occhi speciali con cui concentra anche la luce più fioca per poter vedere al buio.
ZKN_X_165_000	Quando inizia a far freddo, i Ledyba si riuniscono da ogni luogo per scaldarsi tra loro.
ZKN_X_166_000	Si aggira nella notte stellata lasciando cadere una scia di polvere incandescente.
ZKN_X_167_000	Tesse la tela con un filo sottile ma resistente. Poi attende paziente che una preda ci finisca dentro.
ZKN_X_168_000	Seguendo il filo che gli esce da dietro, si giunge di certo fino al suo nido.
ZKN_X_169_000	Vola nel buio con le sue quattro ali in modo talmente silenzioso che è difficile notarlo anche se è vicino.
ZKN_X_170_000	Negli oscuri fondali oceanici il suo unico mezzo di comunicazione sono le luci sempre lampeggianti.
ZKN_X_171_000	La sua luce è visibile anche quando si trova in profondità. È soprannominato "Stella degli abissi".
ZKN_X_172_000	Quando le code dei Pichu si toccano, fanno scintille. Pare che si tratti di una prova di coraggio.
ZKN_X_173_000	Per il suo aspetto bizzarro, a forma di stella, c'è chi crede che provenga da una meteora.
ZKN_X_174_000	Anziché camminare sulle sue corte zampe, preferisce rimbalzare sul suo corpo soffice e delicato.
ZKN_X_175_000	Il suo guscio sembra ricolmo di gioia. Si dice che porti fortuna se lo si tratta bene.
ZKN_X_176_000	S'intristisce se non si trova con persone gentili. Può restare sospeso in aria senza bisogno di muovere le ali.
ZKN_X_177_000	Poiché le sue ali non sono ancora ben sviluppate, deve saltellare. Sembra fissare sempre qualcosa.
ZKN_X_178_000	Quando, all'alba, inizia a meditare, riesce a rimanere immobile fino alla fine del giorno.
ZKN_X_179_000	Se il manto è carico d'elettricità, le sue dimensioni raddoppiano e può dare la scossa.
ZKN_X_180_000	La soffice pelliccia raccoglie elettricità. Non resta fulminato grazie a uno strato di pelle gommosa.
ZKN_X_181_000	La punta molto luminosa della coda è visibile da grandi distanze. Fa da segnale per chi si è perso.
ZKN_X_182_000	A volte gruppi di Bellossom sembrano danzare. Si dice che sia un rito per invocare il sole.
ZKN_X_183_000	La pelliccia è idrorepellente. Così, rimane asciutto anche giocando nell'acqua.
ZKN_X_184_000	Le lunghe orecchie sono ottimi sensori. Distingue i movimenti di esseri viventi sui fondali fluviali.
ZKN_X_185_000	Sebbene finga di essere un albero, la composizione sembra più simile a quella di una roccia.
ZKN_X_186_000	Quando tre o più Politoed si trovano insieme, iniziano a cantare ad alta voce producendo un gran frastuono.
ZKN_X_187_000	Ha un corpo così leggero che deve aggrapparsi saldamente al suolo per non volare via.
ZKN_X_188_000	Il fiore sul capo si apre e si chiude con il continuo mutare della temperatura corporea.
ZKN_X_189_000	Sospinto dai venti stagionali, gira intorno al globo sparpagliando i suoi semi simili al cotone.
ZKN_X_190_000	Vive in cima agli alberi più alti. Usando abilmente la coda, mantiene l'equilibrio quando salta di ramo in ramo.
ZKN_X_191_000	Piomba dall'alto improvvisamente. Se è attaccato da uno Spearow, agita violentemente le foglie.
ZKN_X_192_000	Con l'avvicinarsi della bella stagione, i suoi petali si fanno più vivi e splendenti.
ZKN_X_193_000	Ha un campo visivo a 360 gradi senza muovere la testa. Riesce a vedere persino le prede alle sue spalle.
ZKN_X_194_000	Vive nell'acqua fredda. Quando fa freddo fuori, esce dall'acqua per cercare cibo.
ZKN_X_195_000	È pigro per natura. Sta sul fondo dei fiumi con la bocca aperta in attesa di afferrare la preda.
ZKN_X_196_000	Mentre predice la prossima mossa del nemico, la coda biforcuta gli inizia a tremare.
ZKN_X_197_000	La luce lunare ha mutato la struttura genetica di Eevee. Si cela nel buio in attesa della preda.
ZKN_X_198_000	Nasconde in un luogo segreto ogni oggetto che trova. Murkrow e Meowth si derubano tra di loro.
ZKN_X_199_000	Dotato di incredibile intelligenza e intuito, sa restare calmo e padrone di sé in ogni situazione.
ZKN_X_200_000	Si nutre delle preoccupazioni che assorbe con le sue sfere rosse. Di giorno dorme nell'oscurità.
ZKN_X_201_000	Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.
ZKN_X_202_000	Odia la luce e gli shock. Se è attaccato, gonfia il corpo per preparare il contrattacco.
ZKN_X_203_000	La testa che ha sulla coda rimane vigile mentre dorme. La coda, infatti, non ha bisogno di riposare.
ZKN_X_204_000	Inspessisce il guscio aggiungendo strati di corteccia. Non lo impensierisce l'aumento di peso.
ZKN_X_205_000	È incassato in una conchiglia d'acciaio. A parte gli occhi scrutatori, nessuno sa cosa ci sia all'interno.
ZKN_X_206_000	Se lo si scopre, questo Pokémon fugge all'indietro scavando furiosamente nel terreno con la coda.
ZKN_X_207_000	Di solito sta attaccato agli scogli. Attacca la preda spalancando le ali e planando.
ZKN_X_208_000	Temprato dalla pressione e dal calore sotterraneo, il suo corpo è più duro di qualsiasi metallo.
ZKN_X_209_000	Ha uno spirito attivo e giocoso. A molti piace giocherellare con lui per i suoi modi affettuosi.
ZKN_X_210_000	Malgrado il suo aspetto, è molto timido. Se si arrabbia, tuttavia, colpisce con le sue enormi zanne.
ZKN_X_211_000	Per sparare le punte velenose, gonfia il corpo bevendo più di 10 l d'acqua in una volta.
ZKN_X_212_000	Le chele, che contengono acciaio, possono fare a pezzi qualsiasi oggetto afferrino.
ZKN_X_213_000	Il suo guscio è come un vaso nel quale conserva le bacche, che a un certo punto si trasformano in un denso succo.
ZKN_X_214_000	Questo potente Pokémon infilza con il corno la pancia del nemico, sollevandolo e lanciandolo lontano.
ZKN_X_215_000	Mangia uova rubate dai nidi. Attacca i nemici nei punti deboli con i suoi artigli uncinati.
ZKN_X_216_000	Se trova del miele la sua mezzaluna diventa più luminosa. Si lecca le zampe intrise di miele.
ZKN_X_217_000	Con la sua capacità di distinguere qualsiasi odore, trova cibo nel terreno anche a grandi profondità.
ZKN_X_218_000	Comune nelle aree vulcaniche, striscia in giro lentamente, sempre alla ricerca di luoghi caldi.
ZKN_X_219_000	A volte intense fiamme partono dal fragile guscio e avvolgono tutto il suo corpo.
ZKN_X_220_000	Sfrega il muso sul terreno per scovare del cibo. Talvolta scopre sorgenti d'acqua calda.
ZKN_X_221_000	Ha le zampe corte, ma grazie agli zoccoli ruvidi, riesce a non scivolare neppure sul ghiaccio.
ZKN_X_222_000	Muta la pelle e cresce di continuo. La punta che ha sul capo è un simbolo della sua bellezza.
ZKN_X_223_000	La sua precisione è straordinaria. Può colpire una preda in movimento anche a più di 100 m.
ZKN_X_224_000	Ama rintanarsi nei vasi o nelle fessure della roccia, da dove attacca sparando getti d'inchiostro.
ZKN_X_225_000	Trascina il cibo avvolgendolo nella coda e ha l'abitudine di condividerlo con chi si perde fra le montagne.
ZKN_X_226_000	Prende velocità nuotando e, quando è pronto, usa le onde come trampolini per saltare a volte anche fino a 100 m.
ZKN_X_227_000	Facendo il nido tra i rovi, le ali dei suoi piccoli si rinforzano per i graffi causati dalle spine.
ZKN_X_228_000	All'alba, i suoi sinistri urli riecheggiano nell'aria. In questo modo demarca il territorio.
ZKN_X_229_000	Molto tempo fa, si riteneva che le sue urla sinistre coincidessero con la chiamata della morte.
ZKN_X_230_000	Si dice che si nasconda in grotte sott'acqua. Il suo sbadiglio può provocare dei vortici.
ZKN_X_231_000	Dà colpi con il muso in segno di affetto, ma è così forte che può far volare la gente in questo modo.
ZKN_X_232_000	Ha zanne dure e affilate e la pelle grinzosa. La sua Azione è così forte da abbattere una casa.
ZKN_X_233_000	Ricerche avanzate hanno potenziato le sue capacità. Ora può fare movimenti che non erano programmati.
ZKN_X_234_000	Chi fissa le sue corna riceve una strana sensazione, quasi come se venisse risucchiato.
ZKN_X_235_000	Delimita il suo territorio usando la coda come se fosse un pennello. Ha lasciato oltre 5.000 segni diversi.
ZKN_X_236_000	Sempre traboccante di energia. Per rinforzarsi continua a combattere anche dopo aver perso.
ZKN_X_237_000	Combatte mentre gira come una trottola. La forza centrifuga decuplica il suo potere distruttivo.
ZKN_X_238_000	Le labbra sono la parte più sensibile del corpo, il primo organo con cui analizza nuovi oggetti.
ZKN_X_239_000	Genera elettricità roteando le braccia. Tuttavia, non riesce a immagazzinare l'energia creata.
ZKN_X_240_000	È di piccole dimensioni, ma la temperatura del suo corpo è di 600 ºC. Quando respira emette scintille da naso e bocca.
ZKN_X_241_000	Se ha appena avuto un piccolo, il latte che produce è molto più nutriente del normale.
ZKN_X_242_000	Le uova che depone sono piene di felicità. Un assaggio rende chiunque allegro.
ZKN_X_243_000	Grazie alle nubi di pioggia che ha con sé lancia fulmini a volontà. Pare che sia arrivato con un lampo.
ZKN_X_244_000	Un Pokémon che corre in lungo e in largo. Si dice che nasca ogni volta che si forma un nuovo vulcano.
ZKN_X_245_000	Corre per tutto il mondo per purificare l'acqua contaminata. Si allontana con i venti del nord.
ZKN_X_246_000	Si nutre di terra. Dopo aver divorato una montagna intera, si addormenta per poter crescere.
ZKN_X_247_000	Il suo corpo è duro come la roccia. Riesce a muoversi come un razzo espellendo gas con tutta la sua forza.
ZKN_X_248_000	Anche una sola delle sue mani può far tremare la terra e sbriciolare le montagne.
ZKN_X_249_000	Dorme in una fossa negli abissi marini. Con un battito d'ali provoca una tempesta di 40 giorni.
ZKN_X_250_000	Narra la leggenda che il suo corpo brilli di sette colori. Volando lascia un arcobaleno dietro di sé.
ZKN_X_251_000	Questo Pokémon viaggia attraverso il tempo. Le foreste in cui appare prosperano rigogliose.
ZKN_X_252_000	Riesce a scalare rapidamente anche pareti verticali. Rileva l'umidità attraverso la coda per prevedere il tempo dell'indomani.
ZKN_X_253_000	I muscoli delle zampe estremamente sviluppati gli permettono di saltare fino a grandi altezze.
ZKN_X_254_000	Le foglie che crescono sulle sue braccia tagliano anche grandi alberi. Nel suo habitat, è imbattibile.
ZKN_X_255_000	Nel ventre ha una sacca di fuoco che brucia in continuazione. Se lo si abbraccia, emana calore.
ZKN_X_256_000	Possiede l'abilità di sferrare anche dieci calci al secondo. Emette urla strazianti per intimorire i nemici.
ZKN_X_257_000	Riesce a superare un edificio di 30 piani con un salto. I suoi pugni di fuoco inceneriscono il nemico.
ZKN_X_258_000	La grande pinna sulla coda gli conferisce una straordinaria accelerazione in acqua. È minuto, ma forte.
ZKN_X_259_000	Grazie alle zampe vigorose, si muove con disinvoltura anche nel fango. Dorme immerso nella melma.
ZKN_X_260_000	Ha braccia dure come roccia, capaci di frantumare in mille pezzi un masso con un colpo solo.
ZKN_X_261_000	Pokémon di natura ostinata. Insegue la preda prescelta finché questa non è esausta.
ZKN_X_262_000	La sua eccezionale obbedienza verso gli Allenatori esperti deriva dall'antica abitudine di vivere in branchi.
ZKN_X_263_000	Avanza a zigzag. È bravo a trovare strumenti nell'erba e sul terreno.
ZKN_X_264_000	Quando corre in rettilineo può raggiungere i 100 km/h, ma le curve non sono il suo forte.
ZKN_X_265_000	Ama mangiare le foglie. Se Starly lo attacca, si difende con gli aculei che ha sulla parte posteriore.
