~~~~~~~~~~~~~~~
Text File : monsname_jpn.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	タマゴ
ZKN_ULMOON_706_000	ヌルヌルの　ひふの　したには ぶあつい　しぼうの　そうが　あり てきの　こうげきを　うけながす。
ZKN_ULMOON_707_000	むかしは　こうざんに　すんでいたが エサの　こうぶつが　へってきたので ひとざとに　あらわれるようになった。
ZKN_ULMOON_708_000	きりかぶに　なにかしらの　たましいが やどり　うまれた。　みどりの　はを にだしたしるは　まんびょうに　きく。
ZKN_ULMOON_709_000	あしの　さきから　のばした　ねっこで ちかくの　きぎを　あやつり　もりを あらすものを　おそう　ポケモンだ。
ZKN_ULMOON_710_000	
ZKN_ULMOON_711_000	
ZKN_ULMOON_712_000	
ZKN_ULMOON_713_000	
ZKN_ULMOON_714_000	エサと　なる　くだものを　さがして とびまわる。　じゅくして　いるかを ちょうおんぱで　はんべつ　できるぞ。
ZKN_ULMOON_715_000	いわも　くだく　ちょうおんぱで　めに はいる　もの　すべてに　こうげきを しかける　ちのけのおおい　ポケモン。
ZKN_ULMOON_716_000	
ZKN_ULMOON_717_000	
ZKN_ULMOON_718_000	せいたいけいを　おびやかす　ものと たたかうとき　さらに　きょうりょくな すがたに　へんかすると　いわれる。
ZKN_ULMOON_719_000	
ZKN_ULMOON_720_000	
ZKN_ULMOON_721_000	
ZKN_ULMOON_722_000	せまくて　くらいばしょが　おちつく。 トレーナーの　ふところや　バッグを すの　かわりに　することも　あるぞ。
ZKN_ULMOON_723_000	けはいに　とてもびんかん。　うしろに たつ　あいてを　けはいで　さっちして するどい　はねを　なげて　しとめる。
ZKN_ULMOON_724_000	わずか　０．１びょうで　ハネを つがえて　てきを　うつ。　まばたきの あいだに　しょうぶが　ついている。
ZKN_ULMOON_725_000	１ねんに　２ど　けが　はえかわる。 じきが　くると　じぶんの　からだに ひを　つけて　ふるい　けを　やく。
ZKN_ULMOON_726_000	たてがみが　ピンと　たっているときは ちょうしがよい　しょうこ。　ぐあいが わるいと　けがうしろに　ねてしまう。
ZKN_ULMOON_727_000	とうそうしんに　ひが　つくと こしの　まわりに　ある　ほのおも ひときわ　はげしく　もえあがる。
ZKN_ULMOON_728_000	だんりょくせいの　ある　みずの バルーンに　のって　だいジャンプ。 アクロバティックに　たたかうぞ。
ZKN_ULMOON_729_000	ふくらませた　みずのバルーンを てあしで　はじき　てきに　たたきつけ ばくはつさせて　こうげき　するのだ。
ZKN_ULMOON_730_000	うたひめの　いみょうを　もつ。 つきよの　ばんに　むれを　ひきいて うたう　すがたは　げんそうてき。
ZKN_ULMOON_731_000	ほそく　みえるが　きょうじんな くびの　きんにくをもつ。　びょうかん １６れんだで　きを　つつきまくるぞ。
ZKN_ULMOON_732_000	たべた　きのみのタネを　くちから はっしゃ。　タネはだいちに　ちらばり あらたな　くさきが　うまれるのだ。
ZKN_ULMOON_733_000	つがいが　なかむつまじいことで しられる。　えんぎもの　の　かわりに けっこんしきに　つれて　こられる。
ZKN_ULMOON_734_000	なんでも　たべるが　しんせんで いきているものが　いいので　えものを さがして　みちを　ねりあるく。
ZKN_ULMOON_735_000	とても　がまんづよい　せいしつだが こうぶつの　コラッタを　みつけると われを　わすれて　とびかかるぞ。
ZKN_ULMOON_736_000	ネバネバした　いとを　はき　あいての うごきを　とめた　ところを　するどく じょうぶなアゴで　はさみ　しとめる。
ZKN_ULMOON_737_000	おそわれても　がんじょうな　カラで まもりに　てっする。　しつこい あいてには　でんきで　はんげき。
ZKN_ULMOON_738_000	アクロバティックな　ひこうで　てきを かくらん。　ひるんだ　すきを　ついて でんげきビームを　おみまいする。
ZKN_ULMOON_739_000	ヤシのきと　まちがえて　ナッシーに のぼることもある。　いかりを　かって ふりおとされて　ふみつけられる。
ZKN_ULMOON_740_000	かんがえるより　まず　なぐってみる。 ゆきなだれを　パンチの　ラッシュで おしかえしたという　きろくも　ある。
ZKN_ULMOON_741_000	くれないのミツを　すった　オドリドリ。 トレーナーが　しじを　まちがえると はげしく　おこる　げきじょうか　だ。
ZKN_ULMOON_742_000	いきものの　オーラを　かんじとる。 オーラから　うごきを　さきよみ　して てきを　ほんろう　するのが　とくい。
ZKN_ULMOON_743_000	しつどや　かざむき　から　てんこうを よそく　できる。　せいてんが　つづく ときにしか　すがたを　みせないのだ。
ZKN_ULMOON_744_000	くびの　いわを　こすりつけてくるのは しんあいの　あかし。　ただし　いわは するどいので　かなり　いたいぞ。
ZKN_ULMOON_745_000	タテガミの　いわは　ナイフより するどい　きれあじ。　かけた　はへんは おまもり　として　たいせつに　される。
ZKN_ULMOON_746_000	ピンチに　なると　ひとみを　ひからせ なかまを　よぶ。　その　ひかりは ４０キロメートル　さきまで　とどく。
ZKN_ULMOON_747_000	あたま　いがいの　ばしょ　なら ちぎれても　すぐに　さいせいする。 ひとばん　ねむれば　もとどおりだ。
ZKN_ULMOON_748_000	１２ほんの　あしで　なかみを　まもる ドームを　つくる。　しおの　ながれを うけないので　とても　すごしやすいぞ。
ZKN_ULMOON_749_000	かなりの　ちからもち。　じぶんの たいじゅうの　５０ばいの　にもつを のせられても　まるで　へいきだ。
ZKN_ULMOON_750_000	１０トン　ある　にもつを　ひきながら みっかみばん　やすまずに　やまみちを あるきつづけることが　できるのだ。
ZKN_ULMOON_751_000	みずの　なかに　とけた　さんそしか すえないので　すいほうを　かぶって りくちを　あるきまわるのだ。
ZKN_ULMOON_752_000	だいじなものを　すいほうに　しまう しゅうせいがある。　ちゅういしないと トレーナーも　しまおうとしてくるぞ。
ZKN_ULMOON_753_000	おひさまの　ひかりが　だいすき。 しっかり　にっこうよくを　することで いろあざやかに　そだっていくのだ。
ZKN_ULMOON_754_000	まいを　まうように　てきを　きりさく。 みやびな　すがた　から　もっとも あでやかな　くさポケモンと　よばれる。
ZKN_ULMOON_755_000	うすぐらく　しめったばしょが　すき。 よるに　なると　キノコの　かさに つまった　ほうしが　はっこうする。
ZKN_ULMOON_756_000	なわばりを　めぐり　パラセクトと あらそい　はじめると　あたりいちめん ほうしまみれに　なってしまうぞ。
ZKN_ULMOON_757_000	どくガスで　あいてを　フラフラに よわらせてから　おそう。　いつも フラフラしてる　パッチールは　にがて。
ZKN_ULMOON_758_000	エサが　とれなかった　ヤトウモリを ほのおが　ふきだす　てのひらで はげしく　ビンタし　おしおきする。
ZKN_ULMOON_759_000	だきしめられたり　さわられるのが だいきらい。　ジタバタ　あばれて ていこうする　ちからは　ものすごい。
ZKN_ULMOON_760_000	すさまじい　かいりきが　じまん。 アローラちほうで　もっとも　きけんな ポケモンと　よぶ　ひとも　おおい。
ZKN_ULMOON_761_000	とりポケモンに　のみこまれそうに なると　あたまのヘタを　かいてんして ていこうするが　たいてい　ダメだ。
ZKN_ULMOON_762_000	とびはねるように　うごきまわり あたまの　ヘタを　ふりまわす。 ぶつけられると　かなり　いたいぞ。
ZKN_ULMOON_763_000	こうげきてきな　きしつの　ポケモンで キックの　めいしゅ。　あいてを けりあげるたび　たかわらいする。
ZKN_ULMOON_764_000	つんだ　はなを　たいえきで　からだに くっつける。　はなびらから　ただよう かおりには　いやしの　こうかがある。
ZKN_ULMOON_765_000	ヤレユータンどうしは　なかが　わるく どちらが　かしこく　かくが　うえか ちえくらべを　くりかえす。
ZKN_ULMOON_766_000	きのみは　ぶきで　あり　しゅしょく。 むれの　なかで　１ばん　とおくまで きのみを　なげられるものが　ボスだ。
ZKN_ULMOON_767_000	とても　しょうしんものの　ポケモン。 なにかが　ちかづくだけで　こうそくで あしを　うごかして　にげていくよ。
ZKN_ULMOON_768_000	じゆうに　のびちぢみする　ツメが さいだいの　ぶき。　コソクムシを したがえていることも　あるのだ。
ZKN_ULMOON_769_000	すなあそびで　つくった　すなやまは かえるとき　こわさないと　たましいが やどり　スナバァに　なるかもしれない。
ZKN_ULMOON_770_000	すなあらしを　まきおこし　あいての みうごきを　ふうじてから　せいきを うばう　おそろしい　ポケモンだ。
ZKN_ULMOON_771_000	ぜんしん　たいえきで　ヌルヌル。 うっかり　ふむと　ころんでしまうし おこって　なぐってくるぞ。
ZKN_ULMOON_772_000	ぼうそうの　きけんが　あるため せいぎょマスクに　よって　ほんとうの ちからを　ふういん　されているのだ。
ZKN_ULMOON_773_000	せいぎょマスクを　はかい　できたのは パートナーとの　きずなに　よって つよい　せいしんりょくを　えたからだ。
ZKN_ULMOON_774_000	がいかくは　とても　がんじょうだが ちじょうに　らっかする　ショックで こっぱみじんに　くだけてしまう。
ZKN_ULMOON_775_000	しぬまで　ずっと　ねむったままなのは エサの　はっぱに　ますいの　ような せいぶんが　ふくまれているからだ。
ZKN_ULMOON_776_000	ばくはつする　こうらは　やっかいだが しっけに　よわい。　あめの　ひは どうくつのおくで　じっと　している。
ZKN_ULMOON_777_000	でんきを　つくる　ちからは　あまり つよくないので　かみなりを　あびて じゅうでん　するぞ。
ZKN_ULMOON_778_000	かぜが　まって　ぐうぜん　なかみを みてしまった　トレーナーは　そのひの ばんに　くるしみ　もがいて　しんだ。
ZKN_ULMOON_779_000	ヒドイデの　ハリも　とおさないほど ぶあつい　ひふ。　じょうぶな　はで ボリボリと　ハリを　かじって　くう。
ZKN_ULMOON_780_000	まちに　あらわれ　こどもと　あそぶ。 きけんな　めに　あっても　こどもを まもるので　おくさんも　あんしんだ。
ZKN_ULMOON_781_000	くさりの　ような　みどりの　もくずは すうひゃくメートルも　のびる。 クズモーと　なぜか　なかよし。
ZKN_ULMOON_782_000	てきに　せなかを　みせず　たたかう。 ゆうかんな　せいしつから　こだいの せんしは　このんで　なかまに　した。
ZKN_ULMOON_783_000	はがれた　ウロコを　たたいて　なべや フライパンに　かこう。　ひの　とおりが よくて　つかいやすいと　こうひょう。
ZKN_ULMOON_784_000	はがねの　ウロコを　まとう　こぶしを ふるって　ゆうかんに　たたかう。 じまんの　とくぎは　アッパーカット。
ZKN_ULMOON_785_000	かみなりを　あやつる　メレメレの まもりがみ。　こうきしんおうせいで ときおり　ひとまえに　あらわれる。
ZKN_ULMOON_786_000	まもりがみと　よばれるが　むじゃきで ざんこくな　せいしつも　あわせもつ しぜんのけしんと　いえる　そんざい。
ZKN_ULMOON_787_000	シッポを　ならし　いばしょを　つたえ むだなあらそいを　さける。　くさきを あやつる　ウラウラの　まもりがみ。
ZKN_ULMOON_788_000	まもりがみと　よばれるが　むやみに ちかづく　あいてには　おそろしい わざわいを　もたらすこともある。
ZKN_ULMOON_789_000	このせかいの　ポケモンかは　なぞ。 ピンチに　なると　ワープを　つかって あんぜんな　ばしょへ　みを　かくす。
ZKN_ULMOON_790_000	ひかりを　すいながら　せいちょうを つづけている。　きんいろの　からは おどろくほどに　がんじょう。
ZKN_ULMOON_791_000	はるか　おおむかしの　ぶんけんに たいようを　くらいし　けものと　いう なまえで　きろくが　のこっている。
ZKN_ULMOON_792_000	いせかいに　つうじる　あな　から みちの　ちからや　せいめいを　この せかいに　よびよせることも　ある。
ZKN_ULMOON_793_000	ウルトラホールから　このせかいに あらわれた。　ポケモンや　にんげんに きせいして　いきているようだ。
ZKN_ULMOON_794_000	いじょうな　までに　ぼうちょうする きんにくを　みせつけてきた。 ウルトラビーストの　いっしゅ。
ZKN_ULMOON_795_000	このせかいでは　いしつで　きけんだが ほんらい　すんでいる　せかいでは ふつうに　みかける　せいぶつらしい。
ZKN_ULMOON_796_000	ウルトラビーストと　よばれる。 じゅもくのように　じめんに　てあしを さしたまま　うごかないもの　もいる。
ZKN_ULMOON_797_000	このせかいでは　いしつで　きけんだが ほんらい　すんでいる　せかいでは ふつうに　みかける　せいぶつらしい。
ZKN_ULMOON_798_000	このせかいでは　いしつで　きけんだが ほんらい　すんでいる　せかいでは ふつうに　みかける　せいぶつらしい。
ZKN_ULMOON_799_000	ＵＢと　よばれる　みちの　せいめい。 つねに　はらを　すかせているのか ずっと　なにかを　くらっている。
ZKN_ULMOON_800_000	ひかりが　エネルギーげん。　ひかりを くらわないで　いると　ふじゅんぶつが たまり　くろずんで　うごけなくなる。
ZKN_ULMOON_801_000	およそ　５００ねんまえ　かがくしゃに よって　つくられた。　ソウルハートと よばれる　パーツが　ほんたいなのだ。
ZKN_ULMOON_802_000	ひとや　ポケモンの　かげの　なかに もぐる。　もぐった　あいての　きもちを りかいして　のうりょくを　コピーする。
ZKN_ULMOON_803_000	いせかいに　すむ　ウルトラビースト。 あたまの　どくばりから　どくえきを あいてに　かけて　ケラケラ　わらう。
ZKN_ULMOON_804_000	ウルトラビーストの　いっしゅ。 どくばりから　ねんどが　たかく ひかる　どくえきを　はっしゃする。
ZKN_ULMOON_805_000	ＵＢらしき　なぞの　せいめいたい。 とつぜん　うごきだして　おそってきた いしがきの　しょうたいは　こいつだ。
ZKN_ULMOON_806_000	ウルトラホールから　あらわれたＵＢ。 ばくはつで　あいてを　おどろかし そのすきに　せいきを　うばっていた。
ZKN_ULMOON_807_000	かみなりが　おちるのと　おなじ はやさで　てきに　きゅうせっきん。 するどい　ツメで　やつざきに　する。
ZKN_ULMOON_808_000	
ZKN_ULMOON_003_001	
ZKN_ULMOON_006_001	
ZKN_ULMOON_006_002	
ZKN_ULMOON_009_001	
ZKN_ULMOON_015_001	
ZKN_ULMOON_018_001	
ZKN_ULMOON_019_001	エサを　もとめて　よなよな　みんかに しのびこむ。　たいりょう　はっせいが しゃかい　もんだいと　なっている。
ZKN_ULMOON_020_001	コラッタたちを　ひきいて　むれを つくる。　むれどうしは　なかが　わるく エサばを　めぐり　はげしく　あらそう。
ZKN_ULMOON_020_002	
ZKN_ULMOON_025_001	あいぼうの　トレーナーの　ぼうしを かぶった　ピカチュウ。　サイズが あっておらず　すこし　ブカブカだ。
ZKN_ULMOON_025_002	あいぼうの　トレーナーの　ぼうしを かぶった　ピカチュウ。　サイズが あっておらず　すこし　ブカブカだ。
ZKN_ULMOON_025_003	あいぼうの　トレーナーの　ぼうしを かぶった　ピカチュウ。　サイズが あっておらず　すこし　ブカブカだ。
ZKN_ULMOON_025_004	あいぼうの　トレーナーの　ぼうしを かぶった　ピカチュウ。　サイズが あっておらず　すこし　ブカブカだ。
ZKN_ULMOON_025_005	あいぼうの　トレーナーの　ぼうしを かぶった　ピカチュウ。　サイズが あっておらず　すこし　ブカブカだ。
ZKN_ULMOON_025_006	あいぼうの　トレーナーの　ぼうしを かぶった　ピカチュウ。　サイズが あっておらず　すこし　ブカブカだ。
ZKN_ULMOON_025_007	あいぼうの　トレーナーの　ぼうしを かぶった　ピカチュウ。　サイズが あっておらず　すこし　ブカブカだ。
ZKN_ULMOON_026_001	ほっぺを　もみしだくと　あまくて かぐわしい　においが　ただよう。 ただし　かるく　しびれてしまうぞ。
ZKN_ULMOON_027_001	せなかの　ひふは　はがねの　かたさ。 やわらかい　おなかを　ねらわれるので ひっしに　じめんに　しがみつく。
ZKN_ULMOON_028_001	おおむかしは　さばくに　すんでいた。 するどいツメを　しっかり　つきたてて ひょうざんも　すべらず　のぼっていく。
ZKN_ULMOON_037_001	むれで　たすけあって　いきている。 マイナス　５０どの　いきで　えものを しっかり　こおらせてから　くらう。
ZKN_ULMOON_038_001	キュウコンの　すむ　やまには　かみが おとずれると　いわれ　むかしは たちいることを　きんじられていた。
ZKN_ULMOON_050_001	ほかの　ちほうの　ディグダよりも ちからもち。　ようがんしつの　じめんを ほりすすめる　うち　きたえられたのだ。
ZKN_ULMOON_051_001	きんいろに　ひかる　ヒゲは　こうどな センサー。　すうキロさきの　おとも しんどうとして　かんち　できるのだ。
ZKN_ULMOON_052_001	おおむかしに　さかえた　おうぞくが ほかの　ちほうから　つれてきた。 わがままで　プライドが　たかい。
ZKN_ULMOON_053_001	まるいかおは　とみの　しょうちょう。 より　ふくよかで　おおきな　かおの ペルシアンが　うつくしいと　される。
ZKN_ULMOON_065_001	きんにくと　ひきかえに　フーディンの しんの　ちからが　かいほう　された。 サイコパワーで　すべてを　みとおす。
ZKN_ULMOON_074_001	ずつきで　なかまと　きそいあう。 あたまの　さてつは　じりょくの つよいほうに　ひっついて　しまうぞ。
ZKN_ULMOON_075_001	こうぶつの　いしの　えいきょうで ぜんしんが　でんきを　おびている。 とても　けんかっぱやい　せいかく。
ZKN_ULMOON_076_001	たいでんした　おおいわを　はっしゃ。 ちゃくだんすると　あたり　いったいに すさまじい　でんげきが　ほとばしる。
ZKN_ULMOON_080_001	シェルダーに　まるのみ　されて てっぺきの　まもりを　てに　いれた。 なかは　けっこう　かいてき　なのだ。
ZKN_ULMOON_088_001	ゴミもんだいを　かいけつ　するために アローラに　つれて　こられた。　どんな ゴミでも　うまそうに　たいらげる。
ZKN_ULMOON_089_001	キバや　ツメに　みえるのは　どくその けっしょう。　ふれるだけで　どくに おかされるので　ちかづくのは　キケン。
ZKN_ULMOON_094_001	メガシンカに　よって　いじげんへの アクセスが　かのうに。　ぜんしんが あやしい　パワーに　みちみちている。
ZKN_ULMOON_103_001	ながいくびを　ムチのように　しならせ あたまを　あいてに　たたきつける。 じぶんも　すこしクラクラしてしまう。
ZKN_ULMOON_105_001	ホネで　なぐると　のろいの　ほのおが もえうつる。　いくら　みずを　かけても いつまでも　きえずに　もえつづけるぞ。
ZKN_ULMOON_105_002	
ZKN_ULMOON_115_001	メガシンカした　この　せなかを　みた ははおやは　いずれ　おとずれる わかれのひに　おもいを　はせるのだ。
ZKN_ULMOON_127_001	もうスピードで　とびまわり　あいての すきを　ねらっている。　きょだいな ハサミで　くしざしにする　つもりだ。
ZKN_ULMOON_130_001	マッハの　そくどで　すいちゅう　から とびだす。　まきこまれれば　おおきな ふねも　まっぷたつに　へしおれるぞ。
ZKN_ULMOON_142_001	メガシンカに　より　うしなわれていた いでんしが　よみがえり　ぜんしんを おおう　するどい　いわが　ふっかつ。
ZKN_ULMOON_150_001	
ZKN_ULMOON_150_002	
ZKN_ULMOON_181_001	ぼうだいな　エネルギーが　さいぼうを はげしく　しげき。　ねむっていた ドラゴンの　ちが　めざめたらしい。
ZKN_ULMOON_201_001	
ZKN_ULMOON_201_002	
ZKN_ULMOON_201_003	
ZKN_ULMOON_201_004	
ZKN_ULMOON_201_005	
ZKN_ULMOON_201_006	
ZKN_ULMOON_201_007	
ZKN_ULMOON_201_008	
ZKN_ULMOON_201_009	
ZKN_ULMOON_201_010	
ZKN_ULMOON_201_011	
ZKN_ULMOON_201_012	
ZKN_ULMOON_201_013	
ZKN_ULMOON_201_014	
ZKN_ULMOON_201_015	
ZKN_ULMOON_201_016	
ZKN_ULMOON_201_017	
ZKN_ULMOON_201_018	
ZKN_ULMOON_201_019	
ZKN_ULMOON_201_020	
ZKN_ULMOON_201_021	
ZKN_ULMOON_201_022	
ZKN_ULMOON_201_023	
ZKN_ULMOON_201_024	
ZKN_ULMOON_201_025	
ZKN_ULMOON_201_026	
ZKN_ULMOON_201_027	
ZKN_ULMOON_208_001	
ZKN_ULMOON_212_001	はさむより　なぐるほうが　とくい。 ながいじかん　たたかうと　ハサミの おもさに　たえられなくなる。
ZKN_ULMOON_214_001	すさまじい　エネルギーを　あびて ビルドアップ。　メガシンカが　おわると ひどい　きんにくつうに　なやまされる。
ZKN_ULMOON_229_001	メガシンカで　ぜんしんが　はつねつ。 はげしい　ほのおの　いぶきを ふきだし　あいてを　すみに　かえる。
ZKN_ULMOON_248_001	メガシンカの　えいきょうで　さらに きょうぼうに　なった。　トレーナーの めいれいも　きこえているか　ふめい。
ZKN_ULMOON_254_001	
ZKN_ULMOON_257_001	
ZKN_ULMOON_260_001	
ZKN_ULMOON_282_001	
ZKN_ULMOON_302_001	きょだいかした　ほうせきで　あらゆる こうげきを　ガード。　ただし　すごく おもたいので　うごくのは　にがて。
ZKN_ULMOON_303_001	２つの　アゴは　いしが　あるように はげしく　あばれまくっている。 ひとかみで　がんせきも　コナゴナだ。
ZKN_ULMOON_306_001	
ZKN_ULMOON_308_001	
ZKN_ULMOON_310_001	からだに　でんきが　たまりすぎていて いらだっている。　らくらいと　おなじ スピードの　しゅんぱつりょくがある。
ZKN_ULMOON_319_001	とっしんした　しゅんかん　あたまから するどい　トゲが　とびだし　あいての からだを　ふかく　きずつける。
ZKN_ULMOON_323_001	
ZKN_ULMOON_334_001	
ZKN_ULMOON_351_001	あつい　ひざしを　あびていると このすがたに　かわる。　ほてった からだを　さわると　パサパサするぞ。
ZKN_ULMOON_351_002	あめに　うたれる　ポワルンの　すがた。 シャワーを　あびせた　じっけんでは この　かたちに　へんかしなかった。
ZKN_ULMOON_351_003	あられに　うたれると　この　すがたに へんかする。　ぜんしん　つめたく ひふは　すこし　こおっているぞ。
ZKN_ULMOON_354_001	メガシンカで　おんねんが　ぞうふく。 チャックの　なかに　しまわれていた のろいの　パワーが　あふれだす。
ZKN_ULMOON_359_001	メガシンカの　エネルギーを　いあつの オーラに　かえて　ふりまいている。 きのよわいひとは　ショックし　する。
ZKN_ULMOON_362_001	メガシンカの　パワーが　つよすぎて アゴが　くだけてしまった。　うまく エサを　くえずに　いらだっている。
ZKN_ULMOON_373_001	まえあしを　カラの　すきまに　のせて ひこうたいせいを　とる。　ふくざつな ちけいも　こうそくで　とびまわるぞ。
ZKN_ULMOON_376_001	かてないと　はんだんすると　ツメで あいてを　つかみ　だいばくはつの カウントを　はじめるぞ。
ZKN_ULMOON_380_001	
ZKN_ULMOON_381_001	
ZKN_ULMOON_382_001	
ZKN_ULMOON_383_001	
ZKN_ULMOON_384_001	
ZKN_ULMOON_386_001	
ZKN_ULMOON_386_002	
ZKN_ULMOON_386_003	
ZKN_ULMOON_412_001	
ZKN_ULMOON_412_002	
ZKN_ULMOON_413_001	
ZKN_ULMOON_413_002	
ZKN_ULMOON_414_001	
ZKN_ULMOON_414_002	
ZKN_ULMOON_421_001	
ZKN_ULMOON_422_001	たかい　さいせいのうりょくに　めを つけた　かがくしゃが　さいぼうの せいぶんを　ぶんせきちゅう。
ZKN_ULMOON_423_001	ぶんるいじょうは　シェルダーや パルシェンの　しんせき。　うみから あがって　エサを　さがすことも　ある。
ZKN_ULMOON_428_001	メガシンカに　よって　たたかいの ほんのうが　かくせい。　こうげきの じゃまに　なる　けを　ぬぎすてた。
ZKN_ULMOON_445_001	メガシンカまえ　より　きょうぼうな せいしつ。　りょううでの　カマで てきを　ズタズタに　きりきざむ。
ZKN_ULMOON_448_001	ばくはつてきな　エネルギーを　あびて とうそうほんのうが　めざめた。　てきに たいして　いっさい　ようしゃしない。
ZKN_ULMOON_460_001	
ZKN_ULMOON_475_001	
ZKN_ULMOON_479_001	
ZKN_ULMOON_479_002	
ZKN_ULMOON_479_003	
ZKN_ULMOON_479_004	
ZKN_ULMOON_479_005	
ZKN_ULMOON_487_001	
ZKN_ULMOON_492_001	
ZKN_ULMOON_493_001	
ZKN_ULMOON_493_002	
ZKN_ULMOON_493_003	
ZKN_ULMOON_493_004	
ZKN_ULMOON_493_005	
ZKN_ULMOON_493_006	
ZKN_ULMOON_493_007	
ZKN_ULMOON_493_008	
ZKN_ULMOON_493_009	
ZKN_ULMOON_493_010	
ZKN_ULMOON_493_011	
ZKN_ULMOON_493_012	
ZKN_ULMOON_493_013	
ZKN_ULMOON_493_014	
ZKN_ULMOON_493_015	
ZKN_ULMOON_493_016	
ZKN_ULMOON_493_017	
ZKN_ULMOON_531_001	
ZKN_ULMOON_550_001	みずうみのチンピラと　よぶ　ひとも いる。　いろの　ちがいの　いみは まだ　よく　わかっていないのだ。
ZKN_ULMOON_555_001	
ZKN_ULMOON_585_001	
ZKN_ULMOON_585_002	
ZKN_ULMOON_585_003	
ZKN_ULMOON_586_001	
ZKN_ULMOON_586_002	
ZKN_ULMOON_586_003	
ZKN_ULMOON_641_001	
ZKN_ULMOON_642_001	
ZKN_ULMOON_645_001	
ZKN_ULMOON_646_001	
ZKN_ULMOON_646_002	
ZKN_ULMOON_647_001	
ZKN_ULMOON_648_001	
ZKN_ULMOON_649_001	
ZKN_ULMOON_649_002	
ZKN_ULMOON_649_003	
ZKN_ULMOON_649_004	
ZKN_ULMOON_658_001	
ZKN_ULMOON_658_002	
ZKN_ULMOON_664_001	
ZKN_ULMOON_664_002	
ZKN_ULMOON_664_003	
ZKN_ULMOON_664_004	
ZKN_ULMOON_664_005	
ZKN_ULMOON_664_006	
ZKN_ULMOON_664_007	
ZKN_ULMOON_664_008	
ZKN_ULMOON_664_009	
ZKN_ULMOON_664_010	
ZKN_ULMOON_664_011	
ZKN_ULMOON_664_012	
ZKN_ULMOON_664_013	
ZKN_ULMOON_664_014	
ZKN_ULMOON_664_015	
ZKN_ULMOON_664_016	
ZKN_ULMOON_664_017	
ZKN_ULMOON_664_018	
ZKN_ULMOON_664_019	
ZKN_ULMOON_665_001	
ZKN_ULMOON_665_002	
ZKN_ULMOON_665_003	
ZKN_ULMOON_665_004	
ZKN_ULMOON_665_005	
ZKN_ULMOON_665_006	
ZKN_ULMOON_665_007	
ZKN_ULMOON_665_008	
ZKN_ULMOON_665_009	
ZKN_ULMOON_665_010	
ZKN_ULMOON_665_011	
ZKN_ULMOON_665_012	
ZKN_ULMOON_665_013	
ZKN_ULMOON_665_014	
ZKN_ULMOON_665_015	
ZKN_ULMOON_665_016	
ZKN_ULMOON_665_017	
ZKN_ULMOON_665_018	
ZKN_ULMOON_665_019	
ZKN_ULMOON_666_001	
ZKN_ULMOON_666_002	
ZKN_ULMOON_666_003	
ZKN_ULMOON_666_004	
ZKN_ULMOON_666_005	
ZKN_ULMOON_666_006	
ZKN_ULMOON_666_007	
ZKN_ULMOON_666_008	
ZKN_ULMOON_666_009	
ZKN_ULMOON_666_010	
ZKN_ULMOON_666_011	
ZKN_ULMOON_666_012	
ZKN_ULMOON_666_013	
ZKN_ULMOON_666_014	
ZKN_ULMOON_666_015	
ZKN_ULMOON_666_016	
ZKN_ULMOON_666_017	
ZKN_ULMOON_666_018	
ZKN_ULMOON_666_019	
ZKN_ULMOON_669_001	あたまの　かんむりは　はなの かふんを　あつめて　つくったもの。 いやしの　こうかが　ひめられている。
ZKN_ULMOON_669_002	あたまの　かんむりは　はなの かふんを　あつめて　つくったもの。 いやしの　こうかが　ひめられている。
ZKN_ULMOON_669_003	あたまの　かんむりは　はなの かふんを　あつめて　つくったもの。 いやしの　こうかが　ひめられている。
ZKN_ULMOON_669_004	あたまの　かんむりは　はなの かふんを　あつめて　つくったもの。 いやしの　こうかが　ひめられている。
ZKN_ULMOON_670_001	じぶんの　パワーを　はなに　あたえ こころを　こめて　せわを　する。 かだんを　あらすものは　ゆるさない。
ZKN_ULMOON_670_002	じぶんの　パワーを　はなに　あたえ こころを　こめて　せわを　する。 かだんを　あらすものは　ゆるさない。
ZKN_ULMOON_670_003	じぶんの　パワーを　はなに　あたえ こころを　こめて　せわを　する。 かだんを　あらすものは　ゆるさない。
ZKN_ULMOON_670_004	じぶんの　パワーを　はなに　あたえ こころを　こめて　せわを　する。 かだんを　あらすものは　ゆるさない。
ZKN_ULMOON_670_005	まがまがしい　はなには　おそろしい エネルギーが　ひめられているが それを　むじゃきに　ふりまわしている。
ZKN_ULMOON_671_001	すうひゃくねんの　じゅみょうをもつ。 ていえんを　まもりつづけることに その　いっしょうを　ささげるという。
ZKN_ULMOON_671_002	すうひゃくねんの　じゅみょうをもつ。 ていえんを　まもりつづけることに その　いっしょうを　ささげるという。
ZKN_ULMOON_671_003	すうひゃくねんの　じゅみょうをもつ。 ていえんを　まもりつづけることに その　いっしょうを　ささげるという。
ZKN_ULMOON_671_004	すうひゃくねんの　じゅみょうをもつ。 ていえんを　まもりつづけることに その　いっしょうを　ささげるという。
ZKN_ULMOON_676_001	ほうっておくと　たいもうは　どんどん のびつづけるが　しんらいした ものにしか　カットは　ゆるさない。
ZKN_ULMOON_676_002	ほうっておくと　たいもうは　どんどん のびつづけるが　しんらいした ものにしか　カットは　ゆるさない。
