~~~~~~~~~~~~~~~
Text File : itemname_esp.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	Ningún objeto
ZKN_X_069_000	Aunque su cuerpo es extremadamente delgado, es muy rápido a la hora de capturar sus presas.
ZKN_X_070_000	Las hojas que tiene actúan como cuchillas en combate. Otra de sus armas es el corrosivo fluido que expulsa.
ZKN_X_071_000	Dicen que vive en grandes colonias en el interior de las junglas, aunque nadie ha podido verificarlo.
ZKN_X_072_000	Su cuerpo se compone casi en exclusiva de agua. Lanza extraños rayos con sus ojos cristalinos.
ZKN_X_073_000	Cuando caza, extiende los cortos tentáculos que tiene para atrapar e inmovilizar a su presa.
ZKN_X_074_000	Aparecen en llanos y montañas. Como parecen rocas, la gente se tropieza con ellos o los pisa.
ZKN_X_075_000	De naturaleza descuidada y libre, no le importa dañarse cuando baja rodando montañas.
ZKN_X_076_000	Se lanza montaña abajo y deja un surco desde la cima hasta el pie. Es mejor mantenerse alejado.
ZKN_X_077_000	Cuando nace, apenas puede tenerse en pie. Pero va fortaleciendo las patas en cuanto empieza a galopar.
ZKN_X_078_000	Muy competitivo, este Pokémon perseguirá a todo lo que se mueva rápido e intentará salir airoso.
ZKN_X_079_000	Está siempre en su mundo, pero nadie sabe en qué piensa. Suele pescar con la cola.
ZKN_X_080_000	Tiene una cola tan apetecible que el Shellder que va enganchado a ella no se soltará por nada del mundo.
ZKN_X_081_000	Las unidades a los lados de su cuerpo generan energía antigravitatoria para mantenerlo en el aire.
ZKN_X_082_000	Lo constituye un grupo de Magnemite. Descarga potentes ondas magnéticas de alto voltaje.
ZKN_X_083_000	El puerro que lleva es su mejor arma. Suele usarlo como espada para cortar cosas.
ZKN_X_084_000	Este Pokémon de dos cabezas es el resultado de una mutación. Cuando corre, puede alcanzar casi 100 km por hora.
ZKN_X_085_000	Más vale no perder de vista ninguna de las tres cabezas. De lo contrario, el número de picotazos será enorme.
ZKN_X_086_000	Este Pokémon vive en icebergs. Nada en el mar y usa el cuerno de su cabeza para romper el hielo.
ZKN_X_087_000	Está recubierto de un luminoso pelaje blanco. Este Pokémon aumenta su actividad cuando bajan las temperaturas.
ZKN_X_088_000	Nace de lodo alterado al filtrarse en el agua los rayos X reflejados por la luna. Se alimenta de sustancias desagradables.
ZKN_X_089_000	Les encanta reunirse en zonas apestosas donde se acumula el lodo, lo que hace su olor más insoportable.
ZKN_X_090_000	La concha lo protege de cualquier tipo de ataque. Solo es vulnerable cuando se abre.
ZKN_X_091_000	A los Cloyster que viven en las fuertes corrientes marinas les crecen largas y afiladas púas en la concha.
ZKN_X_092_000	Su etéreo cuerpo está hecho de gas. Puede envolver a un oponente de cualquier tamaño hasta ahogarlo.
ZKN_X_093_000	Cuando tienes la sensación de que te están observando, seguro que es porque Haunter está cerca.
ZKN_X_094_000	Se esconde entre las sombras. Se dice que, donde Gengar acecha, la temperatura baja 5 ºC.
ZKN_X_095_000	Cava a gran velocidad en busca de comida. Los túneles que deja son usados por los Diglett.
ZKN_X_096_000	Adormece a sus enemigos y se come sus sueños. A veces se pone enfermo si come pesadillas.
ZKN_X_097_000	Lleva un péndulo en la mano. Una vez, hizo desaparecer a un niño al que había hipnotizado.
ZKN_X_098_000	Ante el peligro, se camufla con las burbujas que desprende su boca, para parecer más grande.
ZKN_X_099_000	La pinza tan grande que tiene posee una fuerza de 10 000 caballos de potencia. Pero, por su gran tamaño, cuesta moverla.
ZKN_X_100_000	Fue descubierto cuando se crearon las Poké Balls. Se dice que tiene algo que ver con ellas.
ZKN_X_101_000	Explotan a la mínima. Por eso se les tiene mucho miedo. Estos Pokémon reciben el mote de Bomba Ball.
ZKN_X_102_000	Estos seis huevos se comunican por telepatía. Si se separan, se pueden reunir rápidamente.
ZKN_X_103_000	Sus tres cabezas piensan de forma independiente. Sin embargo, son amigas y no suelen discutir nunca.
ZKN_X_104_000	Lleva puesto el cráneo de su madre. Cuando se siente solo se pone a gritar muy fuerte.
ZKN_X_105_000	Es pequeño y siempre ha sido muy débil. Cuando empezó a usar huesos, se volvió más violento.
ZKN_X_106_000	Encoge y estira las patas a su antojo. Cuando las estira, es capaz de propinar una buena patada al enemigo.
ZKN_X_107_000	Los potentes golpes de sus brazos pueden pulverizar el hormigón. Descansa tras luchar tres minutos.
ZKN_X_108_000	Su larga lengua, recubierta de saliva pegajosa, se pega a todo, por lo que es muy útil.
ZKN_X_109_000	Tiene forma de globo y es muy ligero. Está compuesto por gases tóxicos y apesta.
ZKN_X_110_000	Si uno de los gemelos Koffing se infla, el otro se desinfla. Mezclan constantemente sus venenosos gases.
ZKN_X_111_000	Es muy fuerte, pero no especialmente listo. Es capaz de derribar rascacielos usando Placaje varias veces.
ZKN_X_112_000	La piel le sirve de escudo protector. Puede vivir en lava líquida a 2000 ºC de temperatura.
ZKN_X_113_000	Se dice que reparte felicidad. Se caracteriza por su compasión y reparte sus huevos entre la gente herida.
ZKN_X_114_000	Se camufla con la multitud de lianas que envuelven su cuerpo y que no dejan de crecer a lo largo de toda su vida.
ZKN_X_115_000	Lleva a su cría en la bolsa de su panza. Solo deja que su cría salga a jugar cuando no siente peligro.
ZKN_X_116_000	Es famoso por derribar a bichos voladores lanzando tinta desde la superficie del agua.
ZKN_X_117_000	Las afiladas púas que le recubren el cuerpo se le erizan y pueden causar el debilitamiento con solo tocarlo.
ZKN_X_118_000	Nada a una velocidad de cinco nudos. Si siente peligro, golpea con su afilado cuerno.
ZKN_X_119_000	En otoño, cuando se reproducen, se les puede ver nadando con energía por ríos y arroyos.
ZKN_X_120_000	Aunque sus brazos se rompan podrán regenerarse, siempre y cuando su núcleo siga intacto.
ZKN_X_121_000	Su núcleo central brilla con los colores del arcoíris. Para algunos tiene el valor de una gema.
ZKN_X_122_000	Para repeler ataques, solidifica el aire y crea muros invisibles con emanaciones de sus dedos.
ZKN_X_123_000	Destroza a su presa con las guadañas que tiene. No es común que use las alas para volar.
ZKN_X_124_000	Camina moviendo las caderas de forma llamativa. Puede hacer que la gente baile a su ritmo.
ZKN_X_125_000	Por la superficie de su piel corre la electricidad. En la oscuridad, su cuerpo se torna blanquecino.
ZKN_X_126_000	A este Pokémon se lo encontraron cerca de un volcán. Esta criatura ígnea tiene una temperatura corporal de unos 1200 ºC.
ZKN_X_127_000	Atrapa presas con sus pinzas hasta que las parte en dos. Lanza lejos lo que no puede quebrar.
ZKN_X_128_000	Después de animarse a luchar fustigándose con sus tres colas, carga a toda velocidad.
ZKN_X_129_000	No es precisamente rápido ni fuerte. Es el Pokémon más debilucho y simplón de todos los que hay.
ZKN_X_130_000	En la literatura antigua se dice que un Gyarados rebosante de violencia arrasó un poblado.
ZKN_X_131_000	Son buenos de corazón. Muchos fueron capturados por ser tan pacíficos. Ahora hay muchos menos.
ZKN_X_132_000	Puede alterar por completo su estructura celular para emular cualquier objeto que vea.
ZKN_X_133_000	Un extraño Pokémon que se adapta a los entornos más hostiles gracias a sus diferentes evoluciones.
ZKN_X_134_000	Prefiere las bellas costas. Con células parecidas al agua, podría fundirse en la misma.
ZKN_X_135_000	Todos los pelos de su cuerpo se ponen de punta si empieza a cargarse de electricidad.
ZKN_X_136_000	Almacena llamas en su cuerpo, que alcanza una temperatura de 900 ºC antes de un combate.
ZKN_X_137_000	Pokémon creado por el hombre tras muchas investigaciones. Sus habilidades son básicas.
ZKN_X_138_000	Pokémon prehistórico que vivió en el océano primordial. Para nadar se valía de sus 10 tentáculos.
ZKN_X_139_000	Tiene los tentáculos tan desarrollados que le sirven de manos y pies. Con ellos atrapa a su presa y le da un bocado.
ZKN_X_140_000	Se cree que habitó las playas hace 300 millones de años. Se protege con una dura concha.
ZKN_X_141_000	Repliega sus extremidades en el agua para hacerse más compacto y mueve su concha para nadar rápido.
ZKN_X_142_000	Se regeneró a partir de material genético de un dinosaurio encontrado en ámbar. Cuando vuela emite escandalosos alaridos.
ZKN_X_143_000	No se encuentra satisfecho hasta que no se come 400 kg de comida cada día. Cuando acaba de comer, se queda dormido.
ZKN_X_144_000	Legendario Pokémon pájaro capaz de generar ventiscas congelando la humedad del aire.
ZKN_X_145_000	Es un legendario pájaro Pokémon. Dicen que aparece entre las nubes lanzando enormes rayos brillantes.
ZKN_X_146_000	Es más conocido como el legendario pájaro de fuego. Con cada aleteo crea brillantes llamas.
ZKN_X_147_000	Se le llama el Pokémon Espejismo porque son muy pocos los que lo han visto. Se encontró su muda.
ZKN_X_148_000	Sus cristalinos orbes parecen darle al Pokémon el poder de controlar el clima libremente.
ZKN_X_149_000	A pesar del tamaño que tiene y de lo pesado que es, puede volar. Es capaz de dar la vuelta al mundo en solo 16 horas.
ZKN_X_150_000	Fue creado por un científico tras años de horribles experimentos de ingeniería genética.
ZKN_X_151_000	Varios científicos lo consideran el antecesor de los Pokémon porque usa todo tipo de movimientos.
ZKN_X_152_000	Un dulce aroma se desprende de la hoja de su cabeza. Es dócil y le encanta absorber los rayos de sol.
ZKN_X_153_000	Emana un aroma picante de su cuello. El aroma actúa como estimulante para recuperar salud.
ZKN_X_154_000	El olor que desprenden sus pétalos contiene una sustancia que calma el instinto agresivo.
ZKN_X_155_000	Es tímido y siempre se enrosca como una pelota. Si es atacado, enciende su lomo para protegerse.
ZKN_X_156_000	Antes de empezar a luchar, se gira ante su rival para alardear del alcance y la fuerza de sus llamas.
ZKN_X_157_000	Si su furia crece, se calienta tanto que cualquier cosa que toque se prenderá al instante.
ZKN_X_158_000	Es pequeño pero violento. No dudará en morder cualquier cosa que se mueva cerca.
ZKN_X_159_000	Si pierde un colmillo, le crecerá otro en su lugar. Siempre tiene 48 colmillos en su boca.
ZKN_X_160_000	Se suele mover lento, pero alcanza velocidades de vértigo al atacar y morder a sus enemigos.
ZKN_X_161_000	Cuando hace de centinela, avisa del peligro a los demás, chillando y dando golpes al suelo con la cola.
ZKN_X_162_000	Acurruca a sus crías para que duerman. Acorrala a los enemigos con su enorme velocidad.
ZKN_X_163_000	Su percepción del tiempo es exacta. Ocurra lo que ocurra, lleva el ritmo moviendo la cabeza.
ZKN_X_164_000	Sus ojos están especialmente adaptados. Concentran la luz para poder ver en la oscuridad.
ZKN_X_165_000	Cuando llega el frío, se reúnen muchos Ledyba de todas partes para darse calor.
ZKN_X_166_000	Cuando parpadean las estrellas en el cielo nocturno, se mece desprendiendo un polvo brillante.
ZKN_X_167_000	Teje su telaraña con hilo fino pero resistente. Espera pacientemente a que caiga su presa.
ZKN_X_168_000	Teje su telaraña desde atrás y desde su boca. Es muy difícil saber dónde está cada cual.
ZKN_X_169_000	Es tan silencioso cuando vuela en la oscuridad con sus cuatro alas que cuesta percibirlo cuando se acerca.
ZKN_X_170_000	En el oscuro fondo del océano, su único modo de comunicarse es emitiendo luces parpadeantes.
ZKN_X_171_000	La luz de Lanturn se puede ver desde lo más profundo. Se le llama la Estrella de Alta Mar.
ZKN_X_172_000	Cuando juegan, se tocan las colas y emiten chispas. Al parecer, es una prueba de valor.
ZKN_X_173_000	Por su inusual forma estrellada, la gente cree que procede de un meteorito que cayó a la tierra.
ZKN_X_174_000	Para caminar, en lugar de usar los pies que tiene, opta por dar botes con su cuerpo redondo y blandito.
ZKN_X_175_000	El cascarón parece estar lleno de alegría. Dicen que trae buena suerte si es tratado con cariño.
ZKN_X_176_000	Si no está con gente amable, se entristece. Puede flotar en el aire sin mover las alas.
ZKN_X_177_000	Va dando saltitos porque sus alas no han crecido lo suficiente. Siempre está pendiente de algo.
ZKN_X_178_000	Cuando se pone a meditar al amanecer, pierde la noción del tiempo. Puede pasarse así todo el día.
ZKN_X_179_000	Su pelaje lanudo dobla su volumen al acumular electricidad estática. Tocarlo puede dar calambre.
ZKN_X_180_000	Su esponjosa lana almacena electricidad. Su piel gomosa evita que sea electrocutado.
ZKN_X_181_000	La punta de su cola reluce brillantemente y puede ser vista desde lejos. Es usado como faro.
ZKN_X_182_000	Los Bellossom suelen reunirse para bailar. Dicen que sus danzas son un ritual para invocar al sol.
ZKN_X_183_000	Tiene una piel que repele el agua. De hecho, puede pasarse horas jugando en el agua sin mojarse.
ZKN_X_184_000	Sus largas orejas son sensores que pueden percibir movimientos de seres vivos en el lecho del río.
ZKN_X_185_000	Aunque pretende ser un árbol, en su composición se parece más a una roca que a una planta.
ZKN_X_186_000	Cuando tres o más de estos se juntan, emiten un sonido muy fuerte parecido a un bramido.
ZKN_X_187_000	Su cuerpo es tan ligero que debe agarrarse bien al suelo con las patas para no irse con el viento.
ZKN_X_188_000	La flor de su cabeza se abre y cierra según suba o baje la temperatura.
ZKN_X_189_000	Los vientos estacionales lo llevan por todo el mundo, donde va soltando sus esporas.
ZKN_X_190_000	Vive en lo alto de los árboles. Cuando salta de rama en rama, usa su cola para equilibrarse.
ZKN_X_191_000	Puede caer del cielo de repente. Si le ataca un Spearow, moverá violentamente sus hojas.
ZKN_X_192_000	A medida que se acerca el verano, va adquiriendo un color más vivo e intenso en los pétalos de la cara.
ZKN_X_193_000	Su campo visual es de 360º sin girar la cabeza. Detecta hasta las presas que están a su espalda.
ZKN_X_194_000	Este Pokémon vive en aguas frías. Sale del agua para buscar comida cuando refresca el ambiente.
ZKN_X_195_000	Es un Pokémon bastante perezoso. Para pescar permanece en el fondo del río con la boca abierta.
ZKN_X_196_000	Al predecir el siguiente movimiento de su rival, chasquea el extremo de la cola bífida que tiene.
ZKN_X_197_000	Creado cuando la luz lunar alteró la estructura genética de Eevee. Busca presas en la oscuridad.
ZKN_X_198_000	Esconde objetos brillantes en un lugar secreto. Meowth y Murkrow suelen saquear su escondite.
ZKN_X_199_000	Su intelecto e intuición son increíbles. No pierde la compostura en ninguna situación.
ZKN_X_200_000	Se deleita con el miedo, que absorbe con sus esferas rojas. Por el día, duerme en la oscuridad.
ZKN_X_201_000	Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.
ZKN_X_202_000	Odia la luz y las sacudidas. Si le atacan, infla su cuerpo para aumentar su contraataque.
ZKN_X_203_000	Cuando duerme, la cabeza de su cola se queda vigilando, ya que ella no necesita dormir.
ZKN_X_204_000	Le gusta engrosar su coraza añadiendo cortezas de árbol. El aumento de peso no le molesta.
ZKN_X_205_000	Se protege con su concha de acero de tal manera que solo se pueden ver sus ojos.
ZKN_X_206_000	Este Pokémon escapa hacia atrás perforando el suelo con su cola, si es descubierto.
ZKN_X_207_000	A veces se sujeta a los precipicios. Cuando divisa una presa, despliega sus alas y planea para atacar.
ZKN_X_208_000	Su cuerpo es más duro que cualquier metal debido a la gran presión y calor de su hábitat.
ZKN_X_209_000	Muy travieso por naturaleza, a muchas mujeres les gusta jugar con él porque es muy cariñoso.
ZKN_X_210_000	A pesar de su aspecto, es muy tímido. Sin embargo, cuando se enfada, ataca con sus colmillos.
ZKN_X_211_000	Para arrojar sus venenosas púas, infla su cuerpo bebiendo hasta diez litros de agua de una sola vez.
ZKN_X_212_000	Las pinzas que posee tienen acero. Con ellas, no hay nada que se le resista. Rompen todo lo que pillan.
ZKN_X_213_000	Las bayas que almacena en su caparazón con forma de tarro se convierten al final en un espeso zumo.
ZKN_X_214_000	Este fuerte Pokémon clava su preciado cuerno en la tripa del enemigo, lo eleva y luego lo arroja.
ZKN_X_215_000	Se alimenta de huevos robados en nidos. Clava sus afiladas garras en los puntos débiles de sus rivales.
ZKN_X_216_000	Si encuentra miel, brillará la marca de su frente. Se lame las garras cuando están llenas de miel.
ZKN_X_217_000	Capaz de percibir cualquier tipo de aroma, encuentra sin problemas todo alimento enterrado bajo tierra.
ZKN_X_218_000	Asiduo a las zonas volcánicas, se desliza lentamente en busca de lugares calientes.
ZKN_X_219_000	En ocasiones, su resbaladiza concha lanza intensas llamaradas que recorren todo su cuerpo.
ZKN_X_220_000	Frota su hocico contra el suelo para desenterrar comida. A veces descubre aguas termales.
ZKN_X_221_000	Aunque tiene las patas cortas, las fuertes pezuñas le permiten agarrarse bien al suelo, a pesar del hielo.
ZKN_X_222_000	Crece y muda continuamente. La parte superior de su cabeza es muy apreciada por su belleza.
ZKN_X_223_000	Tiene muy buena puntería. Dispara agua a sus presas, hasta si se están moviendo, a más de 100 metros.
ZKN_X_224_000	Tiene querencia por los agujeros. Ataca escupiendo tinta metido en las grietas de rocas o en recipientes.
ZKN_X_225_000	Transporta alimentos en su cola enrollada. Le gusta compartir su comida con los montañistas perdidos.
ZKN_X_226_000	Acumula velocidad nadando y puede saltar fuera del agua, alcanzando 100 metros de altura, para descender luego planeando.
ZKN_X_227_000	Después de anidar en zarzas, las alas de sus polluelos crecen fortalecidas por los rasguños.
ZKN_X_228_000	Al amanecer, resuena por la zona su inquietante aullido para anunciar que es su territorio.
ZKN_X_229_000	Hace mucho, la gente creía que sus horripilantes aullidos eran de la muerte personificada.
ZKN_X_230_000	Dicen que suele esconderse en cuevas submarinas. Puede crear torbellinos al bostezar.
ZKN_X_231_000	Como muestra de afecto, golpea con su trompa. Aunque es tan fuerte que te mandará lejos.
ZKN_X_232_000	Tiene afilados y duros colmillos, y una gruesa piel. Su Placaje es tan fuerte que puede derribar una casa.
ZKN_X_233_000	La investigación mejoró sus habilidades. A veces, puede actuar de forma no programada.
ZKN_X_234_000	Mirar a su cornamenta provoca una extraña sensación de pérdida de equilibrio.
ZKN_X_235_000	Marca su territorio usando su cola a modo de pincel. Ha hecho más de 5000 marcas diferentes.
ZKN_X_236_000	Ataca siempre con mucha energía. Para fortalecerse a sí mismo, sigue luchando aunque pierda.
ZKN_X_237_000	Gira a gran velocidad al luchar. La fuerza centrífuga multiplica su poder de destrucción por diez.
ZKN_X_238_000	Sus labios son la parte más sensible de su cuerpo. Siempre los usa para examinar las cosas.
ZKN_X_239_000	Genera electricidad girando los brazos. No obstante, es incapaz de almacenar la energía creada.
ZKN_X_240_000	Es pequeño, pero su cuerpo puede llegar a alcanzar 600 ºC. Cuando inspira y espira, expulsa llamas por la nariz y por la boca.
ZKN_X_241_000	Si tiene crías, la leche que produce contiene muchos más nutrientes de lo normal.
ZKN_X_242_000	Los huevos que pone están llenos de felicidad. Solo con probar un poquito de uno, cualquiera sonríe.
ZKN_X_243_000	Las nubes de lluvia que lleva le permiten lanzar rayos a voluntad. Dicen que apareció con un rayo.
ZKN_X_244_000	Un Pokémon que corre por la tierra. Dicen que siempre nace uno cuando aparece un nuevo volcán.
ZKN_X_245_000	Recorre el mundo para purificar agua contaminada. Corre veloz con el viento del norte.
ZKN_X_246_000	Se alimenta de tierra. Después de comer una gran montaña, se duerme y empieza a crecer.
ZKN_X_247_000	Su cuerpo es duro como la roca. Se autopropulsa como un cohete soltando los gases de su interior.
ZKN_X_248_000	En una de sus poderosas garras tiene el poder de hacer temblar la tierra y las montañas.
ZKN_X_249_000	Duerme en una dorsal marina. Si bate sus alas, puede causar tormentas de 40 días.
ZKN_X_250_000	Cuenta la leyenda que brilla en siete colores. Dicen que deja un arcoíris tras de sí al volar.
ZKN_X_251_000	Este Pokémon vaga por el tiempo. La hierba y los árboles crecen por los campos por donde pasa.
ZKN_X_252_000	Escala superficies verticales muy rápido. Con la cola detecta la humedad y prevé el tiempo que va a hacer.
ZKN_X_253_000	Los desarrollados músculos que tiene en las extremidades inferiores le hacen ser muy ágil y le permiten dar grandes saltos.
ZKN_X_254_000	Las hojas de sus brazos pueden cortar gruesos árboles. Invencible en los combates en la jungla.
ZKN_X_255_000	En su interior, guarda una llama que arde sin cesar. Si se le abraza, se nota que tiene una temperatura muy alta.
ZKN_X_256_000	Su habilidad le permite dar diez patadas por segundo. Lanza potentes gritos para intimidar.
ZKN_X_257_000	Puede saltar edificios de 30 plantas. Con sus golpes de fuego quema a sus rivales.
ZKN_X_258_000	Tiene una larga cola que le propulsa por el agua con mucha potencia. A pesar de ser pequeño, tiene mucha fuerza.
ZKN_X_259_000	Sus piernas robustas impiden que pierda el equilibrio y caiga, incluso en el barro. Duerme bajo la arena.
ZKN_X_260_000	Con sus brazos duros como el acero puede partir rocas gigantescas en mil pedazos de un solo golpe.
ZKN_X_261_000	Es muy persistente. Si se fija en una presa, no la dejará hasta que caiga agotada.
ZKN_X_262_000	Siempre obedece a los buenos Entrenadores. Está acostumbrado a vivir en jaurías en estado salvaje.
ZKN_X_263_000	Se mueve en zigzag. Se le da bien encontrar objetos ocultos en la hierba e incluso enterrados.
ZKN_X_264_000	En línea recta corre a algo más de 100 km/h, pero no es tan hábil si hay curvas de por medio.
ZKN_X_265_000	Le encanta comer hojas. Si le ataca un Starly, se defenderá con sus púas.
ZKN_X_266_000	Se agarra con su seda a las ramas de un árbol y espera su evolución bebiendo agua de lluvia.
ZKN_X_267_000	Los dibujos de sus coloridas alas son muy peculiares. Liba el néctar de las flores con su fina trompa.
ZKN_X_268_000	Está formado por seda que se endurece poco a poco. Si se resquebraja el capullo, está a punto de evolucionar.
ZKN_X_269_000	Pokémon nocturno. Atraído por las luces de la ciudad, se come las hojas y arbustos de las avenidas.
ZKN_X_270_000	Parece una planta acuática. Hace de ferry para los Pokémon que no saben nadar.
ZKN_X_271_000	Vive en el agua y, cuando hace sol, se queda en la orilla. De día duerme sobre las algas y de noche entra en acción.
ZKN_X_272_000	Cuando oye música alegre, sus músculos se llenan de energía, y no puede evitar ponerse a bailar.
ZKN_X_273_000	Se cuelga de las ramas con el extremo de su cabeza. A veces se cae cuando soplan vientos fuertes.
ZKN_X_274_000	Cuando usa la hoja de su cabeza como flauta, asusta a la gente. Vive en lo más profundo de los bosques.
ZKN_X_275_000	Habita los bosques y se le tiene miedo. Es capaz de leer los pensamientos del rival y actuar en consecuencia.
ZKN_X_276_000	Es un Pokémon valiente que no teme a los rivales fuertes. Vuela en busca de climas templados.
ZKN_X_277_000	Cuando se encuentra bien, pone firmes las plumas de la cola doble que tiene. Remonta el vuelo de forma muy elegante.
ZKN_X_278_000	Sus largas alas aprovechan los vientos marinos para planear. Cuando descansa, las pliega.
ZKN_X_279_000	Hunde su gran pico en el mar para sacar numerosas presas junto con mucha agua.
ZKN_X_280_000	Si sus cuernos perciben emociones positivas de personas o Pokémon, su cuerpo se calienta un poco.
ZKN_X_281_000	Al percibir la alegría de su Entrenador refuerza sus ataques psicoquinéticos. Cuando está contento, da vueltas y baila.
ZKN_X_282_000	Para proteger a su Entrenador, emplea todo su poder psíquico en crear un pequeño agujero negro.
ZKN_X_283_000	Vive en estanques, pero cuando se desata una tormenta puede aparecer en los charcos que se forman en las ciudades.
ZKN_X_284_000	Sus antenas tienen dibujos de ojos, mientras que sus alas le permiten volar en cualquier dirección.
ZKN_X_285_000	Prefiere los sitios húmedos. De día está tranquilamente en el bosque, a la sombra. Expulsa polvo tóxico por la cabeza.
ZKN_X_286_000	Sus cortos brazos se expanden cuando da puñetazos. Tiene una técnica pugilística muy depurada.
ZKN_X_287_000	Slakoth se pasa todo el día holgazaneando y solo con verlo a uno le entra mucha pereza.
ZKN_X_288_000	Su corazón palpita a un ritmo frenético, haciendo que su sangre bulla, así que no puede estarse quieto ni un segundo.
ZKN_X_289_000	El Pokémon más perezoso del mundo. Cambia de lugar para coger la comida al alcance de su mano.
ZKN_X_290_000	Como se ha pasado casi toda la vida viviendo bajo tierra, no ve bien. Las antenas que tiene le ayudan a orientarse.
ZKN_X_291_000	Escuchar su zumbido de forma continuada provoca jaquecas. Casi no se le ve de lo rápido que es.
ZKN_X_292_000	Es el caparazón de un bicho que cobró vida. Si alguien lo mira por la espalda, le robará el alma.
ZKN_X_293_000	Normalmente murmulla, pero cuando siente que hay peligro se pone a chillar. Solo para cuando se le cierran las orejas.
ZKN_X_294_000	Aspira profundamente y luego, usando sus fuertes abdominales, suelta un potente vozarrón.
ZKN_X_295_000	Su aullido se puede oír a 10 km. Emite todo tipo de sonidos desde los tubos de su cuerpo.
ZKN_X_296_000	Endurece su cuerpo golpeando grandes árboles sin perder jamás el ánimo.
ZKN_X_297_000	Para aumentar su fuerza, da un pisotón en el suelo. Puede lanzar un camión de 10 toneladas por los aires de un puñetazo.
ZKN_X_298_000	Vive cerca del agua. En la tierra se mueve muy rápido botando sobre su gran cola.
ZKN_X_299_000	Siempre apunta al norte con su nariz imantada. Con ella reviste su cuerpo de objetos metálicos para protegerse.
ZKN_X_300_000	No puede evitar ir tras las cosas que se mueven. Hasta corre en círculos persiguiéndose la cola.
ZKN_X_301_000	No soporta los lugares sucios. Le encanta acicalarse el pelaje cuando está a gusto en un sitio.
ZKN_X_302_000	Se oculta en cavernas oscuras. De tanto comer gemas, sus ojos son piedras preciosas.
ZKN_X_303_000	Engaña con su aspecto dócil; hace que el rival se confíe y le da un mordisco con sus enormes e implacables mandíbulas.
ZKN_X_304_000	Suele vivir en lugares inaccesibles de las montañas, pero el hambre lo empuja a comer raíles y coches.
ZKN_X_305_000	Le encanta comer hierro. Lucha por su territorio embistiendo a sus rivales con su cuerpo de acero.
ZKN_X_306_000	Hacen de toda una montaña su territorio. Cuantas más cicatrices tienen, más curtidos en disputas. ¡Mucha atención!
ZKN_X_307_000	Se entrena en la profundidad de las montañas. Cuando aumenta su poder espiritual con meditación, levita.
ZKN_X_308_000	Evita los ataques moviéndose de forma elegante, como si bailara. Ataca dando un golpe devastador y moviéndose igual.
ZKN_X_309_000	Estimula sus músculos y aumenta sus reflejos con la electricidad que almacena su pelaje.
ZKN_X_310_000	No suele aparecer ante la gente. Dicen que suele colocar su nido donde caen los rayos.
ZKN_X_311_000	Anima a sus compañeros con pompones de chispas. Roba energía de los postes telefónicos.
ZKN_X_312_000	La electricidad de Minun y Plusle es buena para la circulación y para desentumecer músculos.
ZKN_X_313_000	Se comunica con otros iluminando su cola por la noche. Le encanta el suave aroma de Illumise.
ZKN_X_314_000	Con su dulce aroma guía a grupos de Volbeat para que tracen hasta 200 dibujos distintos en el cielo nocturno.
ZKN_X_315_000	Ataca con sus manos, en las que tiene un tipo de veneno diferente en cada una. Cuanto más aroma, mejor salud tiene.
ZKN_X_316_000	Sus sesos y corazón son diminutos; es casi todo estómago. Sus jugos gástricos disuelven lo que sea.
ZKN_X_317_000	Se traga cualquier cosa de una pieza. Sus poros segregan fluidos tóxicos que dañan a sus enemigos.
ZKN_X_318_000	Atacan en grupo a los barcos y los hunden a base de bocados. Habitan en los ríos de la jungla.
ZKN_X_319_000	Con sus colmillos puede atravesar el acero. Nada a 120 km/h. Le llaman el Terror de los Mares.
ZKN_X_320_000	Le gusta botar como una pelota de playa. Cuanta más agua de mar traga, más alto puede llegar.
ZKN_X_321_000	Puede dejar fuera de combate a sus oponentes con el impacto de su enorme cuerpo al caer en el agua tras un salto.
ZKN_X_322_000	En su joroba almacena magma ardiente que se enfría cuando llueve y lo ralentiza.
ZKN_X_323_000	Los volcanes de su joroba entran en erupción cada 10 años o cuando Camerupt se enfada mucho.
ZKN_X_324_000	Trabaja sin descanso en minas en desuso localizando y extrayendo carbón.
ZKN_X_325_000	Bota continuamente usando su cola como muelle. Salta para mantener el latido de su corazón.
ZKN_X_326_000	Las perlas negras aumentan sus poderes psíquicos. Controla las mentes de sus rivales con un extraño baile.
ZKN_X_327_000	No hay dos Spinda que tengan idénticos pelajes. Su tambaleo al bailar confunde a los rivales.
ZKN_X_328_000	Habita desiertos áridos. Cava fosas profundas, en las que espera que caiga su presa.
ZKN_X_329_000	Al agitar a gran velocidad ambas alas, emite ondas ultrasónicas que provocan fuertes dolores de cabeza.
ZKN_X_330_000	Su medio es el desierto. Para esconderse, levanta arena con las patas. Tiene los ojos protegidos con mallas rojas.
ZKN_X_331_000	Vive en regiones secas y con pocas lluvias. Una vez al año, le brota una flor amarilla.
ZKN_X_332_000	Es un Pokémon nocturno. Busca presas agotadas por el calor diurno del desierto.
ZKN_X_333_000	Se desconoce el porqué, pero le encanta posarse sobre la cabeza de los humanos y fingir que es un gorro.
ZKN_X_334_000	Vuela pausadamente por el cielo azul. Su hermoso trino cautiva a todo aquel que lo escucha.
